local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_007::cluster_000::mention_000,chunk_007::cluster_000,chunk_007,7,0,0,7,8,20531,20532,anyone,7,20531,left_overlap,20531:20532:anyone
chunk_007::cluster_001::mention_000,chunk_007::cluster_001,chunk_007,7,1,0,9,10,20533,20534,me,9,20533,left_overlap,20533:20534:me
chunk_007::cluster_001::mention_001,chunk_007::cluster_001,chunk_007,7,1,1,15,16,20539,20540,he,15,20539,left_overlap,20539:20540:he
chunk_007::cluster_001::mention_002,chunk_007::cluster_001,chunk_007,7,1,2,19,20,20543,20544,his,19,20543,left_overlap,20543:20544:his
chunk_007::cluster_001::mention_003,chunk_007::cluster_001,chunk_007,7,1,3,81,83,20605,20607,the Scarecrow,82,20606,left_overlap,20605:20607:the scarecrow
chunk_007::cluster_001::mention_004,chunk_007::cluster_001,chunk_007,7,1,4,110,113,20634,20637,the green man,112,20636,left_overlap,20634:20637:the green man
chunk_007::cluster_001::mention_005,chunk_007::cluster_001,chunk_007,7,1,5,156,157,20680,20681,I,156,20680,left_overlap,20680:20681:i
chunk_007::cluster_001::mention_006,chunk_007::cluster_001,chunk_007,7,1,6,158,163,20682,20687,the Guardian of the Gates,159,20683,left_overlap,20682:20687:the guardian of the gates
chunk_007::cluster_001::mention_007,chunk_007::cluster_001,chunk_007,7,1,7,173,174,20697,20698,I,173,20697,left_overlap,20697:20698:i
chunk_007::cluster_001::mention_008,chunk_007::cluster_001,chunk_007,7,1,8,253,254,20777,20778,I,253,20777,left_overlap,20777:20778:i
chunk_007::cluster_001::mention_009,chunk_007::cluster_001,chunk_007,7,1,9,265,266,20789,20790,He,265,20789,left_overlap,20789:20790:he
chunk_007::cluster_001::mention_010,chunk_007::cluster_001,chunk_007,7,1,10,295,300,20819,20824,The Guardian of the Gates,296,20820,left_overlap,20819:20824:the guardian of the gates
chunk_007::cluster_001::mention_011,chunk_007::cluster_001,chunk_007,7,1,11,349,354,20873,20878,the Guardian of the Gates,350,20874,left_overlap,20873:20878:the guardian of the gates
chunk_007::cluster_001::mention_012,chunk_007::cluster_001,chunk_007,7,1,12,356,357,20880,20881,his,356,20880,left_overlap,20880:20881:his
chunk_007::cluster_001::mention_013,chunk_007::cluster_001,chunk_007,7,1,13,399,402,20923,20926,the green man,401,20925,left_overlap,20923:20926:the green man
chunk_007::cluster_001::mention_014,chunk_007::cluster_001,chunk_007,7,1,14,399,407,20923,20931,the green man fitted spectacles for the Scarecrow,402,20926,left_overlap,20923:20931:the green man fitted spectacles for the scarecrow
chunk_007::cluster_001::mention_015,chunk_007::cluster_001,chunk_007,7,1,15,405,407,20929,20931,the Scarecrow,406,20930,left_overlap,20929:20931:the scarecrow
chunk_007::cluster_001::mention_016,chunk_007::cluster_001,chunk_007,7,1,16,432,437,20956,20961,the Guardian of the Gates,433,20957,left_overlap,20956:20961:the guardian of the gates
chunk_007::cluster_001::mention_017,chunk_007::cluster_001,chunk_007,7,1,17,439,440,20963,20964,his,439,20963,left_overlap,20963:20964:his
chunk_007::cluster_001::mention_018,chunk_007::cluster_001,chunk_007,7,1,18,445,446,20969,20970,he,445,20969,left_overlap,20969:20970:he
chunk_007::cluster_001::mention_019,chunk_007::cluster_001,chunk_007,7,1,19,467,468,20991,20992,he,467,20991,left_overlap,20991:20992:he
chunk_007::cluster_001::mention_020,chunk_007::cluster_001,chunk_007,7,1,20,476,477,21000,21001,him,476,21000,left_overlap,21000:21001:him
chunk_007::cluster_001::mention_021,chunk_007::cluster_001,chunk_007,7,1,21,773,778,21297,21302,The Guardian of the Gates,774,21298,left_overlap,21297:21302:the guardian of the gates
chunk_007::cluster_001::mention_022,chunk_007::cluster_001,chunk_007,7,1,22,812,814,21336,21338,a soldier,813,21337,left_overlap,21336:21338:a soldier
chunk_007::cluster_001::mention_023,chunk_007::cluster_001,chunk_007,7,1,23,838,843,21362,21367,the Guardian of the Gates,839,21363,left_overlap,21362:21367:the guardian of the gates
chunk_007::cluster_001::mention_025,chunk_007::cluster_001,chunk_007,7,1,25,844,845,21368,21369,him,844,21368,left_overlap,21368:21369:him
chunk_007::cluster_001::mention_027,chunk_007::cluster_001,chunk_007,7,1,27,864,866,21388,21390,the soldier,865,21389,left_overlap,21388:21390:the soldier
chunk_007::cluster_001::mention_028,chunk_007::cluster_001,chunk_007,7,1,28,869,870,21393,21394,I,869,21393,left_overlap,21393:21394:i
chunk_007::cluster_001::mention_029,chunk_007::cluster_001,chunk_007,7,1,29,883,886,21407,21410,the Palace Gates,885,21409,left_overlap,21407:21410:the palace gates
chunk_007::cluster_001::mention_030,chunk_007::cluster_001,chunk_007,7,1,30,905,907,21429,21431,The soldier,906,21430,left_overlap,21429:21431:the soldier
chunk_007::cluster_001::mention_031,chunk_007::cluster_001,chunk_007,7,1,31,927,928,21451,21452,he,927,21451,left_overlap,21451:21452:he
chunk_007::cluster_001::mention_032,chunk_007::cluster_001,chunk_007,7,1,32,938,939,21462,21463,I,938,21462,left_overlap,21462:21463:i
chunk_007::cluster_001::mention_033,chunk_007::cluster_001,chunk_007,7,1,33,964,966,21488,21490,the soldier,965,21489,left_overlap,21488:21490:the soldier
chunk_007::cluster_001::mention_034,chunk_007::cluster_001,chunk_007,7,1,34,973,974,21497,21498,he,973,21497,left_overlap,21497:21498:he
chunk_007::cluster_001::mention_035,chunk_007::cluster_001,chunk_007,7,1,35,983,984,21507,21508,you,983,21507,left_overlap,21507:21508:you
chunk_007::cluster_001::mention_037,chunk_007::cluster_001,chunk_007,7,1,37,996,998,21520,21522,the soldier,997,21521,left_overlap,21520:21522:the soldier
chunk_007::cluster_001::mention_038,chunk_007::cluster_001,chunk_007,7,1,38,1000,1001,21524,21525,I,1000,21524,left_overlap,21524:21525:i
chunk_007::cluster_001::mention_039,chunk_007::cluster_001,chunk_007,7,1,39,1007,1008,21531,21532,I,1007,21531,left_overlap,21531:21532:i
chunk_007::cluster_001::mention_040,chunk_007::cluster_001,chunk_007,7,1,40,1070,1071,21594,21595,I,1070,21594,left_overlap,21594:21595:i
chunk_007::cluster_001::mention_041,chunk_007::cluster_001,chunk_007,7,1,41,1091,1092,21615,21616,you,1091,21615,left_overlap,21615:21616:you
chunk_007::cluster_001::mention_042,chunk_007::cluster_001,chunk_007,7,1,42,1108,1110,21632,21634,The soldier,1109,21633,left_overlap,21632:21634:the soldier
chunk_007::cluster_001::mention_043,chunk_007::cluster_001,chunk_007,7,1,43,1424,1426,21948,21950,the Scarecrow,1425,21949,left_overlap,21948:21950:the scarecrow
chunk_007::cluster_001::mention_044,chunk_007::cluster_001,chunk_007,7,1,44,1429,1430,21953,21954,he,1429,21953,left_overlap,21953:21954:he
chunk_007::cluster_001::mention_045,chunk_007::cluster_001,chunk_007,7,1,45,1431,1432,21955,21956,himself,1431,21955,left_overlap,21955:21956:himself
chunk_007::cluster_001::mention_046,chunk_007::cluster_001,chunk_007,7,1,46,1434,1435,21958,21959,his,1434,21958,left_overlap,21958:21959:his
