local_cluster_uid,chunk_id,chunk_index,local_cluster_id,canonical_name,n_mentions
chunk_001::cluster_000,chunk_001,1,0,Dorothy,522
chunk_001::cluster_001,chunk_001,1,1,the Munchkins,77
chunk_001::cluster_002,chunk_001,1,2,my aunt,1
chunk_001::cluster_003,chunk_001,1,3,uncle,1
chunk_001::cluster_004,chunk_001,1,4,they,1
chunk_001::cluster_005,chunk_001,1,5,here,1
chunk_001::cluster_006,chunk_001,1,6,the little brook,5
chunk_001::cluster_007,chunk_001,1,7,none,1
chunk_001::cluster_008,chunk_001,1,8,the other,10
chunk_001::cluster_009,chunk_001,1,9,the South,4
chunk_001::cluster_010,chunk_001,1,10,the country of the Quadlings,1
chunk_001::cluster_011,chunk_001,1,11,the Quadlings,1
chunk_001::cluster_012,chunk_001,1,12,the West,2
chunk_001::cluster_013,chunk_001,1,13,"that country, where the Winkies live",1
chunk_001::cluster_014,chunk_001,1,14,the Winkies,1
chunk_001::cluster_015,chunk_001,1,15,the Wicked Witch of the West,3
chunk_001::cluster_016,chunk_001,1,16,her slave,1
chunk_001::cluster_017,chunk_001,1,17,The North,1
chunk_001::cluster_018,chunk_001,1,18,my home,1
chunk_001::cluster_019,chunk_001,1,19,the same great desert that surrounds this Land of Oz,1
chunk_001::cluster_020,chunk_001,1,20,all these strange people,1
chunk_001::cluster_021,chunk_001,1,21,the Emerald City,22
chunk_001::cluster_022,chunk_001,1,22,the world,11
chunk_001::cluster_023,chunk_001,1,23,Oz,25
chunk_001::cluster_024,chunk_001,1,24,the Great Wizard I told you of,1
chunk_001::cluster_025,chunk_001,1,25,a good man,1
chunk_001::cluster_026,chunk_001,1,26,a good Wizard,1
chunk_001::cluster_027,chunk_001,1,27,a man,1
chunk_001::cluster_028,chunk_001,1,28,a country that is sometimes pleasant and sometimes dark and terrible,1
chunk_001::cluster_029,chunk_001,1,29,no one,1
chunk_001::cluster_030,chunk_001,1,30,a person who has been kissed by the Witch of the North,1
chunk_001::cluster_031,chunk_001,1,31,The road to the City of Emeralds,3
chunk_001::cluster_032,chunk_001,1,32,Toto,33
chunk_001::cluster_033,chunk_001,1,33,the East,2
chunk_001::cluster_034,chunk_001,1,34,the Witch of the East,1
chunk_001::cluster_035,chunk_001,1,35,several roads,1
chunk_001::cluster_036,chunk_001,1,36,several roads nearby,1
chunk_001::cluster_037,chunk_001,1,37,the one paved with yellow bricks,1
chunk_001::cluster_038,chunk_001,1,38,the road,12
chunk_001::cluster_039,chunk_001,1,39,you,1
chunk_001::cluster_041,chunk_001,1,41,fields of grain and vegetables in abundance,1
chunk_001::cluster_042,chunk_001,1,42,good farmers,1
chunk_001::cluster_043,chunk_001,1,43,a house,1
chunk_001::cluster_044,chunk_001,1,44,the people,1
chunk_001::cluster_045,chunk_001,1,45,everyone,1
chunk_001::cluster_046,chunk_001,1,46,The houses of the Munchkins,1
chunk_001::cluster_047,chunk_001,1,47,odd-looking dwellings,1
chunk_001::cluster_048,chunk_001,1,48,this country of the East,1
chunk_001::cluster_049,chunk_001,1,49,the rest,1
chunk_001::cluster_050,chunk_001,1,50,the green lawn before it,1
chunk_001::cluster_051,chunk_001,1,51,many men,1
chunk_001::cluster_052,chunk_001,1,52,women,1
chunk_001::cluster_053,chunk_001,1,53,Five little fiddlers,1
chunk_001::cluster_054,chunk_001,1,54,one of the richest Munchkins in the land,4
chunk_001::cluster_055,chunk_001,1,55,the Wicked Witch,3
chunk_001::cluster_056,chunk_001,1,56,a strange land,2
chunk_001::cluster_057,chunk_001,1,57,the house,2
chunk_001::cluster_058,chunk_001,1,58,his friends,1
chunk_001::cluster_059,chunk_001,1,59,the rich Munchkin,1
chunk_001::cluster_060,chunk_001,1,60,a great sorceress,1
