local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_001::cluster_000::mention_000,chunk_001::cluster_000,chunk_001,1,0,0,1,2,3006,3007,she,1,3006,left_overlap,3006:3007:she
chunk_001::cluster_000::mention_001,chunk_001::cluster_000,chunk_001,1,0,1,13,14,3018,3019,I,13,3018,left_overlap,3018:3019:i
chunk_001::cluster_000::mention_002,chunk_001::cluster_000,chunk_001,1,0,2,20,21,3025,3026,my,20,3025,left_overlap,3025:3026:my
chunk_001::cluster_000::mention_003,chunk_001::cluster_000,chunk_001,1,0,3,26,27,3031,3032,I,26,3031,left_overlap,3031:3032:i
chunk_001::cluster_000::mention_004,chunk_001::cluster_000,chunk_001,1,0,4,33,34,3038,3039,me,33,3038,left_overlap,3038:3039:me
chunk_001::cluster_000::mention_005,chunk_001::cluster_000,chunk_001,1,0,5,38,39,3043,3044,me,38,3043,left_overlap,3043:3044:me
chunk_001::cluster_000::mention_006,chunk_001::cluster_000,chunk_001,1,0,6,40,41,3045,3046,my,40,3045,left_overlap,3045:3046:my
chunk_001::cluster_000::mention_007,chunk_001::cluster_000,chunk_001,1,0,7,59,60,3064,3065,Dorothy,59,3064,left_overlap,3064:3065:dorothy
chunk_001::cluster_000::mention_008,chunk_001::cluster_000,chunk_001,1,0,8,176,177,3181,3182,you,176,3181,left_overlap,3181:3182:you
chunk_001::cluster_000::mention_009,chunk_001::cluster_000,chunk_001,1,0,9,180,181,3185,3186,you,180,3185,left_overlap,3185:3186:you
chunk_001::cluster_000::mention_010,chunk_001::cluster_000,chunk_001,1,0,10,221,223,3226,3228,my dear,222,3227,left_overlap,3226:3228:my dear
chunk_001::cluster_000::mention_011,chunk_001::cluster_000,chunk_001,1,0,11,224,225,3229,3230,you,224,3229,left_overlap,3229:3230:you
chunk_001::cluster_000::mention_012,chunk_001::cluster_000,chunk_001,1,0,12,234,235,3239,3240,Dorothy,234,3239,left_overlap,3239:3240:dorothy
chunk_001::cluster_000::mention_013,chunk_001::cluster_000,chunk_001,1,0,13,242,243,3247,3248,she,242,3247,left_overlap,3247:3248:she
chunk_001::cluster_000::mention_014,chunk_001::cluster_000,chunk_001,1,0,14,251,252,3256,3257,Her,251,3256,left_overlap,3256:3257:her
chunk_001::cluster_000::mention_015,chunk_001::cluster_000,chunk_001,1,0,15,336,337,3341,3342,DOROTHY,336,3341,left_overlap,3341:3342:dorothy
chunk_001::cluster_000::mention_016,chunk_001::cluster_000,chunk_001,1,0,16,368,369,3373,3374,your,368,3373,left_overlap,3373:3374:your
chunk_001::cluster_000::mention_017,chunk_001::cluster_000,chunk_001,1,0,17,370,371,3375,3376,Dorothy,370,3375,left_overlap,3375:3376:dorothy
