local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_029::cluster_000::mention_000,chunk_029::cluster_000,chunk_029,29,0,0,5,6,87652,87653,she,5,87652,left_overlap,87652:87653:she
chunk_029::cluster_000::mention_001,chunk_029::cluster_000,chunk_029,29,0,1,11,12,87658,87659,Your,11,87658,left_overlap,87658:87659:your
chunk_029::cluster_000::mention_002,chunk_029::cluster_000,chunk_029,29,0,2,20,21,87667,87668,you,20,87667,left_overlap,87667:87668:you
chunk_029::cluster_000::mention_003,chunk_029::cluster_000,chunk_029,29,0,3,34,35,87681,87682,Morgaine,34,87681,left_overlap,87681:87682:morgaine
chunk_029::cluster_000::mention_004,chunk_029::cluster_000,chunk_029,29,0,4,42,43,87689,87690,her,42,87689,left_overlap,87689:87690:her
chunk_029::cluster_000::mention_005,chunk_029::cluster_000,chunk_029,29,0,5,45,46,87692,87693,she,45,87692,left_overlap,87692:87693:she
chunk_029::cluster_000::mention_006,chunk_029::cluster_000,chunk_029,29,0,6,61,62,87708,87709,her,61,87708,left_overlap,87708:87709:her
chunk_029::cluster_000::mention_007,chunk_029::cluster_000,chunk_029,29,0,7,65,66,87712,87713,she,65,87712,left_overlap,87712:87713:she
chunk_029::cluster_000::mention_008,chunk_029::cluster_000,chunk_029,29,0,8,69,70,87716,87717,her,69,87716,left_overlap,87716:87717:her
chunk_029::cluster_000::mention_009,chunk_029::cluster_000,chunk_029,29,0,9,77,78,87724,87725,she,77,87724,left_overlap,87724:87725:she
chunk_029::cluster_000::mention_010,chunk_029::cluster_000,chunk_029,29,0,10,116,117,87763,87764,she,116,87763,left_overlap,87763:87764:she
chunk_029::cluster_000::mention_011,chunk_029::cluster_000,chunk_029,29,0,11,131,132,87778,87779,her,131,87778,left_overlap,87778:87779:her
chunk_029::cluster_000::mention_012,chunk_029::cluster_000,chunk_029,29,0,12,161,162,87808,87809,she,161,87808,left_overlap,87808:87809:she
chunk_029::cluster_000::mention_013,chunk_029::cluster_000,chunk_029,29,0,13,202,203,87849,87850,Morgaine,202,87849,left_overlap,87849:87850:morgaine
chunk_029::cluster_000::mention_014,chunk_029::cluster_000,chunk_029,29,0,14,219,220,87866,87867,her,219,87866,left_overlap,87866:87867:her
chunk_029::cluster_000::mention_015,chunk_029::cluster_000,chunk_029,29,0,15,222,223,87869,87870,She,222,87869,left_overlap,87869:87870:she
chunk_029::cluster_000::mention_016,chunk_029::cluster_000,chunk_029,29,0,16,245,246,87892,87893,her,245,87892,left_overlap,87892:87893:her
chunk_029::cluster_000::mention_017,chunk_029::cluster_000,chunk_029,29,0,17,261,262,87908,87909,She,261,87908,left_overlap,87908:87909:she
chunk_029::cluster_000::mention_018,chunk_029::cluster_000,chunk_029,29,0,18,264,265,87911,87912,she,264,87911,left_overlap,87911:87912:she
chunk_029::cluster_000::mention_019,chunk_029::cluster_000,chunk_029,29,0,19,268,269,87915,87916,her,268,87915,left_overlap,87915:87916:her
chunk_029::cluster_000::mention_020,chunk_029::cluster_000,chunk_029,29,0,20,278,279,87925,87926,She,278,87925,left_overlap,87925:87926:she
chunk_029::cluster_000::mention_021,chunk_029::cluster_000,chunk_029,29,0,21,291,292,87938,87939,her,291,87938,left_overlap,87938:87939:her
chunk_029::cluster_000::mention_022,chunk_029::cluster_000,chunk_029,29,0,22,310,311,87957,87958,she,310,87957,left_overlap,87957:87958:she
chunk_029::cluster_000::mention_023,chunk_029::cluster_000,chunk_029,29,0,23,318,319,87965,87966,She,318,87965,left_overlap,87965:87966:she
chunk_029::cluster_000::mention_024,chunk_029::cluster_000,chunk_029,29,0,24,325,326,87972,87973,herself,325,87972,left_overlap,87972:87973:herself
chunk_029::cluster_000::mention_025,chunk_029::cluster_000,chunk_029,29,0,25,342,343,87989,87990,you,342,87989,left_overlap,87989:87990:you
chunk_029::cluster_000::mention_026,chunk_029::cluster_000,chunk_029,29,0,26,344,345,87991,87992,your,344,87991,left_overlap,87991:87992:your
chunk_029::cluster_000::mention_027,chunk_029::cluster_000,chunk_029,29,0,27,349,350,87996,87997,you,349,87996,left_overlap,87996:87997:you
chunk_029::cluster_000::mention_028,chunk_029::cluster_000,chunk_029,29,0,28,354,355,88001,88002,you,354,88001,left_overlap,88001:88002:you
chunk_029::cluster_000::mention_029,chunk_029::cluster_000,chunk_029,29,0,29,358,359,88005,88006,Priestess,358,88005,left_overlap,88005:88006:priestess
chunk_029::cluster_000::mention_030,chunk_029::cluster_000,chunk_029,29,0,30,361,362,88008,88009,you,361,88008,left_overlap,88008:88009:you
chunk_029::cluster_000::mention_031,chunk_029::cluster_000,chunk_029,29,0,31,368,369,88015,88016,Morgaine,368,88015,left_overlap,88015:88016:morgaine
chunk_029::cluster_000::mention_032,chunk_029::cluster_000,chunk_029,29,0,32,388,389,88035,88036,you,388,88035,left_overlap,88035:88036:you
chunk_029::cluster_000::mention_033,chunk_029::cluster_000,chunk_029,29,0,33,389,393,88036,88040,Morgaine of the Fairies,389,88036,left_overlap,88036:88040:morgaine of the fairies
chunk_029::cluster_000::mention_034,chunk_029::cluster_000,chunk_029,29,0,34,391,393,88038,88040,the Fairies,392,88039,left_overlap,88038:88040:the fairies
chunk_029::cluster_000::mention_035,chunk_029::cluster_000,chunk_029,29,0,35,398,399,88045,88046,I,398,88045,left_overlap,88045:88046:i
chunk_029::cluster_000::mention_036,chunk_029::cluster_000,chunk_029,29,0,36,402,403,88049,88050,I,402,88049,left_overlap,88049:88050:i
chunk_029::cluster_000::mention_037,chunk_029::cluster_000,chunk_029,29,0,37,411,412,88058,88059,she,411,88058,left_overlap,88058:88059:she
chunk_029::cluster_000::mention_038,chunk_029::cluster_000,chunk_029,29,0,38,448,449,88095,88096,she,448,88095,left_overlap,88095:88096:she
chunk_029::cluster_000::mention_039,chunk_029::cluster_000,chunk_029,29,0,39,455,456,88102,88103,her,455,88102,left_overlap,88102:88103:her
chunk_029::cluster_000::mention_040,chunk_029::cluster_000,chunk_029,29,0,40,534,535,88181,88182,Morgaine,534,88181,left_overlap,88181:88182:morgaine
chunk_029::cluster_000::mention_041,chunk_029::cluster_000,chunk_029,29,0,41,547,548,88194,88195,She,547,88194,left_overlap,88194:88195:she
chunk_029::cluster_000::mention_042,chunk_029::cluster_000,chunk_029,29,0,42,562,563,88209,88210,her,562,88209,left_overlap,88209:88210:her
chunk_029::cluster_000::mention_043,chunk_029::cluster_000,chunk_029,29,0,43,605,606,88252,88253,Morgaine,605,88252,left_overlap,88252:88253:morgaine
chunk_029::cluster_000::mention_044,chunk_029::cluster_000,chunk_029,29,0,44,608,609,88255,88256,herself,608,88255,left_overlap,88255:88256:herself
chunk_029::cluster_000::mention_045,chunk_029::cluster_000,chunk_029,29,0,45,631,632,88278,88279,she,631,88278,left_overlap,88278:88279:she
chunk_029::cluster_000::mention_046,chunk_029::cluster_000,chunk_029,29,0,46,642,643,88289,88290,her,642,88289,left_overlap,88289:88290:her
chunk_029::cluster_000::mention_047,chunk_029::cluster_000,chunk_029,29,0,47,645,646,88292,88293,she,645,88292,left_overlap,88292:88293:she
chunk_029::cluster_000::mention_048,chunk_029::cluster_000,chunk_029,29,0,48,652,653,88299,88300,her,652,88299,left_overlap,88299:88300:her
chunk_029::cluster_000::mention_049,chunk_029::cluster_000,chunk_029,29,0,49,660,661,88307,88308,She,660,88307,left_overlap,88307:88308:she
chunk_029::cluster_000::mention_050,chunk_029::cluster_000,chunk_029,29,0,50,667,668,88314,88315,herself,667,88314,left_overlap,88314:88315:herself
chunk_029::cluster_000::mention_051,chunk_029::cluster_000,chunk_029,29,0,51,674,675,88321,88322,she,674,88321,left_overlap,88321:88322:she
chunk_029::cluster_000::mention_052,chunk_029::cluster_000,chunk_029,29,0,52,678,679,88325,88326,her,678,88325,left_overlap,88325:88326:her
chunk_029::cluster_000::mention_053,chunk_029::cluster_000,chunk_029,29,0,53,684,685,88331,88332,herself,684,88331,left_overlap,88331:88332:herself
chunk_029::cluster_000::mention_054,chunk_029::cluster_000,chunk_029,29,0,54,686,687,88333,88334,her,686,88333,left_overlap,88333:88334:her
chunk_029::cluster_000::mention_055,chunk_029::cluster_000,chunk_029,29,0,55,695,696,88342,88343,her,695,88342,left_overlap,88342:88343:her
