local_cluster_uid,chunk_id,chunk_index,local_cluster_id,canonical_name,n_mentions
chunk_003::cluster_000,chunk_003,3,0,a madman,1
chunk_003::cluster_001,chunk_003,3,1,the spectre,6
chunk_003::cluster_002,chunk_003,3,2,the ghost,259
chunk_003::cluster_003,chunk_003,3,3,a ghost,1
chunk_003::cluster_004,chunk_003,3,4,his room,10
chunk_003::cluster_005,chunk_003,3,5,the butler,1
chunk_003::cluster_006,chunk_003,3,6,the spot where he had first laid eyes on the grisly phantom,1
chunk_003::cluster_007,chunk_003,3,7,two ghosts,1
chunk_003::cluster_008,chunk_003,3,8,Ye Onlie True and Originale Spook,1
chunk_003::cluster_009,chunk_003,3,9,Chanticleer,2
chunk_003::cluster_010,chunk_003,3,10,a distant homestead,1
chunk_003::cluster_011,chunk_003,3,11,the housemaids,1
chunk_003::cluster_012,chunk_003,3,12,the Cantervilles,10
chunk_003::cluster_013,chunk_003,3,13,the corridor,5
chunk_003::cluster_014,chunk_003,3,14,Mr. Otis,40
chunk_003::cluster_015,chunk_003,3,15,the twins,23
chunk_003::cluster_016,chunk_003,3,16,"people on a low, material plane of existence",1
chunk_003::cluster_017,chunk_003,3,17,the Huntsman of Hogley Woods,1
chunk_003::cluster_018,chunk_003,3,18,the top of the oak staircase,1
chunk_003::cluster_019,chunk_003,3,19,the insolent young Etonians,1
chunk_003::cluster_020,chunk_003,3,20,Reckless Rupert,1
chunk_003::cluster_021,chunk_003,3,21,the Headless Earl,1
chunk_003::cluster_022,chunk_003,3,22,your wife,9
chunk_003::cluster_023,chunk_003,3,23,I,3
chunk_003::cluster_024,chunk_003,3,24,the present Lord Canterville,1
chunk_003::cluster_025,chunk_003,3,25,the present Lord Canterville's grandfather,1
chunk_003::cluster_026,chunk_003,3,26,Gretna Green,1
chunk_003::cluster_027,chunk_003,3,27,handsome Jack Castletown,1
chunk_003::cluster_028,chunk_003,3,28,the world,1
chunk_003::cluster_029,chunk_003,3,29,a family that allowed such a horrible phantom to walk up and down the terrace at twilight,1
chunk_003::cluster_030,chunk_003,3,30,the terrace,1
