local_cluster_uid,chunk_id,chunk_index,local_cluster_id,canonical_name,n_mentions
chunk_006::cluster_000,chunk_006,6,0,we,1
chunk_006::cluster_001,chunk_006,6,1,Dorothy,258
chunk_006::cluster_002,chunk_006,6,2,all her people,1
chunk_006::cluster_003,chunk_006,6,3,the Tin Woodman,21
chunk_006::cluster_004,chunk_006,6,4,the riverside,1
chunk_006::cluster_005,chunk_006,6,5,Oz,188
chunk_006::cluster_006,chunk_006,6,6,the truck,11
chunk_006::cluster_007,chunk_006,6,7,the Scarecrow,53
chunk_006::cluster_008,chunk_006,6,8,the people,100
chunk_006::cluster_009,chunk_006,6,9,their homes,4
chunk_006::cluster_010,chunk_006,6,10,the green fields,1
chunk_006::cluster_011,chunk_006,6,11,we,2
chunk_006::cluster_012,chunk_006,6,12,you,3
chunk_006::cluster_013,chunk_006,6,13,the field,1
chunk_006::cluster_014,chunk_006,6,14,Toto,12
chunk_006::cluster_015,chunk_006,6,15,you,1
chunk_006::cluster_016,chunk_006,6,16,the road of yellow brick,5
chunk_006::cluster_017,chunk_006,6,17,the Emerald City,38
chunk_006::cluster_018,chunk_006,6,18,the country about,1
chunk_006::cluster_019,chunk_006,6,19,the forest,4
chunk_006::cluster_020,chunk_006,6,20,"a small house, in which a farmer evidently lived",1
chunk_006::cluster_021,chunk_006,6,21,a farmer,1
chunk_006::cluster_022,chunk_006,6,22,several of these houses,1
chunk_006::cluster_023,chunk_006,6,23,these houses,1
chunk_006::cluster_024,chunk_006,6,24,people,2
chunk_006::cluster_025,chunk_006,6,25,no one,1
chunk_006::cluster_026,chunk_006,6,26,the Munchkins,4
chunk_006::cluster_027,chunk_006,6,27,the people,2
chunk_006::cluster_028,chunk_006,6,28,the Land of Oz,1
chunk_006::cluster_029,chunk_006,6,29,here,1
chunk_006::cluster_030,chunk_006,6,30,the country of the Munchkins,1
chunk_006::cluster_031,chunk_006,6,31,the house,2
chunk_006::cluster_032,chunk_006,6,32,a good-sized farmhouse,1
chunk_006::cluster_033,chunk_006,6,33,the world,1
chunk_006::cluster_034,chunk_006,6,34,a great coward,1
chunk_006::cluster_035,chunk_006,6,35,two children,1
chunk_006::cluster_036,chunk_006,6,36,the man,75
chunk_006::cluster_037,chunk_006,6,37,so strange a company,1
chunk_006::cluster_038,chunk_006,6,38,anyone,1
chunk_006::cluster_039,chunk_006,6,39,a beautiful and wonderful place,1
chunk_006::cluster_040,chunk_006,6,40,any living person who has seen him,1
chunk_006::cluster_041,chunk_006,6,41,those who wait upon him,1
chunk_006::cluster_042,chunk_006,6,42,a Great Wizard,1
chunk_006::cluster_043,chunk_006,6,43,some,1
chunk_006::cluster_044,chunk_006,6,44,some,1
chunk_006::cluster_045,chunk_006,6,45,a beautiful fairy,1
chunk_006::cluster_046,chunk_006,6,46,a brownie,1
chunk_006::cluster_047,chunk_006,6,47,no living person,1
chunk_006::cluster_048,chunk_006,6,48,his Throne Room,1
chunk_006::cluster_049,chunk_006,6,49,Kansas,25
chunk_006::cluster_050,chunk_006,6,50,my home,1
chunk_006::cluster_051,chunk_006,6,51,anyone,1
chunk_006::cluster_052,chunk_006,6,52,"a high arched room, the walls of which glistened with countless emeralds",1
chunk_006::cluster_053,chunk_006,6,53,her companions,1
chunk_006::cluster_054,chunk_006,6,54,anyone,1
chunk_006::cluster_055,chunk_006,6,55,a good Wizard,1
chunk_006::cluster_056,chunk_006,6,56,"those who are not honest, or who approach him from curiosity",1
chunk_006::cluster_057,chunk_006,6,57,those who live in the City,1
chunk_006::cluster_058,chunk_006,6,58,the streets of the Emerald City,1
chunk_006::cluster_059,chunk_006,6,59,beautiful houses all built of green marble and studded everywhere with sparkling emeralds,1
chunk_006::cluster_060,chunk_006,6,60,many people,1
chunk_006::cluster_061,chunk_006,6,61,men,1
chunk_006::cluster_062,chunk_006,6,62,women,1
chunk_006::cluster_063,chunk_006,6,63,children,1
chunk_006::cluster_064,chunk_006,6,64,They,1
chunk_006::cluster_065,chunk_006,6,65,her strangely assorted company,1
chunk_006::cluster_066,chunk_006,6,66,the children,5
chunk_006::cluster_067,chunk_006,6,67,their mothers,1
chunk_006::cluster_068,chunk_006,6,68,no one,1
chunk_006::cluster_069,chunk_006,6,69,Many shops,2
chunk_006::cluster_070,chunk_006,6,70,the street,1
chunk_006::cluster_071,chunk_006,6,71,the men,3
chunk_006::cluster_072,chunk_006,6,72,the streets,2
chunk_006::cluster_073,chunk_006,6,73,little green carts,1
chunk_006::cluster_074,chunk_006,6,74,Everyone,1
chunk_006::cluster_075,chunk_006,6,75,"the Palace of Oz, the Great Wizard",1
chunk_006::cluster_076,chunk_006,6,76,a big room with a green carpet and lovely green furniture set with emeralds,1
chunk_006::cluster_077,chunk_006,6,77,each one of you,1
chunk_006::cluster_078,chunk_006,6,78,rooms where you may rest in comfort after your journey,1
chunk_006::cluster_079,chunk_006,6,79,all her friends,1
chunk_006::cluster_080,chunk_006,6,80,all her friends except Toto,1
chunk_006::cluster_081,chunk_006,6,81,her friends,1
chunk_006::cluster_082,chunk_006,6,82,seven passages,1
chunk_006::cluster_083,chunk_006,6,83,three flights of stairs,1
chunk_006::cluster_084,chunk_006,6,84,they,1
chunk_006::cluster_085,chunk_006,6,85,a room at the front of the Palace,1
chunk_006::cluster_086,chunk_006,6,86,the sweetest little room in the world,1
chunk_006::cluster_087,chunk_006,6,87,rooms,1
chunk_006::cluster_088,chunk_006,6,88,each one of them,1
chunk_006::cluster_089,chunk_006,6,89,them,1
chunk_006::cluster_090,chunk_006,6,90,himself,1
chunk_006::cluster_091,chunk_006,6,91,a very pleasant part of the Palace,1
chunk_006::cluster_092,chunk_006,6,92,a corner of the room,1
chunk_006::cluster_093,chunk_006,6,93,one of the most wonderful rooms in the world,1
chunk_006::cluster_094,chunk_006,6,94,a room,1
chunk_006::cluster_095,chunk_006,6,95,"a great hall in which were many ladies and gentlemen of the court, all dressed in rich costumes",1
chunk_006::cluster_096,chunk_006,6,96,many ladies and gentlemen of the court,1
chunk_006::cluster_097,chunk_006,6,97,gentlemen of the court,1
chunk_006::cluster_098,chunk_006,6,98,the court,1
chunk_006::cluster_099,chunk_006,6,99,people,1
chunk_006::cluster_100,chunk_006,6,100,the biggest giant,1
chunk_006::cluster_101,chunk_006,6,101,the Wicked Witch of the West,15
chunk_006::cluster_102,chunk_006,6,102,my house,1
chunk_006::cluster_103,chunk_006,6,103,the Good Witch of the North,2
chunk_006::cluster_104,chunk_006,6,104,the North,1
chunk_006::cluster_105,chunk_006,6,105,my Aunt Em,2
chunk_006::cluster_106,chunk_006,6,106,Uncle Henry,1
chunk_006::cluster_107,chunk_006,6,107,your,1
chunk_006::cluster_108,chunk_006,6,108,a Great Wizard,1
chunk_006::cluster_109,chunk_006,6,109,a little girl,1
chunk_006::cluster_110,chunk_006,6,110,everyone,2
chunk_006::cluster_111,chunk_006,6,111,her friends,2
chunk_006::cluster_112,chunk_006,6,112,your uncle,1
chunk_006::cluster_113,chunk_006,6,113,a man,1
chunk_006::cluster_114,chunk_006,6,114,a man as any other in your dominions,1
