local_cluster_uid,chunk_id,chunk_index,local_cluster_id,canonical_name,n_mentions
chunk_002::cluster_000,chunk_002,2,0,Morgause,24
chunk_002::cluster_001,chunk_002,2,1,Igraine,101
chunk_002::cluster_002,chunk_002,2,2,us,2
chunk_002::cluster_003,chunk_002,2,3,the only mother Morgause has ever known,1
chunk_002::cluster_004,chunk_002,2,4,a grown woman,1
chunk_002::cluster_005,chunk_002,2,5,"mother, as well as sister, to both of us",1
chunk_002::cluster_006,chunk_002,2,6,"sister, to both of us",1
chunk_002::cluster_007,chunk_002,2,7,us,1
chunk_002::cluster_008,chunk_002,2,8,Their,1
chunk_002::cluster_009,chunk_002,2,9,"Their mother, who had been really too old for childbearing",1
chunk_002::cluster_010,chunk_002,2,10,a child of her own,1
chunk_002::cluster_011,chunk_002,2,11,her child,1
chunk_002::cluster_012,chunk_002,2,12,Gorlois,25
chunk_002::cluster_013,chunk_002,2,13,his foster-mother,5
chunk_002::cluster_014,chunk_002,2,14,the monks,1
chunk_002::cluster_015,chunk_002,2,15,a Christian,1
chunk_002::cluster_017,chunk_002,2,17,a Christian,1
chunk_002::cluster_018,chunk_002,2,18,they,2
chunk_002::cluster_019,chunk_002,2,19,twins,1
chunk_002::cluster_020,chunk_002,2,20,a Christian,1
chunk_002::cluster_021,chunk_002,2,21,a good woman,1
chunk_002::cluster_022,chunk_002,2,22,the Isle of the Priests,1
chunk_002::cluster_023,chunk_002,2,23,the Priests,1
chunk_002::cluster_024,chunk_002,2,24,their,1
chunk_002::cluster_025,chunk_002,2,25,the Merlin,50
chunk_002::cluster_026,chunk_002,2,26,the followers of Christ,1
chunk_002::cluster_027,chunk_002,2,27,the Christians,23
chunk_002::cluster_028,chunk_002,2,28,no other Gods,1
chunk_002::cluster_029,chunk_002,2,29,this world,54
chunk_002::cluster_030,chunk_002,2,30,no other God,1
chunk_002::cluster_031,chunk_002,2,31,no other God save for their God,1
chunk_002::cluster_032,chunk_002,2,32,No single God,1
chunk_002::cluster_033,chunk_002,2,33,the Goddess,6
chunk_002::cluster_034,chunk_002,2,34,our,42
chunk_002::cluster_035,chunk_002,2,35,Avalon,5
chunk_002::cluster_036,chunk_002,2,36,here,4
chunk_002::cluster_037,chunk_002,2,37,the Mother,1
chunk_002::cluster_038,chunk_002,2,38,no Goddess,1
chunk_002::cluster_039,chunk_002,2,39,woman,1
chunk_002::cluster_040,chunk_002,2,40,woman,1
chunk_002::cluster_041,chunk_002,2,41,followers of other Gods,1
chunk_002::cluster_042,chunk_002,2,42,other Gods,1
chunk_002::cluster_043,chunk_002,2,43,the Gods of others,1
chunk_002::cluster_044,chunk_002,2,44,mankind,1
chunk_002::cluster_045,chunk_002,2,45,the followers of Christ,1
chunk_002::cluster_046,chunk_002,2,46,the great hall,1
chunk_002::cluster_047,chunk_002,2,47,Those who are the Lords of this world,1
chunk_002::cluster_049,chunk_002,2,49,the Lords of this world,1
chunk_002::cluster_051,chunk_002,2,51,a priestess,1
chunk_002::cluster_052,chunk_002,2,52,the Christians,1
chunk_002::cluster_053,chunk_002,2,53,all mankind,1
chunk_002::cluster_054,chunk_002,2,54,men,1
chunk_002::cluster_055,chunk_002,2,55,every peasant,1
chunk_002::cluster_056,chunk_002,2,56,men,6
chunk_002::cluster_057,chunk_002,2,57,some men,1
chunk_002::cluster_058,chunk_002,2,58,others,1
chunk_002::cluster_059,chunk_002,2,59,men,1
chunk_002::cluster_060,chunk_002,2,60,the Christ who will take them to heaven,1
chunk_002::cluster_061,chunk_002,2,61,heaven,1
chunk_002::cluster_062,chunk_002,2,62,the followers of Christ,4
chunk_002::cluster_063,chunk_002,2,63,the world of the spirit,1
chunk_002::cluster_064,chunk_002,2,64,the realms of Avalon,1
chunk_002::cluster_065,chunk_002,2,65,those realms,1
chunk_002::cluster_066,chunk_002,2,66,the world of the followers of Christ,1
chunk_002::cluster_067,chunk_002,2,67,the Glastonbury where we of the Old Faith once allowed the monks to build their chapel and their monastery,1
chunk_002::cluster_068,chunk_002,2,68,we,1
chunk_002::cluster_069,chunk_002,2,69,the monks,3
chunk_002::cluster_070,chunk_002,2,70,the Holy Isle,5
chunk_002::cluster_071,chunk_002,2,71,their chapel,1
chunk_002::cluster_072,chunk_002,2,72,their monastery,1
chunk_002::cluster_073,chunk_002,2,73,the great Druid,1
chunk_002::cluster_074,chunk_002,2,74,The priests,19
chunk_002::cluster_075,chunk_002,2,75,suppliants,1
chunk_002::cluster_076,chunk_002,2,76,our Gods,1
chunk_002::cluster_077,chunk_002,2,77,many Gods,1
chunk_002::cluster_078,chunk_002,2,78,many Goddesses,1
chunk_002::cluster_079,chunk_002,2,79,the universe of the Christians,1
chunk_002::cluster_080,chunk_002,2,80,all Gods,1
chunk_002::cluster_081,chunk_002,2,81,"all Gods, he must make it as if there were no other Gods",1
chunk_002::cluster_082,chunk_002,2,82,no other Gods,1
chunk_002::cluster_083,chunk_002,2,83,any Gods,1
chunk_002::cluster_084,chunk_002,2,84,false idols,1
chunk_002::cluster_085,chunk_002,2,85,their Devil,1
chunk_002::cluster_086,chunk_002,2,86,all men,1
chunk_002::cluster_087,chunk_002,2,87,men,1
chunk_002::cluster_088,chunk_002,2,88,two Britains,1
chunk_002::cluster_089,chunk_002,2,89,it,2
chunk_002::cluster_090,chunk_002,2,90,the world where the Great Mother still rules,1
chunk_002::cluster_091,chunk_002,2,91,the world where the Old People have chosen to live and worship,1
chunk_002::cluster_092,chunk_002,2,92,the fairy folk,1
chunk_002::cluster_093,chunk_002,2,93,"the fairy folk, the Shining Ones",1
chunk_002::cluster_094,chunk_002,2,94,the Shining Ones,1
chunk_002::cluster_095,chunk_002,2,95,only an occasional wanderer,5
chunk_002::cluster_096,chunk_002,2,96,his kinfolk,1
chunk_002::cluster_097,chunk_002,2,97,the Horned One,1
chunk_002::cluster_098,chunk_002,2,98,her consort,1
chunk_002::cluster_099,chunk_002,2,99,the world you know,1
chunk_002::cluster_100,chunk_002,2,100,the world of many truths,1
chunk_002::cluster_101,chunk_002,2,101,a traveller,3
chunk_002::cluster_102,chunk_002,2,102,the Romans,2
chunk_002::cluster_103,chunk_002,2,103,the Old People,3
chunk_002::cluster_104,chunk_002,2,104,the worlds,8
chunk_002::cluster_105,chunk_002,2,105,the Mother-,2
chunk_002::cluster_106,chunk_002,2,106,no guide,1
chunk_002::cluster_107,chunk_002,2,107,the Isle of Avalon,1
chunk_002::cluster_108,chunk_002,2,108,the Isle of the Priests,1
chunk_002::cluster_109,chunk_002,2,109,most men,1
chunk_002::cluster_110,chunk_002,2,110,the Summer Sea,1
chunk_002::cluster_111,chunk_002,2,111,churches,1
chunk_002::cluster_112,chunk_002,2,112,the whole of Britain,1
chunk_002::cluster_113,chunk_002,2,113,the cities and roads of the Old People,1
chunk_002::cluster_114,chunk_002,2,114,our guide,1
chunk_002::cluster_115,chunk_002,2,115,lovers,1
chunk_002::cluster_116,chunk_002,2,116,two worlds,1
chunk_002::cluster_117,chunk_002,2,117,"a world of Christians, who deny the Mother-",1
chunk_002::cluster_120,chunk_002,2,120,"Christians, who deny the Mother-",1
chunk_002::cluster_122,chunk_002,2,122,all the others,1
chunk_002::cluster_123,chunk_002,2,123,those who will live in despair,1
chunk_002::cluster_124,chunk_002,2,124,Parts of the world,1
chunk_002::cluster_125,chunk_002,2,125,the Saxons,9
chunk_002::cluster_126,chunk_002,2,126,our warriors,1
chunk_002::cluster_127,chunk_002,2,127,barbarians,1
chunk_002::cluster_128,chunk_002,2,128,his war duke,1
chunk_002::cluster_129,chunk_002,2,129,the Pendragon,1
chunk_002::cluster_130,chunk_002,2,130,they,1
chunk_002::cluster_131,chunk_002,2,131,this country,1
chunk_002::cluster_132,chunk_002,2,132,the very heart of Britain,1
chunk_002::cluster_133,chunk_002,2,133,Jutes,1
chunk_002::cluster_134,chunk_002,2,134,Scots,1
chunk_002::cluster_135,chunk_002,2,135,all the wild folk who are moving down from the North,1
chunk_002::cluster_136,chunk_002,2,136,Every place,1
chunk_002::cluster_137,chunk_002,2,137,Rome,7
chunk_002::cluster_138,chunk_002,2,138,his father,2
chunk_002::cluster_139,chunk_002,2,139,the North,4
chunk_002::cluster_140,chunk_002,2,140,Duke of Britain,1
chunk_002::cluster_141,chunk_002,2,141,a good man,1
chunk_002::cluster_142,chunk_002,2,142,those who once followed Rome,1
chunk_002::cluster_143,chunk_002,2,143,emperor,1
