local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_002::cluster_000::mention_000,chunk_002::cluster_000,chunk_002,2,0,0,9,10,6073,6074,you,9,6073,left_overlap,6073:6074:you
chunk_002::cluster_000::mention_001,chunk_002::cluster_000,chunk_002,2,0,1,13,14,6077,6078,child,13,6077,left_overlap,6077:6078:child
chunk_002::cluster_000::mention_002,chunk_002::cluster_000,chunk_002,2,0,2,16,17,6080,6081,Morgause,16,6080,left_overlap,6080:6081:morgause
chunk_002::cluster_000::mention_003,chunk_002::cluster_000,chunk_002,2,0,3,23,24,6087,6088,her,23,6087,left_overlap,6087:6088:her
chunk_002::cluster_000::mention_004,chunk_002::cluster_000,chunk_002,2,0,4,43,44,6107,6108,She,43,6107,left_overlap,6107:6108:she
chunk_002::cluster_000::mention_005,chunk_002::cluster_000,chunk_002,2,0,5,48,49,6112,6113,her,48,6112,left_overlap,6112:6113:her
chunk_002::cluster_000::mention_006,chunk_002::cluster_000,chunk_002,2,0,6,53,54,6117,6118,she,53,6117,left_overlap,6117:6118:she
chunk_002::cluster_000::mention_007,chunk_002::cluster_000,chunk_002,2,0,7,70,71,6134,6135,Morgause,70,6134,left_overlap,6134:6135:morgause
chunk_002::cluster_000::mention_008,chunk_002::cluster_000,chunk_002,2,0,8,81,82,6145,6146,Morgause,81,6145,left_overlap,6145:6146:morgause
chunk_002::cluster_000::mention_009,chunk_002::cluster_000,chunk_002,2,0,9,118,119,6182,6183,Morgause,118,6182,left_overlap,6182:6183:morgause
chunk_002::cluster_000::mention_010,chunk_002::cluster_000,chunk_002,2,0,10,143,144,6207,6208,Morgause,143,6207,left_overlap,6207:6208:morgause
chunk_002::cluster_000::mention_011,chunk_002::cluster_000,chunk_002,2,0,11,147,148,6211,6212,Morgaine,147,6211,left_overlap,6211:6212:morgaine
