local_cluster_uid,chunk_id,chunk_index,local_cluster_id,canonical_name,n_mentions
chunk_113::cluster_000,chunk_113,113,0,Morgaine,348
chunk_113::cluster_001,chunk_113,113,1,the hillside,1
chunk_113::cluster_002,chunk_113,113,2,a plowman,2
chunk_113::cluster_003,chunk_113,113,3,the field,3
chunk_113::cluster_004,chunk_113,113,4,a priest,2
chunk_113::cluster_005,chunk_113,113,5,his acolytes,1
chunk_113::cluster_006,chunk_113,113,6,The richer barons,1
chunk_113::cluster_007,chunk_113,113,7,knights,1
chunk_113::cluster_008,chunk_113,113,8,"knights, who were all Christian",1
chunk_113::cluster_009,chunk_113,113,9,the people,1
chunk_113::cluster_010,chunk_113,113,10,a Christian country,1
chunk_113::cluster_011,chunk_113,113,11,the people,1
chunk_113::cluster_012,chunk_113,113,12,the Lady,3
chunk_113::cluster_013,chunk_113,113,13,the priestesses,1
chunk_113::cluster_014,chunk_113,113,14,there,1
chunk_113::cluster_015,chunk_113,113,15,them,1
chunk_113::cluster_016,chunk_113,113,16,any shipwrecked sailor,1
chunk_113::cluster_017,chunk_113,113,17,an alien land,1
chunk_113::cluster_018,chunk_113,113,18,the blossoming garden,1
chunk_113::cluster_019,chunk_113,113,19,those locked-up Christian virgins within convent walls,1
chunk_113::cluster_020,chunk_113,113,20,convent,1
chunk_113::cluster_021,chunk_113,113,21,her women,1
chunk_113::cluster_022,chunk_113,113,22,Accolon,314
chunk_113::cluster_023,chunk_113,113,23,the woman,4
chunk_113::cluster_024,chunk_113,113,24,his chamber,1
chunk_113::cluster_025,chunk_113,113,25,Uriens' chamber,1
chunk_113::cluster_026,chunk_113,113,26,his body servant,1
chunk_113::cluster_027,chunk_113,113,27,a nearby town,1
chunk_113::cluster_028,chunk_113,113,28,some disputed lands,1
chunk_113::cluster_029,chunk_113,113,29,the countryside,1
chunk_113::cluster_030,chunk_113,113,30,the man,11
chunk_113::cluster_031,chunk_113,113,31,No one,1
chunk_113::cluster_032,chunk_113,113,32,Maline,48
chunk_113::cluster_033,chunk_113,113,33,his people,1
chunk_113::cluster_034,chunk_113,113,34,the Saxon chiefs,7
chunk_113::cluster_035,chunk_113,113,35,an old man,1
chunk_113::cluster_036,chunk_113,113,36,a notable housekeeper,1
chunk_113::cluster_037,chunk_113,113,37,the room,1
chunk_113::cluster_038,chunk_113,113,38,The household of Uriens,1
chunk_113::cluster_039,chunk_113,113,39,their,1
chunk_113::cluster_040,chunk_113,113,40,their young children,1
chunk_113::cluster_041,chunk_113,113,41,brothers,5
chunk_113::cluster_042,chunk_113,113,42,the priest who was their tutor,1
chunk_113::cluster_043,chunk_113,113,43,their tutor,1
chunk_113::cluster_044,chunk_113,113,44,the men-at-arms,2
chunk_113::cluster_045,chunk_113,113,45,we,18
chunk_113::cluster_046,chunk_113,113,46,their ladies,1
chunk_113::cluster_047,chunk_113,113,47,the upper servants,1
chunk_113::cluster_048,chunk_113,113,48,the servants,1
chunk_113::cluster_049,chunk_113,113,49,Conn,22
chunk_113::cluster_050,chunk_113,113,50,"a slender, fair-haired, pale young woman, heavily pregnant",1
chunk_113::cluster_051,chunk_113,113,51,an unlikely grandmother,1
chunk_113::cluster_052,chunk_113,113,52,Uriens' grandsons,1
chunk_113::cluster_053,chunk_113,113,53,the rest,1
