local_cluster_uid,chunk_id,chunk_index,local_cluster_id,canonical_name,n_mentions
chunk_013::cluster_000,chunk_013,13,0,Dorothy,146
chunk_013::cluster_001,chunk_013,13,1,the Scarecrow,215
chunk_013::cluster_002,chunk_013,13,2,the travelers,120
chunk_013::cluster_003,chunk_013,13,3,the balloon,18
chunk_013::cluster_004,chunk_013,13,4,a basket,1
chunk_013::cluster_005,chunk_013,13,5,the Emerald City,33
chunk_013::cluster_006,chunk_013,13,6,the people,37
chunk_013::cluster_007,chunk_013,13,7,everyone,1
chunk_013::cluster_008,chunk_013,13,8,the Tin Woodman,47
chunk_013::cluster_009,chunk_013,13,9,Toto,14
chunk_013::cluster_010,chunk_013,13,10,everyone,1
chunk_013::cluster_011,chunk_013,13,11,there,2
chunk_013::cluster_012,chunk_013,13,12,we,1
chunk_013::cluster_013,chunk_013,13,13,our friend,1
chunk_013::cluster_014,chunk_013,13,14,Kansas,12
chunk_013::cluster_015,chunk_013,13,15,home to Kansas,1
chunk_013::cluster_016,chunk_013,13,16,her companions,1
chunk_013::cluster_017,chunk_013,13,17,the ruler of the Emerald City,1
chunk_013::cluster_018,chunk_013,13,18,a Wizard,1
chunk_013::cluster_019,chunk_013,13,19,the world,4
chunk_013::cluster_020,chunk_013,13,20,a stuffed man,1
chunk_013::cluster_021,chunk_013,13,21,the Throne Room,3
chunk_013::cluster_022,chunk_013,13,22,a farmer,1
chunk_013::cluster_023,chunk_013,13,23,a farmer's cornfield,1
chunk_013::cluster_024,chunk_013,13,24,Uncle Henry,1
chunk_013::cluster_025,chunk_013,13,25,them,1
chunk_013::cluster_026,chunk_013,13,26,the desert,6
chunk_013::cluster_027,chunk_013,13,27,the soldier,20
chunk_013::cluster_028,chunk_013,13,28,his band,1
chunk_013::cluster_029,chunk_013,13,29,nobody,1
chunk_013::cluster_030,chunk_013,13,30,no one,1
chunk_013::cluster_031,chunk_013,13,31,the Princess,52
chunk_013::cluster_032,chunk_013,13,32,the most powerful of all the Witches,1
chunk_013::cluster_033,chunk_013,13,33,all the Witches,1
chunk_013::cluster_034,chunk_013,13,34,the Quadlings,3
chunk_013::cluster_035,chunk_013,13,35,her castle,2
chunk_013::cluster_036,chunk_013,13,36,the South,2
chunk_013::cluster_037,chunk_013,13,37,a Good Witch,1
chunk_013::cluster_038,chunk_013,13,38,everyone,1
chunk_013::cluster_039,chunk_013,13,39,"a beautiful woman, who knows how to keep young in spite of the many years she has lived",1
chunk_013::cluster_041,chunk_013,13,41,The road,2
chunk_013::cluster_042,chunk_013,13,42,travelers,1
chunk_013::cluster_043,chunk_013,13,43,the woods,1
chunk_013::cluster_044,chunk_013,13,44,their,2
chunk_013::cluster_045,chunk_013,13,45,strangers,1
chunk_013::cluster_046,chunk_013,13,46,their country,1
chunk_013::cluster_047,chunk_013,13,47,none of the Quadlings,1
chunk_013::cluster_048,chunk_013,13,48,the Land of the South,3
chunk_013::cluster_049,chunk_013,13,49,your,1
chunk_013::cluster_050,chunk_013,13,50,the woods,1
chunk_013::cluster_051,chunk_013,13,51,a wild beast,1
chunk_013::cluster_052,chunk_013,13,52,someone,1
chunk_013::cluster_053,chunk_013,13,53,the cornfield,1
chunk_013::cluster_054,chunk_013,13,54,everyone,1
chunk_013::cluster_055,chunk_013,13,55,our,1
chunk_013::cluster_056,chunk_013,13,56,a mass of towers and steeples behind the green walls,1
chunk_013::cluster_057,chunk_013,13,57,a bad Wizard,1
chunk_013::cluster_058,chunk_013,13,58,a brave man,1
chunk_013::cluster_059,chunk_013,13,59,a good man,1
chunk_013::cluster_060,chunk_013,13,60,a bad Wizard,1
chunk_013::cluster_061,chunk_013,13,61,the forest,18
chunk_013::cluster_062,chunk_013,13,62,the policemen of the forest,1
chunk_013::cluster_063,chunk_013,13,63,strangers,1
chunk_013::cluster_065,chunk_013,13,65,These houses,2
chunk_013::cluster_066,chunk_013,13,66,the biggest of them,1
chunk_013::cluster_067,chunk_013,13,67,pretty little barns,2
chunk_013::cluster_068,chunk_013,13,68,milkmaids,1
chunk_013::cluster_069,chunk_013,13,69,their,2
chunk_013::cluster_070,chunk_013,13,70,their,2
chunk_013::cluster_071,chunk_013,13,71,shepherdesses,1
chunk_013::cluster_072,chunk_013,13,72,princesses with most gorgeous frocks of silver and gold and purple,1
chunk_013::cluster_074,chunk_013,13,74,their,3
chunk_013::cluster_075,chunk_013,13,75,these people,4
chunk_013::cluster_076,chunk_013,13,76,No one,1
chunk_013::cluster_077,chunk_013,13,77,this strange place,1
chunk_013::cluster_078,chunk_013,13,78,the country of the china people,1
chunk_013::cluster_079,chunk_013,13,79,the china people,1
chunk_013::cluster_080,chunk_013,13,80,a china milkmaid milking a china cow,1
chunk_013::cluster_081,chunk_013,13,81,the mender,1
chunk_013::cluster_082,chunk_013,13,82,the mender's shop,1
chunk_013::cluster_083,chunk_013,13,83,these little people,5
chunk_013::cluster_084,chunk_013,13,84,the Clown,32
chunk_013::cluster_085,chunk_013,13,85,Aunt Em,2
chunk_013::cluster_086,chunk_013,13,86,one of our clowns,1
chunk_013::cluster_087,chunk_013,13,87,our,1
chunk_013::cluster_088,chunk_013,13,88,our clowns,1
chunk_013::cluster_089,chunk_013,13,89,strangers,1
chunk_013::cluster_090,chunk_013,13,90,we,9
chunk_013::cluster_091,chunk_013,13,91,our,1
chunk_013::cluster_092,chunk_013,13,92,drawing-room,1
chunk_013::cluster_093,chunk_013,13,93,all the people,1
chunk_013::cluster_094,chunk_013,13,94,them,1
chunk_013::cluster_095,chunk_013,13,95,a church,2
chunk_013::cluster_096,chunk_013,13,96,a Scarecrow,1
chunk_013::cluster_097,chunk_013,13,97,"a disagreeable country, full of bogs and marshes and covered with tall, rank grass",1
chunk_013::cluster_098,chunk_013,13,98,bogs,1
chunk_013::cluster_099,chunk_013,13,99,bogs and marshes,1
chunk_013::cluster_100,chunk_013,13,100,marshes,1
chunk_013::cluster_101,chunk_013,13,101,"another forest, where the trees were bigger and older than any they had ever seen",1
chunk_013::cluster_102,chunk_013,13,102,none of the others,1
chunk_013::cluster_103,chunk_013,13,103,"none of the others was frightened, and they kept along the well-trodden path",1
chunk_013::cluster_104,chunk_013,13,104,"an opening in the wood, in which were gathered hundreds of beasts of every variety",1
chunk_013::cluster_105,chunk_013,13,105,they,1
chunk_013::cluster_106,chunk_013,13,106,all the animals of the forest,1
chunk_013::cluster_107,chunk_013,13,107,a fierce enemy which has lately come into this forest,1
