cluster_id,subject,mention_index_in_cluster,mention_id,mention_text,mention_start,mention_end,sentence_index,mention_render_rule,mention_render_was_changed,original_context_text,rendered_context_text,context_text,normalized_context_text,chunk_index,elapsed_seconds_at_completion,openness_positive_probability,openness_negative_probability,openness_neutral_probability,conscientiousness_positive_probability,conscientiousness_negative_probability,conscientiousness_neutral_probability,extraversion_positive_probability,extraversion_negative_probability,extraversion_neutral_probability,agreeableness_positive_probability,agreeableness_negative_probability,agreeableness_neutral_probability,neuroticism_positive_probability,neuroticism_negative_probability,neuroticism_neutral_probability,OCEAN_weight_high_probability,OCEAN_weight_medium_probability,OCEAN_weight_low_probability
26,Glinda,0,7052,our,44653,44654,1815,first_second_person_keep_original,False,You have come in good time to fight [[our]] enemy and bring peace to all the animals of the forest once more.,You have come in good time to fight our enemy and bring peace to all the animals of the forest once more.,You have come in good time to fight our enemy and bring peace to all the animals of the forest once more.,You have come in good time to fight our enemy and bring peace to all the animals of the forest once more.,1,9.710291600000346,0.25712621474798353,0.2561237746371339,0.4867500106148826,0.539083884718184,0.19793091666387994,0.262985198617936,0.2791787164963142,0.3743941685089664,0.3464271149947194,0.7551960476681275,0.06278226906172343,0.18202168327014898,0.12786354212096715,0.6406054939453772,0.2315309639336555,0.3318151685868177,0.20547616583889705,0.4627086655742853
26,Glinda,1,7058,your,44673,44674,1816,first_second_person_keep_original,False,""" ""What is [[your]] trouble?"" asked the Lion quietly.",""" ""What is your trouble?"" asked the Lion quietly.",""" ""What is your trouble?"" asked the Lion quietly.",""" ""What is your trouble?"" asked the Lion quietly.",1,9.710291600000346,0.5057986760686186,0.2876330660894506,0.20656825784193084,0.3005956862929513,0.2988395334470101,0.4005647802600386,0.11731244802380114,0.35383998017750257,0.5288475717986963,0.7491127447179952,0.035475441595952194,0.21541181368605267,0.25353766439293945,0.5417419240928122,0.20472041151424838,0.19014956718907233,0.48520842279163684,0.3246420100192909
26,Glinda,2,7061,We,44684,44685,1817,first_second_person_keep_original,False,""" [[We]] are all threatened,"" answered the tiger, ""by a fierce enemy which has lately come into this forest.",""" We are all threatened,"" answered the tiger, ""by a fierce enemy which has lately come into this forest.",""" We are all threatened,"" answered the tiger, ""by a fierce enemy which has lately come into this forest.",""" We are all threatened,"" answered the tiger, ""by a fierce enemy which has lately come into this forest.",1,9.710291600000346,0.14860299253384548,0.35526368965756094,0.4961333178085935,0.19479507606106689,0.31189021129103695,0.49331471264789617,0.09198215053199259,0.378196121737559,0.5298217277304484,0.15832770728551152,0.2836311976147675,0.5580410950997209,0.36731123407477695,0.5289826489818027,0.1037061169434204,0.1997414519290363,0.2795055991243672,0.5207529489465964
26,Glinda,3,7062,the tiger,44691,44693,1817,simple_nominal_to_canonical,True,"""We are all threatened,"" answered [[the tiger]], ""by a fierce enemy which has lately come into this forest.","""We are all threatened,"" answered Glinda, ""by a fierce enemy which has lately come into this forest.","""We are all threatened,"" answered Glinda, ""by a fierce enemy which has lately come into this forest.","""We are all threatened,"" answered Glinda, ""by a fierce enemy which has lately come into this forest.",1,9.710291600000346,0.03551024722056363,0.37174568603873936,0.592744066740697,0.35907458798805747,0.2498191270314165,0.391106284980526,0.04156877434239357,0.5339636600314759,0.4244675656261306,0.0566654683991045,0.2782370911285385,0.6650974404723569,0.4230309776955158,0.4808807112613218,0.0960883110431624,0.3079781443908669,0.12983433471484618,0.5621875208942869
26,Glinda,4,7071,us,44780,44781,1820,first_second_person_keep_original,False,"Not one of [[us]] is safe while this fierce creature is alive, and we had called a meeting to decide how to take care of ourselves when you came among us.""","Not one of us is safe while this fierce creature is alive, and we had called a meeting to decide how to take care of ourselves when you came among us.""","Not one of us is safe while this fierce creature is alive, and we had called a meeting to decide how to take care of ourselves when you came among us.""","Not one of us is safe while this fierce creature is alive, and we had called a meeting to decide how to take care of ourselves when you came among us.""",1,9.710291600000346,0.03584631911636856,0.27115168490662817,0.6930019959770032,0.33264877543025084,0.2898582158102121,0.37749300875953695,0.06791423833498518,0.40283181637112425,0.5292539452938906,0.037042684083321,0.778207148620535,0.18475016729614407,0.46636838781169637,0.37878472701342286,0.15484688517488068,0.39420419284573455,0.10264618486304389,0.5031496222912216
26,Glinda,5,7074,we,44791,44792,1820,first_second_person_keep_original,False,"Not one of us is safe while this fierce creature is alive, and [[we]] had called a meeting to decide how to take care of ourselves when you came among us.""","Not one of us is safe while this fierce creature is alive, and we had called a meeting to decide how to take care of ourselves when you came among us.""","Not one of us is safe while this fierce creature is alive, and we had called a meeting to decide how to take care of ourselves when you came among us.""","Not one of us is safe while this fierce creature is alive, and we had called a meeting to decide how to take care of ourselves when you came among us.""",1,9.710291600000346,0.03584631911636856,0.27115168490662817,0.6930019959770032,0.33264877543025084,0.2898582158102121,0.37749300875953695,0.06791423833498518,0.40283181637112425,0.5292539452938906,0.037042684083321,0.778207148620535,0.18475016729614407,0.46636838781169637,0.37878472701342286,0.15484688517488068,0.39420419284573455,0.10264618486304389,0.5031496222912216
26,Glinda,6,7076,ourselves,44803,44804,1820,first_second_person_keep_original,False,"Not one of us is safe while this fierce creature is alive, and we had called a meeting to decide how to take care of [[ourselves]] when you came among us.""","Not one of us is safe while this fierce creature is alive, and we had called a meeting to decide how to take care of ourselves when you came among us.""","Not one of us is safe while this fierce creature is alive, and we had called a meeting to decide how to take care of ourselves when you came among us.""","Not one of us is safe while this fierce creature is alive, and we had called a meeting to decide how to take care of ourselves when you came among us.""",1,9.710291600000346,0.03584631911636856,0.27115168490662817,0.6930019959770032,0.33264877543025084,0.2898582158102121,0.37749300875953695,0.06791423833498518,0.40283181637112425,0.5292539452938906,0.037042684083321,0.778207148620535,0.18475016729614407,0.46636838781169637,0.37878472701342286,0.15484688517488068,0.39420419284573455,0.10264618486304389,0.5031496222912216
26,Glinda,7,7079,us,44808,44809,1820,first_second_person_keep_original,False,"Not one of us is safe while this fierce creature is alive, and we had called a meeting to decide how to take care of ourselves when you came among [[us]].""","Not one of us is safe while this fierce creature is alive, and we had called a meeting to decide how to take care of ourselves when you came among us.""","Not one of us is safe while this fierce creature is alive, and we had called a meeting to decide how to take care of ourselves when you came among us.""","Not one of us is safe while this fierce creature is alive, and we had called a meeting to decide how to take care of ourselves when you came among us.""",1,9.710291600000346,0.03584631911636856,0.27115168490662817,0.6930019959770032,0.33264877543025084,0.2898582158102121,0.37749300875953695,0.06791423833498518,0.40283181637112425,0.5292539452938906,0.037042684083321,0.778207148620535,0.18475016729614407,0.46636838781169637,0.37878472701342286,0.15484688517488068,0.39420419284573455,0.10264618486304389,0.5031496222912216
26,Glinda,8,7092,your,44876,44877,1826,first_second_person_keep_original,False,"""If I put an end to [[your]] enemy, will you bow down to me and obey me as King of the Forest?"" inquired the Lion.","""If I put an end to your enemy, will you bow down to me and obey me as King of the Forest?"" inquired the Lion.","""If I put an end to your enemy, will you bow down to me and obey me as King of the Forest?"" inquired the Lion.","""If I put an end to your enemy, will you bow down to me and obey me as King of the Forest?"" inquired the Lion.",1,9.710291600000346,0.3075619954919054,0.40152839002265567,0.29090961448543895,0.31252758905474987,0.28539450116898746,0.4020779097762626,0.19279441659111493,0.36782986795091127,0.43937571545797366,0.3475232895369175,0.30016949787042235,0.35230721259266007,0.18705477418891386,0.5796966791083561,0.23324854670272993,0.13639176751591156,0.28133057786754373,0.5822776546165448
26,Glinda,9,7095,you,44880,44881,1826,first_second_person_keep_original,False,"""If I put an end to your enemy, will [[you]] bow down to me and obey me as King of the Forest?"" inquired the Lion.","""If I put an end to your enemy, will you bow down to me and obey me as King of the Forest?"" inquired the Lion.","""If I put an end to your enemy, will you bow down to me and obey me as King of the Forest?"" inquired the Lion.","""If I put an end to your enemy, will you bow down to me and obey me as King of the Forest?"" inquired the Lion.",1,9.710291600000346,0.3075619954919054,0.40152839002265567,0.29090961448543895,0.31252758905474987,0.28539450116898746,0.4020779097762626,0.19279441659111493,0.36782986795091127,0.43937571545797366,0.3475232895369175,0.30016949787042235,0.35230721259266007,0.18705477418891386,0.5796966791083561,0.23324854670272993,0.13639176751591156,0.28133057786754373,0.5822776546165448
