cluster_id,subject,mention_index_in_cluster,mention_id,mention_text,mention_start,mention_end,sentence_index,mention_render_rule,mention_render_was_changed,original_context_text,rendered_context_text,context_text,normalized_context_text,chunk_index,elapsed_seconds_at_completion,openness_positive_probability,openness_negative_probability,openness_neutral_probability,conscientiousness_positive_probability,conscientiousness_negative_probability,conscientiousness_neutral_probability,extraversion_positive_probability,extraversion_negative_probability,extraversion_neutral_probability,agreeableness_positive_probability,agreeableness_negative_probability,agreeableness_neutral_probability,neuroticism_positive_probability,neuroticism_negative_probability,neuroticism_neutral_probability,OCEAN_weight_high_probability,OCEAN_weight_medium_probability,OCEAN_weight_low_probability
20,the man,0,2929,a man,19370,19372,780,ambiguous_or_unsupported_keep_original,False,"So they all entered the house, where there were, besides the woman, two children and [[a man]].","So they all entered the house, where there were, besides the woman, two children and a man.","So they all entered the house, where there were, besides the woman, two children and a man.","So they all entered the house, where there were, besides the woman, two children and a man.",1,9.402162400001544,0.19428462651068648,0.3396507829552028,0.46606459053411087,0.21421743549041572,0.3528401037320264,0.43294246077755794,0.20205802930097932,0.4549003424657998,0.34304162823322076,0.24240749218699933,0.16692978703291472,0.590662720780086,0.2137898479187311,0.5785928194228928,0.20761733265837604,0.10668880431804745,0.3048942679962635,0.5884169276856891
20,the man,1,2930,The man,19373,19375,781,proper_name_to_canonical,True,"[[The man]] had hurt his leg, and was lying on the couch in a corner.","the man had hurt his leg, and was lying on the couch in a corner.","the man had hurt his leg, and was lying on the couch in a corner.","the man had hurt his leg, and was lying on the couch in a corner.",1,9.402162400001544,0.04346102408388294,0.26108167473168725,0.6954573011844297,0.11899493942586355,0.2533926701276613,0.6276123904464751,0.009961022320141094,0.33338561602880407,0.6566533616510548,0.29131918827444847,0.22555412627664295,0.4831266854489086,0.0824751367225632,0.6338444107981398,0.28368045247929696,0.04980420400283093,0.5880720051827996,0.3621237908143695
20,the man,2,2931,his,19377,19378,781,third_person_possessive_pronoun_to_canonical_possessive,True,"The man had hurt [[his]] leg, and was lying on the couch in a corner.","The man had hurt the man's leg, and was lying on the couch in a corner.","The man had hurt the man's leg, and was lying on the couch in a corner.","The man had hurt the man's leg, and was lying on the couch in a corner.",1,9.402162400001544,0.03085780245210665,0.21252872042288895,0.7566134771250045,0.09271123906318751,0.29020947439101097,0.6170792865458016,0.015365194092130783,0.3587689392682885,0.6258658666395807,0.19169739031390712,0.4434575665551164,0.3648450431309765,0.12920811802704057,0.4936152924881239,0.3771765894848354,0.13374993297344823,0.5136016860384917,0.35264838098806023
20,the man,3,2935,the man,19410,19412,782,proper_name_to_canonical,False,"They seemed greatly surprised to see so strange a company, and while the woman was busy laying the table [[the man]] asked: ""Where are you all going?"" ""To the Emerald City,"" said Dorothy, ""to see the Great Oz.""","They seemed greatly surprised to see so strange a company, and while the woman was busy laying the table the man asked: ""Where are you all going?"" ""To the Emerald City,"" said Dorothy, ""to see the Great Oz.""","They seemed greatly surprised to see so strange a company, and while the woman was busy laying the table the man asked: ""Where are you all going?"" ""To the Emerald City,"" said Dorothy, ""to see the Great Oz.""","They seemed greatly surprised to see so strange a company, and while the woman was busy laying the table the man asked: ""Where are you all going?"" ""To the Emerald City,"" said Dorothy, ""to see the Great Oz.""",1,9.402162400001544,0.34748364074819277,0.3361868309102973,0.3163295283415099,0.03575425252589121,0.22149492618060596,0.7427508212935029,0.09758711559453663,0.2688552704453494,0.633557613960114,0.06326293693498385,0.09933237182877641,0.8374046912362397,0.1176835287805836,0.38202623966018434,0.5002902315592321,0.14213560585665225,0.5548623413018962,0.30300205284145154
20,the man,4,2941,the man,19450,19452,783,proper_name_to_canonical,False,"""Oh, indeed!"" exclaimed [[the man]].","""Oh, indeed!"" exclaimed the man.","""Oh, indeed!"" exclaimed the man.","""Oh, indeed!"" exclaimed the man.",1,9.402162400001544,0.6265676944401317,0.22096857396517722,0.15246373159469112,0.2390009187207138,0.424611412520195,0.33638766875909115,0.8077107082601226,0.05076027783479719,0.14152901390508024,0.5966233396266671,0.11892499777739891,0.284451662595934,0.21081389487532737,0.6178792884681571,0.1713068166565156,0.20462184385111046,0.3875936731813499,0.4077844829675397
20,the man,5,2955,any living person who has seen him,19526,19533,787,ambiguous_or_unsupported_keep_original,False,"I have been to the Emerald City many times, and it is a beautiful and wonderful place; but I have never been permitted to see the Great Oz, nor do I know of [[any living person who has seen him]]."" ""Does he never go out?"" asked the Scarecrow.","I have been to the Emerald City many times, and it is a beautiful and wonderful place; but I have never been permitted to see the Great Oz, nor do I know of any living person who has seen him."" ""Does he never go out?"" asked the Scarecrow.","I have been to the Emerald City many times, and it is a beautiful and wonderful place; but I have never been permitted to see the Great Oz, nor do I know of any living person who has seen him."" ""Does he never go out?"" asked the Scarecrow.","I have been to the Emerald City many times, and it is a beautiful and wonderful place; but I have never been permitted to see the Great Oz, nor do I know of any living person who has seen him."" ""Does he never go out?"" asked the Scarecrow.",1,9.402162400001544,0.19795915060479127,0.4469799881325003,0.3550608612627085,0.15578164051242274,0.24388516369014226,0.600333195797435,0.07990384818595965,0.3253419387643566,0.5947542130496838,0.12216698188289364,0.13456784563450744,0.7432651724825988,0.0783967941364694,0.5386301348539316,0.38297307100959893,0.03278473916746241,0.34497735004547786,0.6222379107870597
20,the man,6,2967,the man,19604,19606,791,proper_name_to_canonical,False,"""That is hard to tell,"" said [[the man]] thoughtfully.","""That is hard to tell,"" said the man thoughtfully.","""That is hard to tell,"" said the man thoughtfully.","""That is hard to tell,"" said the man thoughtfully.",1,9.402162400001544,0.26596134373726354,0.3757988770908844,0.3582397791718521,0.2578731968024173,0.3109026055166038,0.4312241976809788,0.017724464069341472,0.3547148560417863,0.6275606798888722,0.10635059215187129,0.04271848517277285,0.8509309226753559,0.11290527335271788,0.5923039199016258,0.2947908067456563,0.011254582235323248,0.6156806972527809,0.3730647205118959
20,the man,7,2990,the man,19749,19751,797,proper_name_to_canonical,False,"""Why do you wish to see the terrible Oz?"" asked [[the man]].","""Why do you wish to see the terrible Oz?"" asked the man.","""Why do you wish to see the terrible Oz?"" asked the man.","""Why do you wish to see the terrible Oz?"" asked the man.",1,9.402162400001544,0.3695684007496184,0.47942609184166013,0.1510055074087215,0.20001021340311473,0.3635004524346135,0.43648933416227176,0.15862414514569928,0.37968435820283936,0.46169149665146136,0.08841876994289147,0.32105736015447306,0.5905238699026354,0.15417930760709866,0.661921858342431,0.18389883405047036,0.1599393402485378,0.42249141692500514,0.4175692428264572
20,the man,8,2996,the man,19782,19784,799,proper_name_to_canonical,False,"""Oh, Oz could do that easily enough,"" declared [[the man]].","""Oh, Oz could do that easily enough,"" declared the man.","""Oh, Oz could do that easily enough,"" declared the man.","""Oh, Oz could do that easily enough,"" declared the man.",1,9.402162400001544,0.2742958068728327,0.3851699441393751,0.34053424898779217,0.034834594105054247,0.28668930328877706,0.6784761026061686,0.4700517115474457,0.1630216073226981,0.36692668112985627,0.13354520839928183,0.16766687478777229,0.6987879168129459,0.05369260431697692,0.6719142569539232,0.27439313872909993,0.0694640923657457,0.5085342756879985,0.42200163194625584
20,the man,9,3000,I,19798,19799,801,first_second_person_keep_original,False,"""And [[I]] want him to give me a heart,"" said the Tin Woodman.","""And I want him to give me a heart,"" said the Tin Woodman.","""And I want him to give me a heart,"" said the Tin Woodman.","""And I want him to give me a heart,"" said the Tin Woodman.",1,9.402162400001544,0.22587175336893167,0.46007667321008333,0.314051573420985,0.17532267479836666,0.3254733147159563,0.49920401048567703,0.23853187128149875,0.35403663431518567,0.4074314944033155,0.4138556745388913,0.28860058345419853,0.2975437420069102,0.2964096274043947,0.5347012578156889,0.1688891147799164,0.27113646949682585,0.45075459351422237,0.2781089369889519
20,the man,10,3003,me,19803,19804,801,first_second_person_keep_original,False,"""And I want him to give [[me]] a heart,"" said the Tin Woodman.","""And I want him to give me a heart,"" said the Tin Woodman.","""And I want him to give me a heart,"" said the Tin Woodman.","""And I want him to give me a heart,"" said the Tin Woodman.",1,9.402162400001544,0.22587175336893167,0.46007667321008333,0.314051573420985,0.17532267479836666,0.3254733147159563,0.49920401048567703,0.23853187128149875,0.35403663431518567,0.4074314944033155,0.4138556745388913,0.28860058345419853,0.2975437420069102,0.2968953116786932,0.5345160555542117,0.16858863276709515,0.27140969683406807,0.4517599524351004,0.2768303507308317
20,the man,11,3006,the man,19823,19825,802,proper_name_to_canonical,False,"""That will not trouble him,"" continued [[the man]], ""for Oz has a large collection of hearts, of all sizes and shapes.""","""That will not trouble him,"" continued the man, ""for Oz has a large collection of hearts, of all sizes and shapes.""","""That will not trouble him,"" continued the man, ""for Oz has a large collection of hearts, of all sizes and shapes.""","""That will not trouble him,"" continued the man, ""for Oz has a large collection of hearts, of all sizes and shapes.""",1,9.402162400001544,0.4380427410865138,0.355822049817591,0.20613520909589508,0.09669268016372964,0.2609836143613309,0.6423237054749396,0.3213280163072014,0.2957322980246964,0.3829396856681022,0.5843102773879023,0.2371803472259503,0.17850937538614742,0.042399740249594295,0.7224089958702787,0.23519126388012704,0.15493312160049777,0.315274210290912,0.5297926681085903
20,the man,12,3016,the man,19876,19878,804,proper_name_to_canonical,False,"""Oz keeps a great pot of courage in his Throne Room,"" said [[the man]], ""which he has covered with a golden plate, to keep it from running over.","""Oz keeps a great pot of courage in his Throne Room,"" said the man, ""which he has covered with a golden plate, to keep it from running over.","""Oz keeps a great pot of courage in his Throne Room,"" said the man, ""which he has covered with a golden plate, to keep it from running over.","""Oz keeps a great pot of courage in his Throne Room,"" said the man, ""which he has covered with a golden plate, to keep it from running over.",1,9.402162400001544,0.23001934747558395,0.5057465929000036,0.26423405962441254,0.27091856791611285,0.2723776117660392,0.45670382031784806,0.19018839469391413,0.322574928091969,0.4872366772141168,0.13196736747209878,0.27882979751045855,0.5892028350174426,0.19580403922891276,0.6177230022129612,0.18647295855812618,0.2798379298241537,0.27721994030977004,0.44294212986607623
20,the man,13,3027,the man,19931,19933,807,proper_name_to_canonical,False,"""Where is Kansas?"" asked [[the man]], with surprise.","""Where is Kansas?"" asked the man, with surprise.","""Where is Kansas?"" asked the man, with surprise.","""Where is Kansas?"" asked the man, with surprise.",1,9.402162400001544,0.565422287854253,0.1876609867614699,0.2469167253842771,0.03635394131037564,0.2602296065816087,0.7034164521080157,0.09679018375696603,0.2427371511576621,0.660472665085372,0.08019653019131309,0.02904525844485442,0.8907582113638325,0.031885398957938973,0.4716513224472013,0.49646327859485967,0.08040893386066053,0.5094423488884484,0.4101487172508911
20,the man,14,3035,I,19978,19979,810,first_second_person_keep_original,False,"Well, Oz can do anything; so [[I]] suppose he will find Kansas for you.","Well, Oz can do anything; so I suppose he will find Kansas for you.","Well, Oz can do anything; so I suppose he will find Kansas for you.","Well, Oz can do anything; so I suppose he will find Kansas for you.",1,9.402162400001544,0.5890066449393625,0.2155227282648104,0.1954706267958271,0.1500618428507279,0.3321149316076831,0.517823225541589,0.25223728207912227,0.36539381194733644,0.38236890597354123,0.47773489506236905,0.19663724852990266,0.32562785640772834,0.14456644126791643,0.6570612815705982,0.19837227716148553,0.06519376784668988,0.40883080027532237,0.5259754318779877
20,the man,15,3047,he,20030,20031,812,third_person_subject_pronoun_to_canonical,True,"But what do YOU want?"" [[he]] continued, speaking to Toto.","But what do YOU want?"" the man continued, speaking to Toto.","But what do YOU want?"" the man continued, speaking to Toto.","But what do YOU want?"" the man continued, speaking to Toto.",1,9.402162400001544,0.31404729852929747,0.40819730086705075,0.27775540060365167,0.19530196856925783,0.3416794748017947,0.4630185566289474,0.19207135980300627,0.3886110153095292,0.41931762488746455,0.3728301340328304,0.31067578122769446,0.31649408473947516,0.14852412646094962,0.713777744413252,0.13769812912579835,0.1707874586835284,0.4065095214631606,0.42270301985331094
