local_cluster_uid,chunk_id,chunk_index,local_cluster_id,canonical_name,n_mentions
chunk_012::cluster_001,chunk_012,12,1,a crowd of people,2
chunk_012::cluster_002,chunk_012,12,2,Dorothy,155
chunk_012::cluster_003,chunk_012,12,3,Oz,395
chunk_012::cluster_004,chunk_012,12,4,a balloon,1
chunk_012::cluster_005,chunk_012,12,5,a strange and beautiful country,1
chunk_012::cluster_006,chunk_012,12,6,"a strange people, who, seeing me come from the clouds",1
chunk_012::cluster_007,chunk_012,12,7,"a strange people, who, seeing me come from the clouds, thought I was a great Wizard",1
chunk_012::cluster_008,chunk_012,12,8,a great Wizard,1
chunk_012::cluster_009,chunk_012,12,9,the people,33
chunk_012::cluster_010,chunk_012,12,10,the Emerald City,35
chunk_012::cluster_011,chunk_012,12,11,my Palace,1
chunk_012::cluster_012,chunk_012,12,12,all the people,1
chunk_012::cluster_013,chunk_012,12,13,any other city,1
chunk_012::cluster_014,chunk_012,12,14,a young man,1
chunk_012::cluster_015,chunk_012,12,15,a very old man,1
chunk_012::cluster_016,chunk_012,12,16,most of them,1
chunk_012::cluster_018,chunk_012,12,18,the Witches,5
chunk_012::cluster_019,chunk_012,12,19,this country,12
chunk_012::cluster_020,chunk_012,12,20,the people who live in the North and South and East and West,1
chunk_012::cluster_021,chunk_012,12,21,the North and South,2
chunk_012::cluster_022,chunk_012,12,22,East,1
chunk_012::cluster_023,chunk_012,12,23,the Witches of the East and West,5
chunk_012::cluster_024,chunk_012,12,24,the Wicked Witch of the East,1
chunk_012::cluster_025,chunk_012,12,25,the East,1
chunk_012::cluster_026,chunk_012,12,26,the other Witch,2
chunk_012::cluster_028,chunk_012,12,28,a very bad man,1
chunk_012::cluster_029,chunk_012,12,29,a very good man,1
chunk_012::cluster_030,chunk_012,12,30,a very bad Wizard,1
chunk_012::cluster_032,chunk_012,12,32,A baby,1
chunk_012::cluster_033,chunk_012,12,33,you,1
chunk_012::cluster_034,chunk_012,12,34,a magician,1
chunk_012::cluster_035,chunk_012,12,35,the Lion,77
chunk_012::cluster_036,chunk_012,12,36,you,1
chunk_012::cluster_037,chunk_012,12,37,he,1
chunk_012::cluster_038,chunk_012,12,38,most people,1
chunk_012::cluster_039,chunk_012,12,39,you,1
chunk_012::cluster_040,chunk_012,12,40,you,4
chunk_012::cluster_041,chunk_012,12,41,the others,61
chunk_012::cluster_042,chunk_012,12,42,Kansas,20
chunk_012::cluster_043,chunk_012,12,43,my guests,1
chunk_012::cluster_044,chunk_012,12,44,no one,1
chunk_012::cluster_045,chunk_012,12,45,a humbug,1
chunk_012::cluster_046,chunk_012,12,46,other men,1
chunk_012::cluster_047,chunk_012,12,47,the Throne Room,8
chunk_012::cluster_048,chunk_012,12,48,the desert,11
chunk_012::cluster_049,chunk_012,12,49,the back room,1
chunk_012::cluster_050,chunk_012,12,50,a great man,1
chunk_012::cluster_051,chunk_012,12,51,any man,1
chunk_012::cluster_052,chunk_012,12,52,his friends,1
chunk_012::cluster_053,chunk_012,12,53,a humbug,1
chunk_012::cluster_054,chunk_012,12,54,all these people,1
chunk_012::cluster_055,chunk_012,12,55,everybody,1
chunk_012::cluster_056,chunk_012,12,56,no one,1
chunk_012::cluster_057,chunk_012,12,57,the balloon,18
chunk_012::cluster_058,chunk_012,12,58,these rooms,2
chunk_012::cluster_059,chunk_012,12,59,a humbug,1
chunk_012::cluster_060,chunk_012,12,60,a Wizard,1
chunk_012::cluster_061,chunk_012,12,61,a basket,1
chunk_012::cluster_062,chunk_012,12,62,everyone,1
chunk_012::cluster_063,chunk_012,12,63,everyone,1
chunk_012::cluster_064,chunk_012,12,64,there,2
chunk_012::cluster_065,chunk_012,12,65,we,1
chunk_012::cluster_066,chunk_012,12,66,our friend,1
chunk_012::cluster_067,chunk_012,12,67,the ruler of the Emerald City,1
chunk_012::cluster_068,chunk_012,12,68,a Wizard,1
chunk_012::cluster_069,chunk_012,12,69,not another city in all the world that is ruled by a stuffed man,1
chunk_012::cluster_070,chunk_012,12,70,the world,2
chunk_012::cluster_071,chunk_012,12,71,the soldier,25
chunk_012::cluster_072,chunk_012,12,72,a stuffed man,1
chunk_012::cluster_073,chunk_012,12,73,a farmer,1
chunk_012::cluster_074,chunk_012,12,74,a farmer's cornfield,1
chunk_012::cluster_075,chunk_012,12,75,Aunt Em,1
chunk_012::cluster_076,chunk_012,12,76,Uncle Henry,1
chunk_012::cluster_077,chunk_012,12,77,them,1
chunk_012::cluster_078,chunk_012,12,78,nobody,1
chunk_012::cluster_079,chunk_012,12,79,no one,1
chunk_012::cluster_080,chunk_012,12,80,the most powerful of all the Witches,1
chunk_012::cluster_081,chunk_012,12,81,all the Witches,1
chunk_012::cluster_082,chunk_012,12,82,the Quadlings,3
chunk_012::cluster_083,chunk_012,12,83,her castle,2
chunk_012::cluster_084,chunk_012,12,84,the Land of the South,5
chunk_012::cluster_085,chunk_012,12,85,a Good Witch,1
chunk_012::cluster_086,chunk_012,12,86,everyone,1
chunk_012::cluster_087,chunk_012,12,87,"a beautiful woman, who knows how to keep young in spite of the many years she has lived",1
chunk_012::cluster_089,chunk_012,12,89,The road,2
chunk_012::cluster_090,chunk_012,12,90,travelers,1
chunk_012::cluster_091,chunk_012,12,91,their,2
chunk_012::cluster_092,chunk_012,12,92,the woods,2
chunk_012::cluster_093,chunk_012,12,93,strangers,1
chunk_012::cluster_094,chunk_012,12,94,none of the Quadlings,1
chunk_012::cluster_095,chunk_012,12,95,a wild beast,1
chunk_012::cluster_096,chunk_012,12,96,someone,1
chunk_012::cluster_097,chunk_012,12,97,the cornfield,1
chunk_012::cluster_098,chunk_012,12,98,You,1
chunk_012::cluster_099,chunk_012,12,99,our ruler,1
chunk_012::cluster_100,chunk_012,12,100,everyone,1
chunk_012::cluster_101,chunk_012,12,101,our,1
chunk_012::cluster_102,chunk_012,12,102,a mass of towers and steeples behind the green walls,1
chunk_012::cluster_103,chunk_012,12,103,a bad Wizard,1
