local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_003::cluster_000::mention_000,chunk_003::cluster_000,chunk_003,3,0,0,15,17,9239,9241,the Scarecrow,16,9240,left_overlap,9239:9241:the scarecrow
chunk_003::cluster_000::mention_001,chunk_003::cluster_000,chunk_003,3,0,1,32,33,9256,9257,he,32,9256,left_overlap,9256:9257:he
chunk_003::cluster_000::mention_002,chunk_003::cluster_000,chunk_003,3,0,2,41,42,9265,9266,him,41,9265,left_overlap,9265:9266:him
chunk_003::cluster_000::mention_003,chunk_003::cluster_000,chunk_003,3,0,3,50,51,9274,9275,you,50,9274,left_overlap,9274:9275:you
chunk_003::cluster_000::mention_004,chunk_003::cluster_000,chunk_003,3,0,4,72,74,9296,9298,the Scarecrow,73,9297,left_overlap,9296:9298:the scarecrow
chunk_003::cluster_000::mention_005,chunk_003::cluster_000,chunk_003,3,0,5,142,144,9366,9368,the Scarecrow,143,9367,left_overlap,9366:9368:the scarecrow
chunk_003::cluster_000::mention_006,chunk_003::cluster_000,chunk_003,3,0,6,197,199,9421,9423,the Scarecrow,198,9422,left_overlap,9421:9423:the scarecrow
chunk_003::cluster_000::mention_007,chunk_003::cluster_000,chunk_003,3,0,7,275,277,9499,9501,my father,276,9500,left_overlap,9499:9501:my father
chunk_003::cluster_000::mention_008,chunk_003::cluster_000,chunk_003,3,0,8,1055,1057,10279,10281,the Scarecrow,1056,10280,left_overlap,10279:10281:the scarecrow
chunk_003::cluster_000::mention_009,chunk_003::cluster_000,chunk_003,3,0,9,1092,1094,10316,10318,the Scarecrow,1093,10317,left_overlap,10316:10318:the scarecrow
chunk_003::cluster_000::mention_010,chunk_003::cluster_000,chunk_003,3,0,10,1096,1097,10320,10321,I,1096,10320,left_overlap,10320:10321:i
chunk_003::cluster_000::mention_011,chunk_003::cluster_000,chunk_003,3,0,11,1207,1209,10431,10433,the Scarecrow,1208,10432,left_overlap,10431:10433:the scarecrow
chunk_003::cluster_000::mention_012,chunk_003::cluster_000,chunk_003,3,0,12,1252,1254,10476,10478,the Scarecrow,1253,10477,left_overlap,10476:10478:the scarecrow
chunk_003::cluster_000::mention_013,chunk_003::cluster_000,chunk_003,3,0,13,1461,1463,10685,10687,my father,1462,10686,left_overlap,10685:10687:my father
chunk_003::cluster_000::mention_014,chunk_003::cluster_000,chunk_003,3,0,14,1474,1475,10698,10699,he,1474,10698,left_overlap,10698:10699:he
chunk_003::cluster_000::mention_015,chunk_003::cluster_000,chunk_003,3,0,15,1518,1520,10742,10744,the Scarecrow,1519,10743,left_overlap,10742:10744:the scarecrow
chunk_003::cluster_000::mention_016,chunk_003::cluster_000,chunk_003,3,0,16,1616,1618,10840,10842,the Scarecrow,1616,10840,left_overlap,10840:10842:the scarecrow
chunk_003::cluster_000::mention_017,chunk_003::cluster_000,chunk_003,3,0,17,1872,1875,11096,11099,the poor Scarecrow,1874,11098,core,
chunk_003::cluster_000::mention_019,chunk_003::cluster_000,chunk_003,3,0,19,1880,1881,11104,11105,he,1880,11104,core,
chunk_003::cluster_000::mention_020,chunk_003::cluster_000,chunk_003,3,0,20,1896,1898,11120,11122,the Scarecrow,1897,11121,core,
chunk_003::cluster_000::mention_021,chunk_003::cluster_000,chunk_003,3,0,21,1900,1901,11124,11125,him,1900,11124,core,
chunk_003::cluster_000::mention_022,chunk_003::cluster_000,chunk_003,3,0,22,1902,1903,11126,11127,his,1902,11126,core,
chunk_003::cluster_000::mention_023,chunk_003::cluster_000,chunk_003,3,0,23,1908,1909,11132,11133,him,1908,11132,core,
chunk_003::cluster_000::mention_024,chunk_003::cluster_000,chunk_003,3,0,24,1917,1918,11141,11142,he,1917,11141,core,
chunk_003::cluster_000::mention_025,chunk_003::cluster_000,chunk_003,3,0,25,1935,1936,11159,11160,he,1935,11159,core,
chunk_003::cluster_000::mention_026,chunk_003::cluster_000,chunk_003,3,0,26,1952,1953,11176,11177,him,1952,11176,core,
chunk_003::cluster_000::mention_027,chunk_003::cluster_000,chunk_003,3,0,27,1974,1975,11198,11199,he,1974,11198,core,
chunk_003::cluster_000::mention_028,chunk_003::cluster_000,chunk_003,3,0,28,1984,1986,11208,11210,the Woodman,1985,11209,core,
chunk_003::cluster_000::mention_029,chunk_003::cluster_000,chunk_003,3,0,29,1994,1995,11218,11219,he,1994,11218,core,
chunk_003::cluster_000::mention_030,chunk_003::cluster_000,chunk_003,3,0,30,2330,2332,11554,11556,the Scarecrow,2331,11555,core,
chunk_003::cluster_000::mention_031,chunk_003::cluster_000,chunk_003,3,0,31,2487,2489,11711,11713,the Scarecrow,2488,11712,core,
chunk_003::cluster_000::mention_032,chunk_003::cluster_000,chunk_003,3,0,32,2510,2511,11734,11735,I,2510,11734,core,
chunk_003::cluster_000::mention_033,chunk_003::cluster_000,chunk_003,3,0,33,2522,2523,11746,11747,me,2522,11746,core,
chunk_003::cluster_000::mention_034,chunk_003::cluster_000,chunk_003,3,0,34,2527,2529,11751,11753,the Scarecrow,2528,11752,core,
chunk_003::cluster_000::mention_035,chunk_003::cluster_000,chunk_003,3,0,35,2532,2533,11756,11757,my,2532,11756,core,
chunk_003::cluster_000::mention_036,chunk_003::cluster_000,chunk_003,3,0,36,2608,2609,11832,11833,me,2608,11832,core,
chunk_003::cluster_000::mention_037,chunk_003::cluster_000,chunk_003,3,0,37,2613,2615,11837,11839,the Scarecrow,2614,11838,core,
chunk_003::cluster_000::mention_038,chunk_003::cluster_000,chunk_003,3,0,38,2998,3000,12222,12224,the Scarecrow,2999,12223,core,
chunk_003::cluster_000::mention_039,chunk_003::cluster_000,chunk_003,3,0,39,3409,3411,12633,12635,the Scarecrow,3410,12634,core,
chunk_003::cluster_000::mention_040,chunk_003::cluster_000,chunk_003,3,0,40,3446,3448,12670,12672,the Scarecrow,3447,12671,core,
chunk_003::cluster_000::mention_041,chunk_003::cluster_000,chunk_003,3,0,41,3493,3495,12717,12719,the Scarecrow,3494,12718,core,
chunk_003::cluster_000::mention_042,chunk_003::cluster_000,chunk_003,3,0,42,3502,3503,12726,12727,him,3502,12726,core,
chunk_003::cluster_000::mention_043,chunk_003::cluster_000,chunk_003,3,0,43,3511,3512,12735,12736,him,3511,12735,core,
chunk_003::cluster_000::mention_044,chunk_003::cluster_000,chunk_003,3,0,44,3520,3521,12744,12745,he,3520,12744,core,
chunk_003::cluster_000::mention_045,chunk_003::cluster_000,chunk_003,3,0,45,3527,3528,12751,12752,his,3527,12751,core,
chunk_003::cluster_000::mention_046,chunk_003::cluster_000,chunk_003,3,0,46,3531,3532,12755,12756,him,3531,12755,core,
chunk_003::cluster_000::mention_047,chunk_003::cluster_000,chunk_003,3,0,47,3535,3536,12759,12760,he,3535,12759,core,
chunk_003::cluster_000::mention_048,chunk_003::cluster_000,chunk_003,3,0,48,3755,3757,12979,12981,the Scarecrow,3756,12980,core,
chunk_003::cluster_000::mention_049,chunk_003::cluster_000,chunk_003,3,0,49,3832,3834,13056,13058,the Scarecrow,3833,13057,core,
chunk_003::cluster_000::mention_050,chunk_003::cluster_000,chunk_003,3,0,50,3876,3877,13100,13101,I,3876,13100,core,
chunk_003::cluster_000::mention_051,chunk_003::cluster_000,chunk_003,3,0,51,3881,3883,13105,13107,the Scarecrow,3882,13106,core,
chunk_003::cluster_000::mention_052,chunk_003::cluster_000,chunk_003,3,0,52,3917,3918,13141,13142,I,3917,13141,core,
chunk_003::cluster_000::mention_053,chunk_003::cluster_000,chunk_003,3,0,53,3935,3936,13159,13160,me,3935,13159,core,
chunk_003::cluster_000::mention_054,chunk_003::cluster_000,chunk_003,3,0,54,3984,3986,13208,13210,The Scarecrow,3985,13209,core,
chunk_003::cluster_000::mention_055,chunk_003::cluster_000,chunk_003,3,0,55,4020,4022,13244,13246,the Scarecrow,4021,13245,core,
chunk_003::cluster_000::mention_056,chunk_003::cluster_000,chunk_003,3,0,56,4075,4077,13299,13301,the Scarecrow,4076,13300,core,
chunk_003::cluster_000::mention_057,chunk_003::cluster_000,chunk_003,3,0,57,4451,4453,13675,13677,the Scarecrow,4452,13676,right_overlap,13675:13677:the scarecrow
chunk_003::cluster_000::mention_058,chunk_003::cluster_000,chunk_003,3,0,58,4658,4660,13882,13884,the Scarecrow,4659,13883,right_overlap,13882:13884:the scarecrow
chunk_003::cluster_000::mention_059,chunk_003::cluster_000,chunk_003,3,0,59,4686,4688,13910,13912,the Scarecrow,4687,13911,right_overlap,13910:13912:the scarecrow
chunk_003::cluster_000::mention_060,chunk_003::cluster_000,chunk_003,3,0,60,4720,4722,13944,13946,the Scarecrow,4721,13945,right_overlap,13944:13946:the scarecrow
chunk_003::cluster_000::mention_061,chunk_003::cluster_000,chunk_003,3,0,61,4855,4857,14079,14081,the Scarecrow,4856,14080,right_overlap,14079:14081:the scarecrow
chunk_003::cluster_000::mention_062,chunk_003::cluster_000,chunk_003,3,0,62,4858,4859,14082,14083,He,4858,14082,right_overlap,14082:14083:he
chunk_003::cluster_000::mention_063,chunk_003::cluster_000,chunk_003,3,0,63,4871,4872,14095,14096,he,4871,14095,right_overlap,14095:14096:he
chunk_003::cluster_000::mention_064,chunk_003::cluster_000,chunk_003,3,0,64,5176,5178,14400,14402,the Scarecrow,5177,14401,right_overlap,14400:14402:the scarecrow
chunk_003::cluster_000::mention_065,chunk_003::cluster_000,chunk_003,3,0,65,5225,5227,14449,14451,the Scarecrow,5226,14450,right_overlap,14449:14451:the scarecrow
chunk_003::cluster_000::mention_066,chunk_003::cluster_000,chunk_003,3,0,66,5496,5498,14720,14722,the Scarecrow,5497,14721,right_overlap,14720:14722:the scarecrow
chunk_003::cluster_000::mention_067,chunk_003::cluster_000,chunk_003,3,0,67,5633,5634,14857,14858,I,5633,14857,right_overlap,14857:14858:i
chunk_003::cluster_000::mention_068,chunk_003::cluster_000,chunk_003,3,0,68,5641,5643,14865,14867,the Scarecrow,5642,14866,right_overlap,14865:14867:the scarecrow
chunk_003::cluster_000::mention_069,chunk_003::cluster_000,chunk_003,3,0,69,5704,5706,14928,14930,the Scarecrow,5705,14929,right_overlap,14928:14930:the scarecrow
chunk_003::cluster_000::mention_070,chunk_003::cluster_000,chunk_003,3,0,70,5709,5710,14933,14934,he,5709,14933,right_overlap,14933:14934:he
chunk_003::cluster_000::mention_071,chunk_003::cluster_000,chunk_003,3,0,71,5714,5715,14938,14939,his,5714,14938,right_overlap,14938:14939:his
chunk_003::cluster_000::mention_072,chunk_003::cluster_000,chunk_003,3,0,72,5734,5735,14958,14959,he,5734,14958,right_overlap,14958:14959:he
