local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_035::cluster_000::mention_000,chunk_035::cluster_000,chunk_035,35,0,0,2,3,105824,105825,I,2,105824,left_overlap,105824:105825:i
chunk_035::cluster_001::mention_000,chunk_035::cluster_001,chunk_035,35,1,0,4,5,105826,105827,you,4,105826,left_overlap,105826:105827:you
chunk_035::cluster_001::mention_001,chunk_035::cluster_001,chunk_035,35,1,1,8,9,105830,105831,your,8,105830,left_overlap,105830:105831:your
chunk_035::cluster_001::mention_002,chunk_035::cluster_001,chunk_035,35,1,2,27,28,105849,105850,You,27,105849,left_overlap,105849:105850:you
chunk_035::cluster_001::mention_003,chunk_035::cluster_001,chunk_035,35,1,3,43,44,105865,105866,You,43,105865,left_overlap,105865:105866:you
chunk_035::cluster_001::mention_004,chunk_035::cluster_001,chunk_035,35,1,4,76,77,105898,105899,Morgaine,76,105898,left_overlap,105898:105899:morgaine
chunk_035::cluster_001::mention_005,chunk_035::cluster_001,chunk_035,35,1,5,88,89,105910,105911,Viviane,88,105910,left_overlap,105910:105911:viviane
chunk_035::cluster_001::mention_006,chunk_035::cluster_001,chunk_035,35,1,6,116,117,105938,105939,-she,116,105938,left_overlap,105938:105939:-she
chunk_035::cluster_001::mention_007,chunk_035::cluster_001,chunk_035,35,1,7,118,119,105940,105941,her,118,105940,left_overlap,105940:105941:her
chunk_035::cluster_001::mention_008,chunk_035::cluster_001,chunk_035,35,1,8,123,124,105945,105946,My,123,105945,left_overlap,105945:105946:my
chunk_035::cluster_001::mention_009,chunk_035::cluster_001,chunk_035,35,1,9,126,127,105948,105949,my,126,105948,left_overlap,105948:105949:my
chunk_035::cluster_001::mention_010,chunk_035::cluster_001,chunk_035,35,1,10,140,141,105962,105963,she,140,105962,left_overlap,105962:105963:she
chunk_035::cluster_001::mention_011,chunk_035::cluster_001,chunk_035,35,1,11,145,146,105967,105968,your,145,105967,left_overlap,105967:105968:your
chunk_035::cluster_001::mention_012,chunk_035::cluster_001,chunk_035,35,1,12,161,162,105983,105984,she,161,105983,left_overlap,105983:105984:she
chunk_035::cluster_001::mention_013,chunk_035::cluster_001,chunk_035,35,1,13,166,167,105988,105989,Morgaine,166,105988,left_overlap,105988:105989:morgaine
chunk_035::cluster_001::mention_014,chunk_035::cluster_001,chunk_035,35,1,14,195,196,106017,106018,she,195,106017,left_overlap,106017:106018:she
chunk_035::cluster_001::mention_015,chunk_035::cluster_001,chunk_035,35,1,15,221,222,106043,106044,her,221,106043,left_overlap,106043:106044:her
chunk_035::cluster_001::mention_016,chunk_035::cluster_001,chunk_035,35,1,16,224,225,106046,106047,She,224,106046,left_overlap,106046:106047:she
chunk_035::cluster_001::mention_017,chunk_035::cluster_001,chunk_035,35,1,17,246,249,106068,106071,the consecrated one,248,106070,left_overlap,106068:106071:the consecrated one
chunk_035::cluster_001::mention_018,chunk_035::cluster_001,chunk_035,35,1,18,265,266,106087,106088,her,265,106087,left_overlap,106087:106088:her
chunk_035::cluster_001::mention_019,chunk_035::cluster_001,chunk_035,35,1,19,282,283,106104,106105,she,282,106104,left_overlap,106104:106105:she
chunk_035::cluster_001::mention_020,chunk_035::cluster_001,chunk_035,35,1,20,313,314,106135,106136,she,313,106135,left_overlap,106135:106136:she
chunk_035::cluster_001::mention_021,chunk_035::cluster_001,chunk_035,35,1,21,325,326,106147,106148,she,325,106147,left_overlap,106147:106148:she
chunk_035::cluster_001::mention_022,chunk_035::cluster_001,chunk_035,35,1,22,330,331,106152,106153,her,330,106152,left_overlap,106152:106153:her
