local_cluster_uid,chunk_id,chunk_index,local_cluster_id,canonical_name,n_mentions
chunk_015::cluster_000,chunk_015,15,0,the Lion,97
chunk_015::cluster_001,chunk_015,15,1,Glinda,95
chunk_015::cluster_002,chunk_015,15,2,all the animals of the forest,1
chunk_015::cluster_003,chunk_015,15,3,the forest,11
chunk_015::cluster_004,chunk_015,15,4,a fierce enemy which has lately come into this forest,1
chunk_015::cluster_005,chunk_015,15,5,the monster,16
chunk_015::cluster_006,chunk_015,15,6,Not one of us,1
chunk_015::cluster_007,chunk_015,15,7,any other lions,1
chunk_015::cluster_008,chunk_015,15,8,any other lions in this forest,1
chunk_015::cluster_009,chunk_015,15,9,them,1
chunk_015::cluster_010,chunk_015,15,10,they,2
chunk_015::cluster_011,chunk_015,15,11,none of them,1
chunk_015::cluster_012,chunk_015,15,12,King of the Forest,1
chunk_015::cluster_014,chunk_015,15,14,the beasts of the forest,1
chunk_015::cluster_015,chunk_015,15,15,Dorothy,110
chunk_015::cluster_016,chunk_015,15,16,the four travelers,41
chunk_015::cluster_017,chunk_015,15,17,the hill,16
chunk_015::cluster_018,chunk_015,15,18,anyone,1
chunk_015::cluster_019,chunk_015,15,19,the man,13
chunk_015::cluster_020,chunk_015,15,20,all the other beasts,3
chunk_015::cluster_021,chunk_015,15,21,you,1
chunk_015::cluster_022,chunk_015,15,22,hundreds of the armless Hammer-Heads,1
chunk_015::cluster_023,chunk_015,15,23,hundreds of the armless Hammer-Heads upon the hillside,1
chunk_015::cluster_024,chunk_015,15,24,people with shooting heads,1
chunk_015::cluster_025,chunk_015,15,25,no one,1
chunk_015::cluster_026,chunk_015,15,26,the Winged Monkeys,22
chunk_015::cluster_027,chunk_015,15,27,the country of the Quadlings,7
chunk_015::cluster_028,chunk_015,15,28,field,1
chunk_015::cluster_029,chunk_015,15,29,well-paved roads,1
chunk_015::cluster_030,chunk_015,15,30,pretty rippling brooks with strong bridges across them,2
chunk_015::cluster_031,chunk_015,15,31,houses,1
chunk_015::cluster_032,chunk_015,15,32,bridges,1
chunk_015::cluster_033,chunk_015,15,33,the country of the Winkies,1
chunk_015::cluster_034,chunk_015,15,34,the country of the Munchkins,1
chunk_015::cluster_035,chunk_015,15,35,the Munchkins,1
chunk_015::cluster_036,chunk_015,15,36,a farmhouse,3
chunk_015::cluster_037,chunk_015,15,37,the farmer's wife,10
chunk_015::cluster_038,chunk_015,15,38,Toto,5
chunk_015::cluster_039,chunk_015,15,39,the farmer,3
chunk_015::cluster_040,chunk_015,15,40,the Castle,5
chunk_015::cluster_041,chunk_015,15,41,the road to the South,1
chunk_015::cluster_042,chunk_015,15,42,the South,1
chunk_015::cluster_043,chunk_015,15,43,the fields,1
chunk_015::cluster_044,chunk_015,15,44,the pretty bridges,1
chunk_015::cluster_045,chunk_015,15,45,them,2
chunk_015::cluster_046,chunk_015,15,46,the Tin Woodman,29
chunk_015::cluster_047,chunk_015,15,47,Kansas,14
chunk_015::cluster_048,chunk_015,15,48,the South Country,1
chunk_015::cluster_049,chunk_015,15,49,the Good Witch who rules here,1
chunk_015::cluster_050,chunk_015,15,50,here,1
chunk_015::cluster_051,chunk_015,15,51,a room of the Castle,1
chunk_015::cluster_052,chunk_015,15,52,a big room where the Witch Glinda sat upon a throne of rubies,1
chunk_015::cluster_053,chunk_015,15,53,her companions,1
chunk_015::cluster_054,chunk_015,15,54,the Witch said to the Scarecrow,1
chunk_015::cluster_056,chunk_015,15,56,us,1
chunk_015::cluster_057,chunk_015,15,57,Oz,2
chunk_015::cluster_058,chunk_015,15,58,the Emerald City,2
chunk_015::cluster_059,chunk_015,15,59,the people,1
chunk_015::cluster_060,chunk_015,15,60,the people,1
chunk_015::cluster_062,chunk_015,15,62,the Winkies,6
chunk_015::cluster_063,chunk_015,15,63,the Wicked Witch,1
chunk_015::cluster_064,chunk_015,15,64,the Country of the West,1
chunk_015::cluster_065,chunk_015,15,65,her own home,1
chunk_015::cluster_066,chunk_015,15,66,there,4
chunk_015::cluster_067,chunk_015,15,67,the farmer's cornfield,1
chunk_015::cluster_068,chunk_015,15,68,the world,3
chunk_015::cluster_069,chunk_015,15,69,the Land of Oz,2
chunk_015::cluster_070,chunk_015,15,70,a coward,1
chunk_015::cluster_071,chunk_015,15,71,he,1
chunk_015::cluster_072,chunk_015,15,72,you,1
chunk_015::cluster_073,chunk_015,15,73,her loving comrades,1
chunk_015::cluster_074,chunk_015,15,74,her friends,1
chunk_015::cluster_075,chunk_015,15,75,the broad Kansas prairie,1
chunk_015::cluster_076,chunk_015,15,76,the old one,1
chunk_015::cluster_077,chunk_015,15,77,the barnyard,1
chunk_015::cluster_078,chunk_015,15,78,the barn,1
