local_cluster_uid,chunk_id,chunk_index,local_cluster_id,canonical_name,n_mentions
chunk_002::cluster_000,chunk_002,2,0,the Scarecrow,384
chunk_002::cluster_001,chunk_002,2,1,Dorothy,144
chunk_002::cluster_002,chunk_002,2,2,The farms,2
chunk_002::cluster_003,chunk_002,2,3,fewer houses,1
chunk_002::cluster_004,chunk_002,2,4,the travelers,48
chunk_002::cluster_005,chunk_002,2,5,a little brook,1
chunk_002::cluster_006,chunk_002,2,6,Kansas,12
chunk_002::cluster_007,chunk_002,2,7,the world,12
chunk_002::cluster_008,chunk_002,2,8,this queer Land of Oz,1
chunk_002::cluster_009,chunk_002,2,9,our,1
chunk_002::cluster_010,chunk_002,2,10,our homes,1
chunk_002::cluster_011,chunk_002,2,11,we,1
chunk_002::cluster_012,chunk_002,2,12,you,1
chunk_002::cluster_013,chunk_002,2,13,no people,1
chunk_002::cluster_014,chunk_002,2,14,the old woman,24
chunk_002::cluster_015,chunk_002,2,15,you,1
chunk_002::cluster_016,chunk_002,2,16,them,2
chunk_002::cluster_017,chunk_002,2,17,anyone,1
chunk_002::cluster_018,chunk_002,2,18,a man,1
chunk_002::cluster_021,chunk_002,2,21,a man,1
chunk_002::cluster_022,chunk_002,2,22,the cornfield,2
chunk_002::cluster_023,chunk_002,2,23,a Munchkin,1
chunk_002::cluster_024,chunk_002,2,24,an important person,1
chunk_002::cluster_025,chunk_002,2,25,a good Scarecrow,1
chunk_002::cluster_026,chunk_002,2,26,them,2
chunk_002::cluster_027,chunk_002,2,27,the roadside,2
chunk_002::cluster_028,chunk_002,2,28,the road,16
chunk_002::cluster_029,chunk_002,2,29,a better man than some of them,1
chunk_002::cluster_030,chunk_002,2,30,a man,1
chunk_002::cluster_031,chunk_002,2,31,a fool,1
chunk_002::cluster_032,chunk_002,2,32,the land,1
chunk_002::cluster_033,chunk_002,2,33,the forest,13
chunk_002::cluster_034,chunk_002,2,34,the Emerald City,7
chunk_002::cluster_035,chunk_002,2,35,the Lion,143
chunk_002::cluster_036,chunk_002,2,36,it,1
chunk_002::cluster_037,chunk_002,2,37,Anyone,1
chunk_002::cluster_038,chunk_002,2,38,any house,1
chunk_002::cluster_039,chunk_002,2,39,any place where we can pass the night,1
chunk_002::cluster_040,chunk_002,2,40,the cottage,8
chunk_002::cluster_041,chunk_002,2,41,Oz,18
chunk_002::cluster_042,chunk_002,2,42,a little spring of clear water,1
chunk_002::cluster_043,chunk_002,2,43,the place,1
chunk_002::cluster_044,chunk_002,2,44,no one,1
chunk_002::cluster_045,chunk_002,2,45,a very polite creature,1
chunk_002::cluster_046,chunk_002,2,46,you,1
chunk_002::cluster_047,chunk_002,2,47,the hole,1
chunk_002::cluster_048,chunk_002,2,48,the son of a woodman who chopped down trees in the forest and sold the wood for a living,1
chunk_002::cluster_049,chunk_002,2,49,a woodman who chopped down trees in the forest and sold the wood for a living,1
chunk_002::cluster_050,chunk_002,2,50,a wood-chopper,1
chunk_002::cluster_051,chunk_002,2,51,my old mother,2
chunk_002::cluster_052,chunk_002,2,52,the girl,17
chunk_002::cluster_053,chunk_002,2,53,the Munchkin girls,1
chunk_002::cluster_054,chunk_002,2,54,a better house for her,1
chunk_002::cluster_055,chunk_002,2,55,anyone,1
chunk_002::cluster_056,chunk_002,2,56,the new house,1
chunk_002::cluster_057,chunk_002,2,57,a one-legged man,1
chunk_002::cluster_058,chunk_002,2,58,a wood-chopper,1
chunk_002::cluster_059,chunk_002,2,59,the tinsmith,4
chunk_002::cluster_060,chunk_002,2,60,him,1
chunk_002::cluster_061,chunk_002,2,61,he,1
chunk_002::cluster_062,chunk_002,2,62,the happiest man on earth,1
chunk_002::cluster_063,chunk_002,2,63,no one,1
chunk_002::cluster_064,chunk_002,2,64,a fool,2
chunk_002::cluster_065,chunk_002,2,65,my father,3
chunk_002::cluster_066,chunk_002,2,66,her two friends,1
chunk_002::cluster_067,chunk_002,2,67,Aunt Em,1
chunk_002::cluster_068,chunk_002,2,68,he,1
chunk_002::cluster_069,chunk_002,2,69,the open country where there is plenty of sunshine,1
chunk_002::cluster_070,chunk_002,2,70,a boy,1
chunk_002::cluster_071,chunk_002,2,71,"a boy, and he said it was a long journey through a dangerous country",1
chunk_002::cluster_072,chunk_002,2,72,a dangerous country,1
chunk_002::cluster_073,chunk_002,2,73,No one,1
chunk_002::cluster_074,chunk_002,2,74,All the other animals in the forest,1
chunk_002::cluster_075,chunk_002,2,75,every living thing,1
chunk_002::cluster_076,chunk_002,2,76,a man,4
chunk_002::cluster_077,chunk_002,2,77,a coward,1
