local_cluster_uid,chunk_id,chunk_index,local_cluster_id,canonical_name,n_mentions
chunk_091::cluster_000,chunk_091,91,0,Gwydion,361
chunk_091::cluster_001,chunk_091,91,1,the maidens,2
chunk_091::cluster_002,chunk_091,91,2,Viviane,92
chunk_091::cluster_003,chunk_091,91,3,Morgause,283
chunk_091::cluster_004,chunk_091,91,4,the handsomest man she had seen in many a long year,1
chunk_091::cluster_005,chunk_091,91,5,Viviane's daughter,1
chunk_091::cluster_006,chunk_091,91,6,her woman,11
chunk_091::cluster_007,chunk_091,91,7,Morgaine,20
chunk_091::cluster_008,chunk_091,91,8,the pantry,1
chunk_091::cluster_009,chunk_091,91,9,any pampered youngest,1
chunk_091::cluster_010,chunk_091,91,10,a tidy little thing,1
chunk_091::cluster_011,chunk_091,91,11,women,1
chunk_091::cluster_012,chunk_091,91,12,this court,1
chunk_091::cluster_013,chunk_091,91,13,Fat Mara,4
chunk_091::cluster_014,chunk_091,91,14,all the other women,1
chunk_091::cluster_015,chunk_091,91,15,the men,1
chunk_091::cluster_016,chunk_091,91,16,anyone,2
chunk_091::cluster_017,chunk_091,91,17,a child,1
chunk_091::cluster_018,chunk_091,91,18,a man,1
chunk_091::cluster_019,chunk_091,91,19,one of the Old People,1
chunk_091::cluster_020,chunk_091,91,20,the Old People,1
chunk_091::cluster_021,chunk_091,91,21,Gareth,15
chunk_091::cluster_022,chunk_091,91,22,a child,1
chunk_091::cluster_023,chunk_091,91,23,the steward,1
chunk_091::cluster_024,chunk_091,91,24,the house dog,1
chunk_091::cluster_025,chunk_091,91,25,Lot,5
chunk_091::cluster_026,chunk_091,91,26,a gentleman,1
chunk_091::cluster_027,chunk_091,91,27,any active boy,1
chunk_091::cluster_028,chunk_091,91,28,a God,1
chunk_091::cluster_029,chunk_091,91,29,Arthur,16
chunk_091::cluster_030,chunk_091,91,30,Arthur's court,5
chunk_091::cluster_031,chunk_091,91,31,the only person alive who had real influence with Gwydion,1
chunk_091::cluster_033,chunk_091,91,33,no one alive to whose counsel Gwydion would listen,1
chunk_091::cluster_034,chunk_091,91,34,a fool full of his own importance,1
chunk_091::cluster_035,chunk_091,91,35,lighthouses,1
chunk_091::cluster_036,chunk_091,91,36,a knight,1
chunk_091::cluster_037,chunk_091,91,37,All the women,3
chunk_091::cluster_038,chunk_091,91,38,all the men in the kingdom,1
chunk_091::cluster_039,chunk_091,91,39,Less Britain,1
chunk_091::cluster_040,chunk_091,91,40,King Ban,1
chunk_091::cluster_041,chunk_091,91,41,your mother,1
chunk_091::cluster_042,chunk_091,91,42,Avalon,10
chunk_091::cluster_043,chunk_091,91,43,here,9
chunk_091::cluster_044,chunk_091,91,44,my mother,1
chunk_091::cluster_045,chunk_091,91,45,a grown man,1
chunk_091::cluster_046,chunk_091,91,46,the only person in this household with whom she spoke from time to time as one adult to another,1
chunk_091::cluster_047,chunk_091,91,47,this household,1
chunk_091::cluster_048,chunk_091,91,48,one adult to another,1
chunk_091::cluster_049,chunk_091,91,49,the shepherds,1
chunk_091::cluster_050,chunk_091,91,50,the housemaids,1
chunk_091::cluster_051,chunk_091,91,51,a grown man,1
chunk_091::cluster_052,chunk_091,91,52,a Druid,1
chunk_091::cluster_053,chunk_091,91,53,women,1
