local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_006::cluster_000::mention_000,chunk_006::cluster_000,chunk_006,6,0,0,3,4,17838,17839,we,3,17838,left_overlap,17838:17839:we
chunk_006::cluster_001::mention_000,chunk_006::cluster_001,chunk_006,6,1,0,17,18,17852,17853,you,17,17852,left_overlap,17852:17853:you
chunk_006::cluster_001::mention_001,chunk_006::cluster_001,chunk_006,6,1,1,18,19,17853,17854,Queen,18,17853,left_overlap,17853:17854:queen
chunk_006::cluster_001::mention_002,chunk_006::cluster_001,chunk_006,6,1,2,24,25,17859,17860,you,24,17859,left_overlap,17859:17860:you
chunk_006::cluster_001::mention_003,chunk_006::cluster_001,chunk_006,6,1,3,38,39,17873,17874,she,38,17873,left_overlap,17873:17874:she
chunk_006::cluster_001::mention_004,chunk_006::cluster_001,chunk_006,6,1,4,69,71,17904,17906,The Queen,70,17905,left_overlap,17904:17906:the queen
chunk_006::cluster_001::mention_005,chunk_006::cluster_001,chunk_006,6,1,5,73,78,17908,17913,the mice that attended her,74,17909,left_overlap,17908:17913:the mice that attended her
chunk_006::cluster_001::mention_006,chunk_006::cluster_001,chunk_006,6,1,6,77,78,17912,17913,her,77,17912,left_overlap,17912:17913:her
chunk_006::cluster_001::mention_007,chunk_006::cluster_001,chunk_006,6,1,7,88,89,17923,17924,her,88,17923,left_overlap,17923:17924:her
chunk_006::cluster_001::mention_008,chunk_006::cluster_001,chunk_006,6,1,8,96,97,17931,17932,her,96,17931,left_overlap,17931:17932:her
chunk_006::cluster_001::mention_009,chunk_006::cluster_001,chunk_006,6,1,9,272,273,18107,18108,Dorothy,272,18107,left_overlap,18107:18108:dorothy
chunk_006::cluster_001::mention_010,chunk_006::cluster_001,chunk_006,6,1,10,275,276,18110,18111,her,275,18110,left_overlap,18110:18111:her
chunk_006::cluster_001::mention_011,chunk_006::cluster_001,chunk_006,6,1,11,280,281,18115,18116,her,280,18115,left_overlap,18115:18116:her
chunk_006::cluster_001::mention_012,chunk_006::cluster_001,chunk_006,6,1,12,283,284,18118,18119,She,283,18118,left_overlap,18118:18119:she
chunk_006::cluster_001::mention_013,chunk_006::cluster_001,chunk_006,6,1,13,289,290,18124,18125,herself,289,18124,left_overlap,18124:18125:herself
chunk_006::cluster_001::mention_014,chunk_006::cluster_001,chunk_006,6,1,14,304,305,18139,18140,her,304,18139,left_overlap,18139:18140:her
chunk_006::cluster_001::mention_015,chunk_006::cluster_001,chunk_006,6,1,15,311,312,18146,18147,her,311,18146,left_overlap,18146:18147:her
chunk_006::cluster_001::mention_016,chunk_006::cluster_001,chunk_006,6,1,16,333,334,18168,18169,you,333,18168,left_overlap,18168:18169:you
chunk_006::cluster_001::mention_017,chunk_006::cluster_001,chunk_006,6,1,17,334,335,18169,18170,her,334,18169,left_overlap,18169:18170:her
