local_cluster_uid,chunk_id,chunk_index,local_cluster_id,canonical_name,n_mentions
chunk_046::cluster_000,chunk_046,46,0,Morgause,324
chunk_046::cluster_001,chunk_046,46,1,the beloved,5
chunk_046::cluster_002,chunk_046,46,2,sworn priestess,1
chunk_046::cluster_003,chunk_046,46,3,they,1
chunk_046::cluster_004,chunk_046,46,4,the woman she had been born to be,1
chunk_046::cluster_005,chunk_046,46,5,the Goddess,42
chunk_046::cluster_006,chunk_046,46,6,her sons,4
chunk_046::cluster_007,chunk_046,46,7,foster-mothers,1
chunk_046::cluster_008,chunk_046,46,8,Raven,1
chunk_046::cluster_009,chunk_046,46,9,Morgaine,342
chunk_046::cluster_010,chunk_046,46,10,mankind,1
chunk_046::cluster_011,chunk_046,46,11,the Earth,1
chunk_046::cluster_012,chunk_046,46,12,we,2
chunk_046::cluster_013,chunk_046,46,13,thee,1
chunk_046::cluster_014,chunk_046,46,14,the room,7
chunk_046::cluster_015,chunk_046,46,15,Avalon,13
chunk_046::cluster_016,chunk_046,46,16,her own dwelling,1
chunk_046::cluster_018,chunk_046,46,18,you,1
chunk_046::cluster_019,chunk_046,46,19,you,1
chunk_046::cluster_020,chunk_046,46,20,every other mortal,1
chunk_046::cluster_021,chunk_046,46,21,a priestess of the highest rank,1
chunk_046::cluster_022,chunk_046,46,22,they,1
chunk_046::cluster_023,chunk_046,46,23,Gawaine,26
chunk_046::cluster_024,chunk_046,46,24,the grove,1
chunk_046::cluster_025,chunk_046,46,25,any other human being,1
chunk_046::cluster_026,chunk_046,46,26,earth,2
chunk_046::cluster_027,chunk_046,46,27,Beth,19
chunk_046::cluster_028,chunk_046,46,28,Lady of Avalon,1
chunk_046::cluster_029,chunk_046,46,29,a puppet,1
chunk_046::cluster_030,chunk_046,46,30,Heaven,1
chunk_046::cluster_031,chunk_046,46,31,Heaven and Earth,1
chunk_046::cluster_032,chunk_046,46,32,one of the priestesses,1
chunk_046::cluster_033,chunk_046,46,33,the priestesses,1
chunk_046::cluster_034,chunk_046,46,34,the other attendant,1
chunk_046::cluster_035,chunk_046,46,35,she,4
chunk_046::cluster_036,chunk_046,46,36,a child she had not wanted,1
