local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_010::cluster_000::mention_000,chunk_010::cluster_000,chunk_010,10,0,0,10,11,29193,29194,her,10,29193,left_overlap,29193:29194:her
chunk_010::cluster_000::mention_001,chunk_010::cluster_000,chunk_010,10,0,1,17,18,29200,29201,she,17,29200,left_overlap,29200:29201:she
chunk_010::cluster_000::mention_002,chunk_010::cluster_000,chunk_010,10,0,2,23,24,29206,29207,she,23,29206,left_overlap,29206:29207:she
chunk_010::cluster_000::mention_003,chunk_010::cluster_000,chunk_010,10,0,3,39,40,29222,29223,her,39,29222,left_overlap,29222:29223:her
chunk_010::cluster_000::mention_004,chunk_010::cluster_000,chunk_010,10,0,4,71,73,29254,29256,the Witch,72,29255,left_overlap,29254:29256:the witch
chunk_010::cluster_000::mention_005,chunk_010::cluster_000,chunk_010,10,0,5,84,85,29267,29268,I,84,29267,left_overlap,29267:29268:i
chunk_010::cluster_000::mention_006,chunk_010::cluster_000,chunk_010,10,0,6,90,92,29273,29275,the Witch,91,29274,left_overlap,29273:29275:the witch
chunk_010::cluster_000::mention_007,chunk_010::cluster_000,chunk_010,10,0,7,98,99,29281,29282,my,98,29281,left_overlap,29281:29282:my
chunk_010::cluster_000::mention_008,chunk_010::cluster_000,chunk_010,10,0,8,108,109,29291,29292,You,108,29291,left_overlap,29291:29292:you
chunk_010::cluster_000::mention_009,chunk_010::cluster_000,chunk_010,10,0,9,119,120,29302,29303,You,119,29302,left_overlap,29302:29303:you
chunk_010::cluster_000::mention_010,chunk_010::cluster_000,chunk_010,10,0,10,133,134,29316,29317,I,133,29316,left_overlap,29316:29317:i
chunk_010::cluster_000::mention_011,chunk_010::cluster_000,chunk_010,10,0,11,144,146,29327,29329,the Witch,145,29328,left_overlap,29327:29329:the witch
chunk_010::cluster_000::mention_012,chunk_010::cluster_000,chunk_010,10,0,12,154,155,29337,29338,I,154,29337,left_overlap,29337:29338:i
chunk_010::cluster_000::mention_013,chunk_010::cluster_000,chunk_010,10,0,13,188,190,29371,29373,the Witch,189,29372,left_overlap,29371:29373:the witch
chunk_010::cluster_000::mention_014,chunk_010::cluster_000,chunk_010,10,0,14,192,193,29375,29376,her,192,29375,left_overlap,29375:29376:her
chunk_010::cluster_000::mention_015,chunk_010::cluster_000,chunk_010,10,0,15,200,203,29383,29386,the wicked woman,202,29385,left_overlap,29383:29386:the wicked woman
chunk_010::cluster_000::mention_016,chunk_010::cluster_000,chunk_010,10,0,16,217,218,29400,29401,her,217,29400,left_overlap,29400:29401:her
chunk_010::cluster_000::mention_017,chunk_010::cluster_000,chunk_010,10,0,17,221,223,29404,29406,the Witch,222,29405,left_overlap,29404:29406:the witch
chunk_010::cluster_000::mention_018,chunk_010::cluster_000,chunk_010,10,0,18,239,240,29422,29423,she,239,29422,left_overlap,29422:29423:she
chunk_010::cluster_000::mention_019,chunk_010::cluster_000,chunk_010,10,0,19,246,247,29429,29430,I,246,29429,left_overlap,29429:29430:i
chunk_010::cluster_000::mention_020,chunk_010::cluster_000,chunk_010,10,0,20,271,273,29454,29456,the Witch,272,29455,left_overlap,29454:29456:the witch
chunk_010::cluster_000::mention_021,chunk_010::cluster_000,chunk_010,10,0,21,296,297,29479,29480,me,296,29479,left_overlap,29479:29480:me
chunk_010::cluster_000::mention_022,chunk_010::cluster_000,chunk_010,10,0,22,300,302,29483,29485,the Witch,301,29484,left_overlap,29483:29485:the witch
chunk_010::cluster_000::mention_023,chunk_010::cluster_000,chunk_010,10,0,23,334,335,29517,29518,I,334,29517,left_overlap,29517:29518:i
chunk_010::cluster_000::mention_024,chunk_010::cluster_000,chunk_010,10,0,24,349,350,29532,29533,I,349,29532,left_overlap,29532:29533:i
chunk_010::cluster_000::mention_025,chunk_010::cluster_000,chunk_010,10,0,25,354,355,29537,29538,my,354,29537,left_overlap,29537:29538:my
chunk_010::cluster_000::mention_026,chunk_010::cluster_000,chunk_010,10,0,26,358,359,29541,29542,I,358,29541,left_overlap,29541:29542:i
chunk_010::cluster_000::mention_027,chunk_010::cluster_000,chunk_010,10,0,27,372,373,29555,29556,me,372,29555,left_overlap,29555:29556:me
chunk_010::cluster_000::mention_028,chunk_010::cluster_000,chunk_010,10,0,28,375,376,29558,29559,my,375,29558,left_overlap,29558:29559:my
chunk_010::cluster_000::mention_029,chunk_010::cluster_000,chunk_010,10,0,29,383,384,29566,29567,I,383,29566,left_overlap,29566:29567:i
chunk_010::cluster_000::mention_030,chunk_010::cluster_000,chunk_010,10,0,30,391,393,29574,29576,the Witch,392,29575,left_overlap,29574:29576:the witch
chunk_010::cluster_000::mention_031,chunk_010::cluster_000,chunk_010,10,0,31,418,419,29601,29602,she,418,29601,left_overlap,29601:29602:she
chunk_010::cluster_000::mention_032,chunk_010::cluster_000,chunk_010,10,0,32,462,465,29645,29648,the old woman,464,29647,left_overlap,29645:29648:the old woman
chunk_010::cluster_000::mention_033,chunk_010::cluster_000,chunk_010,10,0,33,506,512,29689,29695,the Wicked Witch of the West,508,29691,left_overlap,29689:29695:the wicked witch of the west
chunk_010::cluster_000::mention_034,chunk_010::cluster_000,chunk_010,10,0,34,540,543,29723,29726,the Wicked Witch,542,29725,left_overlap,29723:29726:the wicked witch
chunk_010::cluster_000::mention_035,chunk_010::cluster_000,chunk_010,10,0,35,619,631,29802,29814,"the Wicked Witch, who had always treated them with great cruelty",621,29804,left_overlap,"29802:29814:the wicked witch, who had always treated them with great cruelty"
chunk_010::cluster_000::mention_036,chunk_010::cluster_000,chunk_010,10,0,36,1832,1834,31015,31017,the Witch,1833,31016,core,
chunk_010::cluster_000::mention_037,chunk_010::cluster_000,chunk_010,10,0,37,1955,1961,31138,31144,the castle of the Wicked Witch,1956,31139,core,
chunk_010::cluster_000::mention_038,chunk_010::cluster_000,chunk_010,10,0,38,1958,1961,31141,31144,the Wicked Witch,1960,31143,core,
chunk_010::cluster_000::mention_039,chunk_010::cluster_000,chunk_010,10,0,39,1974,1976,31157,31159,the Witch,1975,31158,core,
chunk_010::cluster_000::mention_040,chunk_010::cluster_000,chunk_010,10,0,40,1976,1977,31159,31160,she,1976,31159,core,
chunk_010::cluster_000::mention_041,chunk_010::cluster_000,chunk_010,10,0,41,1992,1993,31175,31176,her,1992,31175,core,
chunk_010::cluster_000::mention_042,chunk_010::cluster_000,chunk_010,10,0,42,3994,3996,33177,33179,his bride,3995,33178,core,
chunk_010::cluster_000::mention_043,chunk_010::cluster_000,chunk_010,10,0,43,4017,4018,33200,33201,her,4017,33200,core,
chunk_010::cluster_000::mention_044,chunk_010::cluster_000,chunk_010,10,0,44,4025,4026,33208,33209,she,4025,33208,core,
chunk_010::cluster_000::mention_045,chunk_010::cluster_000,chunk_010,10,0,45,4049,4050,33232,33233,her,4049,33232,core,
chunk_010::cluster_000::mention_046,chunk_010::cluster_000,chunk_010,10,0,46,4070,4076,33253,33259,the Wicked Witch of the West,4072,33255,core,
chunk_010::cluster_000::mention_047,chunk_010::cluster_000,chunk_010,10,0,47,4318,4324,33501,33507,the Wicked Witch of the West,4320,33503,core,
chunk_010::cluster_000::mention_048,chunk_010::cluster_000,chunk_010,10,0,48,4331,4332,33514,33515,her,4331,33514,core,
chunk_010::cluster_000::mention_049,chunk_010::cluster_000,chunk_010,10,0,49,4341,4342,33524,33525,she,4341,33524,core,
chunk_010::cluster_000::mention_050,chunk_010::cluster_000,chunk_010,10,0,50,4357,4358,33540,33541,She,4357,33540,core,
chunk_010::cluster_000::mention_051,chunk_010::cluster_000,chunk_010,10,0,51,4364,4365,33547,33548,she,4364,33547,core,
chunk_010::cluster_000::mention_052,chunk_010::cluster_000,chunk_010,10,0,52,4394,4395,33577,33578,her,4394,33577,core,
chunk_010::cluster_000::mention_053,chunk_010::cluster_000,chunk_010,10,0,53,4483,4489,33666,33672,the Wicked Witch of the West,4485,33668,core,
chunk_010::cluster_000::mention_054,chunk_010::cluster_000,chunk_010,10,0,54,4592,4595,33775,33778,the Wicked Witch,4594,33777,core,
chunk_010::cluster_000::mention_055,chunk_010::cluster_000,chunk_010,10,0,55,5112,5115,34295,34298,the Wicked Witch,5114,34297,right_overlap,34295:34298:the wicked witch
chunk_010::cluster_000::mention_056,chunk_010::cluster_000,chunk_010,10,0,56,5174,5177,34357,34360,the Wicked Witch,5176,34359,right_overlap,34357:34360:the wicked witch
chunk_010::cluster_000::mention_057,chunk_010::cluster_000,chunk_010,10,0,57,5204,5205,34387,34388,her,5204,34387,right_overlap,34387:34388:her
chunk_010::cluster_001::mention_000,chunk_010::cluster_001,chunk_010,10,1,0,33,34,29216,29217,Dorothy,33,29216,left_overlap,29216:29217:dorothy
chunk_010::cluster_001::mention_001,chunk_010::cluster_001,chunk_010,10,1,1,43,44,29226,29227,she,43,29226,left_overlap,29226:29227:she
chunk_010::cluster_001::mention_002,chunk_010::cluster_001,chunk_010,10,1,2,51,54,29234,29237,The little girl,53,29236,left_overlap,29234:29237:the little girl
chunk_010::cluster_001::mention_003,chunk_010::cluster_001,chunk_010,10,1,3,56,57,29239,29240,she,56,29239,left_overlap,29239:29240:she
chunk_010::cluster_001::mention_004,chunk_010::cluster_001,chunk_010,10,1,4,61,62,29244,29245,her,61,29244,left_overlap,29244:29245:her
chunk_010::cluster_001::mention_005,chunk_010::cluster_001,chunk_010,10,1,5,76,77,29259,29260,me,76,29259,left_overlap,29259:29260:me
chunk_010::cluster_001::mention_006,chunk_010::cluster_001,chunk_010,10,1,6,78,79,29261,29262,my,78,29261,left_overlap,29261:29262:my
chunk_010::cluster_001::mention_007,chunk_010::cluster_001,chunk_010,10,1,7,116,117,29299,29300,Dorothy,116,29299,left_overlap,29299:29300:dorothy
chunk_010::cluster_001::mention_008,chunk_010::cluster_001,chunk_010,10,1,8,125,126,29308,29309,my,125,29308,left_overlap,29308:29309:my
chunk_010::cluster_001::mention_009,chunk_010::cluster_001,chunk_010,10,1,9,128,129,29311,29312,me,128,29311,left_overlap,29311:29312:me
chunk_010::cluster_001::mention_011,chunk_010::cluster_001,chunk_010,10,1,11,149,150,29332,29333,her,149,29332,left_overlap,29332:29333:her
chunk_010::cluster_001::mention_012,chunk_010::cluster_001,chunk_010,10,1,12,161,162,29344,29345,you,161,29344,left_overlap,29344:29345:you
