local_cluster_uid,chunk_id,chunk_index,local_cluster_id,canonical_name,n_mentions
chunk_014::cluster_000,chunk_014,14,0,the Lion,161
chunk_014::cluster_001,chunk_014,14,1,the travelers,118
chunk_014::cluster_002,chunk_014,14,2,the Tin Woodman,49
chunk_014::cluster_003,chunk_014,14,3,Toto,13
chunk_014::cluster_004,chunk_014,14,4,the forest,24
chunk_014::cluster_005,chunk_014,14,5,Dorothy,149
chunk_014::cluster_006,chunk_014,14,6,the policemen of the forest,1
chunk_014::cluster_007,chunk_014,14,7,strangers,1
chunk_014::cluster_008,chunk_014,14,8,they,2
chunk_014::cluster_010,chunk_014,14,10,many houses made entirely of china and painted in the brightest colors,1
chunk_014::cluster_011,chunk_014,14,11,These houses,2
chunk_014::cluster_012,chunk_014,14,12,the biggest of them,1
chunk_014::cluster_013,chunk_014,14,13,pretty little barns,2
chunk_014::cluster_014,chunk_014,14,14,milkmaids,1
chunk_014::cluster_015,chunk_014,14,15,shepherdesses,2
chunk_014::cluster_016,chunk_014,14,16,"shepherdesses, with brightly colored bodices and golden spots all over their gowns",1
chunk_014::cluster_017,chunk_014,14,17,princesses with most gorgeous frocks of silver and gold and purple,1
chunk_014::cluster_019,chunk_014,14,19,their,1
chunk_014::cluster_020,chunk_014,14,20,their,3
chunk_014::cluster_021,chunk_014,14,21,these people,4
chunk_014::cluster_022,chunk_014,14,22,the tallest of them,1
chunk_014::cluster_023,chunk_014,14,23,No one,1
chunk_014::cluster_024,chunk_014,14,24,this strange place,1
chunk_014::cluster_025,chunk_014,14,25,the country of the china people,1
chunk_014::cluster_026,chunk_014,14,26,the china people,1
chunk_014::cluster_027,chunk_014,14,27,the Princess,54
chunk_014::cluster_028,chunk_014,14,28,the mender,1
chunk_014::cluster_029,chunk_014,14,29,the mender's shop,1
chunk_014::cluster_030,chunk_014,14,30,these little people,5
chunk_014::cluster_031,chunk_014,14,31,the monster,54
chunk_014::cluster_032,chunk_014,14,32,this country,8
chunk_014::cluster_033,chunk_014,14,33,one of our clowns,1
chunk_014::cluster_034,chunk_014,14,34,our,1
chunk_014::cluster_035,chunk_014,14,35,our clowns,1
chunk_014::cluster_036,chunk_014,14,36,we,20
chunk_014::cluster_037,chunk_014,14,37,here,3
chunk_014::cluster_038,chunk_014,14,38,the world,4
chunk_014::cluster_039,chunk_014,14,39,drawing-room,1
chunk_014::cluster_040,chunk_014,14,40,The little animals,1
chunk_014::cluster_041,chunk_014,14,41,all the people,1
chunk_014::cluster_042,chunk_014,14,42,them,1
chunk_014::cluster_043,chunk_014,14,43,a church,1
chunk_014::cluster_044,chunk_014,14,44,a Scarecrow,1
chunk_014::cluster_045,chunk_014,14,45,"a disagreeable country, full of bogs and marshes and covered with tall, rank grass",1
chunk_014::cluster_046,chunk_014,14,46,bogs,1
chunk_014::cluster_047,chunk_014,14,47,marshes,1
chunk_014::cluster_048,chunk_014,14,48,muddy holes,1
chunk_014::cluster_049,chunk_014,14,49,none of the others,1
chunk_014::cluster_050,chunk_014,14,50,"none of the others was frightened, and they kept along the well-trodden path",1
