local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_161::cluster_000::mention_000,chunk_161::cluster_000,chunk_161,161,0,0,6,12,499189,499195,the country near the Roman wall,7,499190,left_overlap,499189:499195:the country near the roman wall
chunk_161::cluster_001::mention_000,chunk_161::cluster_001,chunk_161,161,1,0,13,14,499196,499197,Lancelet,13,499196,left_overlap,499196:499197:lancelet
chunk_161::cluster_001::mention_001,chunk_161::cluster_001,chunk_161,161,1,1,24,26,499207,499209,a madman,25,499208,left_overlap,499207:499209:a madman
chunk_161::cluster_001::mention_002,chunk_161::cluster_001,chunk_161,161,1,2,42,43,499225,499226,his,42,499225,left_overlap,499225:499226:his
chunk_161::cluster_001::mention_003,chunk_161::cluster_001,chunk_161,161,1,3,49,50,499232,499233,him,49,499232,left_overlap,499232:499233:him
chunk_161::cluster_001::mention_004,chunk_161::cluster_001,chunk_161,161,1,4,52,53,499235,499236,he,52,499235,left_overlap,499235:499236:he
chunk_161::cluster_001::mention_005,chunk_161::cluster_001,chunk_161,161,1,5,56,57,499239,499240,his,56,499239,left_overlap,499239:499240:his
chunk_161::cluster_001::mention_006,chunk_161::cluster_001,chunk_161,161,1,6,87,88,499270,499271,he,87,499270,left_overlap,499270:499271:he
chunk_161::cluster_001::mention_007,chunk_161::cluster_001,chunk_161,161,1,7,102,103,499285,499286,him,102,499285,left_overlap,499285:499286:him
chunk_161::cluster_001::mention_008,chunk_161::cluster_001,chunk_161,161,1,8,850,851,500033,500034,Lancelet,850,500033,left_overlap,500033:500034:lancelet
chunk_161::cluster_001::mention_009,chunk_161::cluster_001,chunk_161,161,1,9,1394,1395,500577,500578,Lancelet,1394,500577,left_overlap,500577:500578:lancelet
chunk_161::cluster_001::mention_010,chunk_161::cluster_001,chunk_161,161,1,10,1914,1915,501097,501098,Lancelet,1914,501097,core,
chunk_161::cluster_001::mention_011,chunk_161::cluster_001,chunk_161,161,1,11,1924,1925,501107,501108,him,1924,501107,core,
chunk_161::cluster_001::mention_013,chunk_161::cluster_001,chunk_161,161,1,13,1936,1937,501119,501120,his,1936,501119,core,
chunk_161::cluster_001::mention_014,chunk_161::cluster_001,chunk_161,161,1,14,1949,1950,501132,501133,his,1949,501132,core,
chunk_161::cluster_001::mention_015,chunk_161::cluster_001,chunk_161,161,1,15,1952,1953,501135,501136,he,1952,501135,core,
