cluster_id,subject,mention_index_in_cluster,mention_id,mention_text,mention_start,mention_end,sentence_index,mention_render_rule,mention_render_was_changed,original_context_text,rendered_context_text,context_text,normalized_context_text,chunk_index,elapsed_seconds_at_completion,openness_positive_probability,openness_negative_probability,openness_neutral_probability,openness,conscientiousness_positive_probability,conscientiousness_negative_probability,conscientiousness_neutral_probability,conscientiousness,extraversion_positive_probability,extraversion_negative_probability,extraversion_neutral_probability,extraversion,agreeableness_positive_probability,agreeableness_negative_probability,agreeableness_neutral_probability,agreeableness,neuroticism_positive_probability,neuroticism_negative_probability,neuroticism_neutral_probability,neuroticism,OCEAN_weight_high_probability,OCEAN_weight_medium_probability,OCEAN_weight_low_probability,OCEAN_weight,OCEAN_weight_source
460,the others,0,7318,We,36781,36782,1470,first_second_person_keep_original,False,"""And now,"" said Dorothy, ""how am I to get back to Kansas?"" "" [[We]] shall have to think about that,"" replied the little man.","""And now,"" said Dorothy, ""how am I to get back to Kansas?"" "" We shall have to think about that,"" replied the little man.","""And now,"" said Dorothy, ""how am I to get back to Kansas?"" "" We shall have to think about that,"" replied the little man.","""And now,"" said Dorothy, ""how am I to get back to Kansas?"" "" We shall have to think about that,"" replied the little man.",1,16.19850279999082,0.3456030488014221,0.38385748863220215,0.27053943276405334,50.0,0.2879627048969269,0.2989955246448517,0.41304177045822144,50.0,0.26859039068222046,0.20613662898540497,0.5252730250358582,50.0,0.40692490339279175,0.11709939688444138,0.47597575187683105,50.0,0.20577256381511688,0.49947187304496765,0.29475557804107666,29.18,0.18814310431480408,0.3572072684764862,0.4546496570110321,36.67,direct_nli_zero_shot
460,the others,1,7350,They,36886,36887,1476,proper_name_to_canonical,True,""" [[They]] agreed to say nothing of what they had learned, and went back to their rooms in high spirits.",""" the others agreed to say nothing of what they had learned, and went back to their rooms in high spirits.",""" the others agreed to say nothing of what they had learned, and went back to their rooms in high spirits.",""" the others agreed to say nothing of what they had learned, and went back to their rooms in high spirits.",1,16.19850279999082,0.09695615619421005,0.4883137345314026,0.41473013162612915,50.0,0.3976198136806488,0.2113548070192337,0.39102545380592346,50.0,0.2952743470668793,0.37049832940101624,0.33422738313674927,50.0,0.6160002946853638,0.10508976131677628,0.27890998125076294,85.43,0.07287754118442535,0.6277241706848145,0.2993983328342438,10.4,0.1318776160478592,0.35874319076538086,0.5093792080879211,31.12,direct_nli_zero_shot
460,the others,2,7352,they,36893,36894,1476,third_person_subject_pronoun_to_canonical,True,""" They agreed to say nothing of what [[they]] had learned, and went back to their rooms in high spirits.",""" They agreed to say nothing of what the others had learned, and went back to their rooms in high spirits.",""" They agreed to say nothing of what the others had learned, and went back to their rooms in high spirits.",""" They agreed to say nothing of what the others had learned, and went back to their rooms in high spirits.",1,16.19850279999082,0.13830949366092682,0.45272496342658997,0.40896546840667725,50.0,0.40285971760749817,0.23247523605823517,0.3646649718284607,50.0,0.634697437286377,0.15538747608661652,0.20991508662700653,80.33,0.8199288845062256,0.0522884875535965,0.1277826577425003,94.01,0.03503667190670967,0.5558816194534302,0.40908166766166687,50.0,0.19003579020500183,0.40142276883125305,0.40854141116142273,39.07,direct_nli_zero_shot
460,the others,3,7354,their,36901,36902,1476,third_person_possessive_pronoun_to_canonical_possessive,True,""" They agreed to say nothing of what they had learned, and went back to [[their]] rooms in high spirits.",""" They agreed to say nothing of what they had learned, and went back to the others' rooms in high spirits.",""" They agreed to say nothing of what they had learned, and went back to the others' rooms in high spirits.",""" They agreed to say nothing of what they had learned, and went back to the others' rooms in high spirits.",1,16.19850279999082,0.1478239744901657,0.46880975365638733,0.38336625695228577,50.0,0.4025851786136627,0.22888265550136566,0.36853209137916565,50.0,0.6299383640289307,0.1588268131017685,0.21123486757278442,79.86,0.8175117373466492,0.05095774307847023,0.1315305233001709,94.13,0.03945291414856911,0.5448967218399048,0.415650337934494,50.0,0.18107393383979797,0.40666404366493225,0.41226208209991455,38.44,direct_nli_zero_shot
460,the others,4,7387,them,37051,37052,1483,third_person_object_pronoun_to_canonical,True,"Then he said good-bye to [[them]] all in a cheerful voice and went to the Throne Room, where he rapped upon the door.","Then he said good-bye to the others all in a cheerful voice and went to the Throne Room, where he rapped upon the door.","Then he said good-bye to the others all in a cheerful voice and went to the Throne Room, where he rapped upon the door.","Then he said good-bye to the others all in a cheerful voice and went to the Throne Room, where he rapped upon the door.",1,16.19850279999082,0.3012855350971222,0.2879101037979126,0.4108043313026428,50.0,0.2873303294181824,0.21657082438468933,0.4960987865924835,50.0,0.8855886459350586,0.062497686594724655,0.05191369727253914,93.41,0.5798553824424744,0.15621843934059143,0.2639261484146118,78.78,0.024476001039147377,0.46978864073753357,0.5057352781295776,50.0,0.24364767968654633,0.25397276878356934,0.5023795962333679,37.06,direct_nli_zero_shot
460,the others,5,7504,them,38043,38044,1533,third_person_object_pronoun_to_canonical,True,"""Full of courage,"" replied the Lion, who went joyfully back to his friends to tell [[them]] of his good fortune.","""Full of courage,"" replied the Lion, who went joyfully back to his friends to tell the others of his good fortune.","""Full of courage,"" replied the Lion, who went joyfully back to his friends to tell the others of his good fortune.","""Full of courage,"" replied the Lion, who went joyfully back to his friends to tell the others of his good fortune.",1,16.19850279999082,0.3676319122314453,0.20382024347782135,0.4285478889942169,50.0,0.09744999557733536,0.18619608879089355,0.7163538932800293,50.0,0.9629288911819458,0.012728042900562286,0.02434302121400833,98.7,0.6720895767211914,0.056229110807180405,0.27168136835098267,92.28,0.021353114396333694,0.5998303294181824,0.3788165748119354,3.44,0.36383336782455444,0.16210176050662994,0.47406497597694397,44.49,direct_nli_zero_shot
460,the others,6,7511,they,38075,38076,1534,third_person_subject_pronoun_to_canonical,True,"Oz, left to himself, smiled to think of his success in giving the Scarecrow and the Tin Woodman and the Lion exactly what [[they]] thought they wanted.","Oz, left to himself, smiled to think of his success in giving the Scarecrow and the Tin Woodman and the Lion exactly what the others thought they wanted.","Oz, left to himself, smiled to think of his success in giving the Scarecrow and the Tin Woodman and the Lion exactly what the others thought they wanted.","Oz, left to himself, smiled to think of his success in giving the Scarecrow and the Tin Woodman and the Lion exactly what the others thought they wanted.",1,16.19850279999082,0.2035217136144638,0.42542019486427307,0.3710581064224243,50.0,0.20809988677501678,0.25028204917907715,0.5416181087493896,50.0,0.3514334559440613,0.28879910707473755,0.35976746678352356,50.0,0.5913577675819397,0.1099793091416359,0.2986629605293274,84.32,0.10041121393442154,0.5012896060943604,0.3982992172241211,50.0,0.29044225811958313,0.3695816099643707,0.33997616171836853,47.52,direct_nli_zero_shot
460,the others,7,7513,they,38077,38078,1534,third_person_subject_pronoun_to_canonical,True,"Oz, left to himself, smiled to think of his success in giving the Scarecrow and the Tin Woodman and the Lion exactly what they thought [[they]] wanted.","Oz, left to himself, smiled to think of his success in giving the Scarecrow and the Tin Woodman and the Lion exactly what they thought the others wanted.","Oz, left to himself, smiled to think of his success in giving the Scarecrow and the Tin Woodman and the Lion exactly what they thought the others wanted.","Oz, left to himself, smiled to think of his success in giving the Scarecrow and the Tin Woodman and the Lion exactly what they thought the others wanted.",1,16.19850279999082,0.21458546817302704,0.4298912584781647,0.35552334785461426,50.0,0.18266138434410095,0.24388495087623596,0.5734536051750183,50.0,0.4327812194824219,0.25243905186653137,0.314779669046402,50.0,0.7314317226409912,0.08254662156105042,0.18602168560028076,89.86,0.09140074253082275,0.5150466561317444,0.3935525417327881,50.0,0.3155360519886017,0.36746081709861755,0.31700313091278076,49.93,direct_nli_zero_shot
460,the others,8,7523,they,38126,38127,1536,third_person_subject_pronoun_to_canonical,True,"It was easy to make the Scarecrow and the Lion and the Woodman happy, because [[they]] imagined I could do anything.","It was easy to make the Scarecrow and the Lion and the Woodman happy, because the others imagined I could do anything.","It was easy to make the Scarecrow and the Lion and the Woodman happy, because the others imagined I could do anything.","It was easy to make the Scarecrow and the Lion and the Woodman happy, because the others imagined I could do anything.",1,16.19850279999082,0.7427759170532227,0.18091745674610138,0.07630661129951477,80.41,0.04525751620531082,0.25329041481018066,0.7014520168304443,50.0,0.5535481572151184,0.16819527745246887,0.2782565653324127,76.7,0.7471514940261841,0.10622764378786087,0.14662085473537445,87.55,0.06302861124277115,0.6445321440696716,0.29243919253349304,8.91,0.08717821538448334,0.40448814630508423,0.508333683013916,28.94,direct_nli_zero_shot
460,the others,9,7536,them,38194,38195,1540,third_person_object_pronoun_to_canonical,True,The Scarecrow told [[them]] there were wonderful thoughts in his head; but he would not say what they were because he knew no one could understand them but himself.,The Scarecrow told the others there were wonderful thoughts in his head; but he would not say what they were because he knew no one could understand them but himself.,The Scarecrow told the others there were wonderful thoughts in his head; but he would not say what they were because he knew no one could understand them but himself.,The Scarecrow told the others there were wonderful thoughts in his head; but he would not say what they were because he knew no one could understand them but himself.,1,16.19850279999082,0.21082282066345215,0.5741962194442749,0.21498093008995056,26.86,0.07050099223852158,0.20300772786140442,0.7264912724494934,50.0,0.09445139020681381,0.40847909450531006,0.49706947803497314,50.0,0.23571139574050903,0.24944756925106049,0.5148410201072693,50.0,0.17539504170417786,0.4986790716648102,0.3259257972240448,26.02,0.17584016919136047,0.5704191327095032,0.25374066829681396,46.1,direct_nli_zero_shot
460,the others,10,7555,the little party,38296,38299,1543,simple_nominal_to_canonical,True,"Thus each of [[the little party]] was satisfied except Dorothy, who longed more than ever to get back to Kansas.","Thus each of the others was satisfied except Dorothy, who longed more than ever to get back to Kansas.","Thus each of the others was satisfied except Dorothy, who longed more than ever to get back to Kansas.","Thus each of the others was satisfied except Dorothy, who longed more than ever to get back to Kansas.",1,16.19850279999082,0.11911467462778091,0.4606441259384155,0.42024123668670654,50.0,0.24704404175281525,0.18358755111694336,0.5693683624267578,50.0,0.299621045589447,0.33003485202789307,0.3703441023826599,50.0,0.395946741104126,0.10450641810894012,0.49954694509506226,50.0,0.08379501104354858,0.6509431600570679,0.26526179909706116,11.4,0.35207706689834595,0.504450261592865,0.14347274601459503,60.43,direct_nli_zero_shot
460,the others,11,7605,us,38637,38638,1557,first_second_person_keep_original,False,""" ""If it won't float,"" remarked Dorothy, ""it will be of no use to [[us]].",""" ""If it won't float,"" remarked Dorothy, ""it will be of no use to us.",""" ""If it won't float,"" remarked Dorothy, ""it will be of no use to us.",""" ""If it won't float,"" remarked Dorothy, ""it will be of no use to us.",1,16.19850279999082,0.28712642192840576,0.3913072347640991,0.3215663731098175,50.0,0.2947588562965393,0.40525516867637634,0.29998594522476196,50.0,0.2065458446741104,0.3710956573486328,0.4223584830760956,50.0,0.1653662621974945,0.21631106734275818,0.6183226704597473,50.0,0.1775432825088501,0.5904439091682434,0.2320128232240677,23.12,0.20047055184841156,0.3666571378707886,0.43287229537963867,38.38,direct_nli_zero_shot
460,the others,12,7609,we,38694,38695,1560,first_second_person_keep_original,False,"Hot air isn't as good as gas, for if the air should get cold the balloon would come down in the desert, and [[we]] should be lost.""","Hot air isn't as good as gas, for if the air should get cold the balloon would come down in the desert, and we should be lost.""","Hot air isn't as good as gas, for if the air should get cold the balloon would come down in the desert, and we should be lost.""","Hot air isn't as good as gas, for if the air should get cold the balloon would come down in the desert, and we should be lost.""",1,16.19850279999082,0.21452367305755615,0.38430169224739075,0.4011745750904083,50.0,0.14791619777679443,0.4360254406929016,0.41605836153030396,50.0,0.17543131113052368,0.46810513734817505,0.35646355152130127,50.0,0.07951100915670395,0.3225589990615845,0.5979299545288086,50.0,0.15608976781368256,0.579943835735321,0.2639664113521576,21.21,0.14892363548278809,0.4369634687900543,0.4141128957271576,36.74,direct_nli_zero_shot
460,the others,13,7610,We,38702,38703,1561,first_second_person_keep_original,False,""" [[We]]!"" exclaimed the girl.",""" We!"" exclaimed the girl.",""" We!"" exclaimed the girl.",""" We!"" exclaimed the girl.",1,16.19850279999082,0.7180007696151733,0.1651318222284317,0.11686751246452332,81.3,0.1669674962759018,0.45121312141418457,0.38181933760643005,50.0,0.9576552510261536,0.023048950359225273,0.019295768812298775,97.65,0.7310319542884827,0.13802915811538696,0.13093887269496918,84.12,0.2314823418855667,0.5303860306739807,0.23813170194625854,50.0,0.20282098650932312,0.3580537736415863,0.43912526965141296,38.18,direct_nli_zero_shot
460,the others,14,7642,we,38843,38844,1569,first_second_person_keep_original,False,"""Now, if you will help me sew the silk together, [[we]] will begin to work on our balloon.","""Now, if you will help me sew the silk together, we will begin to work on our balloon.","""Now, if you will help me sew the silk together, we will begin to work on our balloon.","""Now, if you will help me sew the silk together, we will begin to work on our balloon.",1,16.19850279999082,0.361870139837265,0.273955374956131,0.364174485206604,50.0,0.427504301071167,0.2459149807691574,0.3265807330608368,50.0,0.23237304389476776,0.2578422427177429,0.5097847580909729,50.0,0.7228766083717346,0.10083767026662827,0.17628565430641174,87.76,0.06655922532081604,0.4959092140197754,0.4375315308570862,50.0,0.17322318255901337,0.3301675617694855,0.49660924077033997,33.83,direct_nli_zero_shot
460,the others,15,7644,our,38849,38850,1569,first_second_person_keep_original,False,"""Now, if you will help me sew the silk together, we will begin to work on [[our]] balloon.","""Now, if you will help me sew the silk together, we will begin to work on our balloon.","""Now, if you will help me sew the silk together, we will begin to work on our balloon.","""Now, if you will help me sew the silk together, we will begin to work on our balloon.",1,16.19850279999082,0.36180582642555237,0.2739066481590271,0.3642875850200653,50.0,0.4273250102996826,0.24599194526672363,0.326682984828949,50.0,0.23237304389476776,0.2578422427177429,0.5097847580909729,50.0,0.7228766083717346,0.10083767026662827,0.17628565430641174,87.76,0.06655922532081604,0.4959092140197754,0.4375315308570862,50.0,0.17322318255901337,0.3301675617694855,0.49660924077033997,33.83,direct_nli_zero_shot
460,the others,16,7653,they,38940,38941,1572,third_person_subject_pronoun_to_canonical,True,"It took three days to sew all the strips together, but when it was finished [[they]] had a big bag of green silk more than twenty feet long.","It took three days to sew all the strips together, but when it was finished the others had a big bag of green silk more than twenty feet long.","It took three days to sew all the strips together, but when it was finished the others had a big bag of green silk more than twenty feet long.","It took three days to sew all the strips together, but when it was finished the others had a big bag of green silk more than twenty feet long.",1,16.19850279999082,0.3490358889102936,0.38672497868537903,0.264239102602005,50.0,0.42154982686042786,0.2952968180179596,0.28315338492393494,50.0,0.2638087868690491,0.32639726996421814,0.409793883562088,50.0,0.4458965063095093,0.12737776339054108,0.42672574520111084,50.0,0.15413124859333038,0.5464427471160889,0.2994259297847748,22.0,0.18803183734416962,0.31450989842414856,0.497458279132843,34.53,direct_nli_zero_shot
460,the others,17,7660,we,38987,38988,1574,first_second_person_keep_original,False,"""But [[we]] must have a basket to ride in,"" he said.","""But we must have a basket to ride in,"" he said.","""But we must have a basket to ride in,"" he said.","""But we must have a basket to ride in,"" he said.",1,16.19850279999082,0.377570241689682,0.5477543473243713,0.07467542588710785,50.0,0.2321814000606537,0.3587327003479004,0.4090859293937683,50.0,0.4282056987285614,0.21032756567001343,0.36146676540374756,50.0,0.3571913242340088,0.24935972690582275,0.39344891905784607,50.0,0.19889786839485168,0.5324082970619202,0.2686938941478729,27.2,0.17539410293102264,0.4034462571144104,0.42115968465805054,37.71,direct_nli_zero_shot
460,the others,18,7759,them,39474,39475,1595,third_person_object_pronoun_to_canonical,True,"And that was the last any of [[them]] ever saw of Oz, the Wonderful Wizard, though he may have reached Omaha safely, and be there now, for all we know.","And that was the last any of the others ever saw of Oz, the Wonderful Wizard, though he may have reached Omaha safely, and be there now, for all we know.","And that was the last any of the others ever saw of Oz, the Wonderful Wizard, though he may have reached Omaha safely, and be there now, for all we know.","And that was the last any of the others ever saw of Oz, the Wonderful Wizard, though he may have reached Omaha safely, and be there now, for all we know.",1,16.19850279999082,0.2082224041223526,0.33830854296684265,0.45346906781196594,50.0,0.16540968418121338,0.24066969752311707,0.5939206480979919,50.0,0.1684981882572174,0.32352253794670105,0.5079792737960815,50.0,0.17668458819389343,0.14336328208446503,0.6799521446228027,50.0,0.13672977685928345,0.5381426811218262,0.3251275420188904,20.26,0.10539651662111282,0.42569610476493835,0.4689074456691742,31.82,direct_nli_zero_shot
460,the others,19,7775,our,39520,39521,1596,first_second_person_keep_original,False,"But the people remembered him lovingly, and said to one another: ""Oz was always [[our]] friend.","But the people remembered him lovingly, and said to one another: ""Oz was always our friend.","But the people remembered him lovingly, and said to one another: ""Oz was always our friend.","But the people remembered him lovingly, and said to one another: ""Oz was always our friend.",1,16.19850279999082,0.06586038321256638,0.42239275574684143,0.511746883392334,50.0,0.05898883566260338,0.1924748420715332,0.7485362887382507,50.0,0.4044402241706848,0.17990796267986298,0.41565173864364624,50.0,0.875905454158783,0.05002211406826973,0.07407242804765701,94.6,0.04317483305931091,0.6404411196708679,0.31638410687446594,6.32,0.25402122735977173,0.2928052544593811,0.45317357778549194,40.04,direct_nli_zero_shot
460,the others,20,7783,us,39530,39531,1597,first_second_person_keep_original,False,"When he was here he built for [[us]] this beautiful Emerald City, and now he is gone he has left the Wise Scarecrow to rule over us.""","When he was here he built for us this beautiful Emerald City, and now he is gone he has left the Wise Scarecrow to rule over us.""","When he was here he built for us this beautiful Emerald City, and now he is gone he has left the Wise Scarecrow to rule over us.""","When he was here he built for us this beautiful Emerald City, and now he is gone he has left the Wise Scarecrow to rule over us.""",1,16.19850279999082,0.20361298322677612,0.4925134778022766,0.30387356877326965,29.25,0.44429388642311096,0.26659858226776123,0.2891075611114502,50.0,0.16411852836608887,0.46185770630836487,0.37402379512786865,50.0,0.35767045617103577,0.21799996495246887,0.42432957887649536,50.0,0.20531757175922394,0.6040515303611755,0.19063091278076172,25.37,0.19546833634376526,0.32062476873397827,0.48390692472457886,35.58,direct_nli_zero_shot
