cluster_id,subject,mention_index_in_cluster,mention_id,mention_text,mention_start,mention_end,sentence_index,mention_render_rule,mention_render_was_changed,original_context_text,rendered_context_text,context_text,normalized_context_text,chunk_index,elapsed_seconds_at_completion,openness_positive_probability,openness_negative_probability,openness_neutral_probability,openness,conscientiousness_positive_probability,conscientiousness_negative_probability,conscientiousness_neutral_probability,conscientiousness,extraversion_positive_probability,extraversion_negative_probability,extraversion_neutral_probability,extraversion,agreeableness_positive_probability,agreeableness_negative_probability,agreeableness_neutral_probability,agreeableness,neuroticism_positive_probability,neuroticism_negative_probability,neuroticism_neutral_probability,neuroticism,OCEAN_weight_high_probability,OCEAN_weight_medium_probability,OCEAN_weight_low_probability,OCEAN_weight,OCEAN_weight_source
20,Toto,0,59,Toto,504,505,19,proper_name_to_canonical,False,"It was [[Toto]] that made Dorothy laugh, and saved her from growing as gray as her other surroundings.","It was Toto that made Dorothy laugh, and saved her from growing as gray as her other surroundings.","It was Toto that made Dorothy laugh, and saved her from growing as gray as her other surroundings.","It was Toto that made Dorothy laugh, and saved her from growing as gray as her other surroundings.",1,33.91832289999002,0.6506513953208923,0.14876800775527954,0.20058061182498932,81.39,0.12336415797472,0.17465223371982574,0.701983630657196,50.0,0.8916811347007751,0.03596028685569763,0.07235857844352722,96.12,0.9657139778137207,0.011726566590368748,0.02255944535136223,98.8,0.024809177964925766,0.7155346870422363,0.2596561312675476,3.35,0.24780750274658203,0.685974657535553,0.06621785461902618,59.08,direct_nli_zero_shot
20,Toto,1,63,Toto,522,523,20,proper_name_to_canonical,False,"[[Toto]] was not gray; he was a little black dog, with long silky hair and small black eyes that twinkled merrily on either side of his funny, wee nose.","Toto was not gray; he was a little black dog, with long silky hair and small black eyes that twinkled merrily on either side of his funny, wee nose.","Toto was not gray; he was a little black dog, with long silky hair and small black eyes that twinkled merrily on either side of his funny, wee nose.","Toto was not gray; he was a little black dog, with long silky hair and small black eyes that twinkled merrily on either side of his funny, wee nose.",1,33.91832289999002,0.256013959646225,0.3268079161643982,0.41717809438705444,50.0,0.10662918537855148,0.2007719725370407,0.6925988793373108,50.0,0.33438339829444885,0.24084734916687012,0.42476925253868103,50.0,0.49080589413642883,0.10388810187578201,0.40530604124069214,50.0,0.06693476438522339,0.6487716436386108,0.28429362177848816,9.35,0.025990134105086327,0.2824380397796631,0.691571831703186,16.72,direct_nli_zero_shot
20,Toto,2,64,he,527,528,20,third_person_subject_pronoun_to_canonical,True,"Toto was not gray; [[he]] was a little black dog, with long silky hair and small black eyes that twinkled merrily on either side of his funny, wee nose.","Toto was not gray; Toto was a little black dog, with long silky hair and small black eyes that twinkled merrily on either side of his funny, wee nose.","Toto was not gray; Toto was a little black dog, with long silky hair and small black eyes that twinkled merrily on either side of his funny, wee nose.","Toto was not gray; Toto was a little black dog, with long silky hair and small black eyes that twinkled merrily on either side of his funny, wee nose.",1,33.91832289999002,0.253544420003891,0.32843145728111267,0.41802409291267395,50.0,0.10124810039997101,0.19251076877117157,0.7062411308288574,50.0,0.3180413544178009,0.2351970374584198,0.4467616379261017,50.0,0.4625668525695801,0.10711472481489182,0.4303184449672699,50.0,0.06763794273138046,0.6379817724227905,0.29438021779060364,9.59,0.02694745920598507,0.323355495929718,0.6496970653533936,18.86,direct_nli_zero_shot
20,Toto,3,65,his,549,550,20,third_person_possessive_pronoun_to_canonical_possessive,True,"Toto was not gray; he was a little black dog, with long silky hair and small black eyes that twinkled merrily on either side of [[his]] funny, wee nose.","Toto was not gray; he was a little black dog, with long silky hair and small black eyes that twinkled merrily on either side of Toto's funny, wee nose.","Toto was not gray; he was a little black dog, with long silky hair and small black eyes that twinkled merrily on either side of Toto's funny, wee nose.","Toto was not gray; he was a little black dog, with long silky hair and small black eyes that twinkled merrily on either side of Toto's funny, wee nose.",1,33.91832289999002,0.23255422711372375,0.32223957777023315,0.4452061951160431,50.0,0.10694754868745804,0.19327911734580994,0.6997733116149902,50.0,0.34118345379829407,0.24646620452404022,0.4123503565788269,50.0,0.4450105130672455,0.10736379027366638,0.44762566685676575,50.0,0.05342128500342369,0.5934328436851501,0.3531458377838135,8.26,0.02726075053215027,0.3231459856033325,0.6495932340621948,18.88,direct_nli_zero_shot
20,Toto,4,66,Toto,555,556,21,proper_name_to_canonical,False,"[[Toto]] played all day long, and Dorothy played with him, and loved him dearly.","Toto played all day long, and Dorothy played with him, and loved him dearly.","Toto played all day long, and Dorothy played with him, and loved him dearly.","Toto played all day long, and Dorothy played with him, and loved him dearly.",1,33.91832289999002,0.13189445436000824,0.08863626420497894,0.7794693112373352,50.0,0.013889205642044544,0.0321674719452858,0.9539432525634766,50.0,0.5932731628417969,0.02340020425617695,0.38332661986351013,96.21,0.9256118535995483,0.00745163531973958,0.06693660467863083,99.2,0.006320891436189413,0.4106282889842987,0.5830507874488831,50.0,0.02290900982916355,0.411661833524704,0.565429151058197,22.87,direct_nli_zero_shot
20,Toto,5,68,him,565,566,21,third_person_object_pronoun_to_canonical,True,"Toto played all day long, and Dorothy played with [[him]], and loved him dearly.","Toto played all day long, and Dorothy played with Toto, and loved him dearly.","Toto played all day long, and Dorothy played with Toto, and loved him dearly.","Toto played all day long, and Dorothy played with Toto, and loved him dearly.",1,33.91832289999002,0.11436151713132858,0.08734216541051865,0.798296332359314,50.0,0.014651437290012836,0.033537473529577255,0.9518110752105713,50.0,0.5033828020095825,0.032086048275232315,0.46453115344047546,50.0,0.9125450849533081,0.009298115037381649,0.07815687358379364,98.99,0.008283219300210476,0.40302446484565735,0.5886922478675842,50.0,0.023926418274641037,0.43416327238082886,0.5419102311134338,24.1,direct_nli_zero_shot
20,Toto,6,69,him,569,570,21,third_person_object_pronoun_to_canonical,True,"Toto played all day long, and Dorothy played with him, and loved [[him]] dearly.","Toto played all day long, and Dorothy played with him, and loved Toto dearly.","Toto played all day long, and Dorothy played with him, and loved Toto dearly.","Toto played all day long, and Dorothy played with him, and loved Toto dearly.",1,33.91832289999002,0.10378067940473557,0.0630076602101326,0.8332116007804871,50.0,0.011836136691272259,0.02372358739376068,0.9644402861595154,50.0,0.5317254662513733,0.020516809076070786,0.4477577209472656,50.0,0.9233561754226685,0.007295040413737297,0.06934873014688492,99.22,0.005018602591007948,0.3894416391849518,0.6055397987365723,50.0,0.029821880161762238,0.4348190128803253,0.5353590846061707,24.72,direct_nli_zero_shot
20,Toto,7,73,Toto,608,609,24,proper_name_to_canonical,False,"Dorothy stood in the door with [[Toto]] in her arms, and looked at the sky too.","Dorothy stood in the door with Toto in her arms, and looked at the sky too.","Dorothy stood in the door with Toto in her arms, and looked at the sky too.","Dorothy stood in the door with Toto in her arms, and looked at the sky too.",1,33.91832289999002,0.2711910009384155,0.3761439323425293,0.3526650369167328,50.0,0.11549690365791321,0.1680470108985901,0.7164561152458191,50.0,0.12971457839012146,0.2282126396894455,0.6420727968215942,50.0,0.43027934432029724,0.08357653766870499,0.4861440360546112,50.0,0.08295080810785294,0.5880098938941956,0.3290393650531769,12.36,0.06407929211854935,0.383440226316452,0.5524804592132568,25.58,direct_nli_zero_shot
20,Toto,8,95,Toto,782,783,37,proper_name_to_canonical,False,"[[Toto]] jumped out of Dorothy's arms and hid under the bed, and the girl started to get him.","Toto jumped out of Dorothy's arms and hid under the bed, and the girl started to get him.","Toto jumped out of Dorothy's arms and hid under the bed, and the girl started to get him.","Toto jumped out of Dorothy's arms and hid under the bed, and the girl started to get him.",1,33.91832289999002,0.06635869294404984,0.5063870549201965,0.427254319190979,50.0,0.1133057028055191,0.4094265103340149,0.4772678017616272,50.0,0.4331681430339813,0.4378463923931122,0.12898552417755127,50.0,0.08823274075984955,0.41360029578208923,0.49816691875457764,50.0,0.8768831491470337,0.043307121843099594,0.07980971038341522,95.29,0.1666901409626007,0.5688835382461548,0.26442626118659973,45.11,direct_nli_zero_shot
20,Toto,9,98,him,801,802,37,third_person_object_pronoun_to_canonical,True,"Toto jumped out of Dorothy's arms and hid under the bed, and the girl started to get [[him]].","Toto jumped out of Dorothy's arms and hid under the bed, and the girl started to get Toto.","Toto jumped out of Dorothy's arms and hid under the bed, and the girl started to get Toto.","Toto jumped out of Dorothy's arms and hid under the bed, and the girl started to get Toto.",1,33.91832289999002,0.07590516656637192,0.4584377706050873,0.465657114982605,50.0,0.06350937485694885,0.35474616289138794,0.5817444920539856,50.0,0.4453006386756897,0.401706725358963,0.15299271047115326,50.0,0.07874546945095062,0.3883565366268158,0.5328980088233948,50.0,0.8699147701263428,0.05158340185880661,0.07850182056427002,94.4,0.15331122279167175,0.5931796431541443,0.2535090744495392,44.99,direct_nli_zero_shot
