cluster_assertion_id,source_cluster_id,object_property_iri,target_cluster_id,support_assignment_ids_json,aggregation_method,aggregated_score
src_0_prop_holdsAttitudeToward_tgt_1,0,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,1,"[""pred_10_srcm_0_tgtm_1"", ""pred_518_srcm_50_tgtm_53""]",sum_softmax_by_cluster_pair,0.5975555522621405
src_0_prop_holdsAttitudeToward_tgt_2,0,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,2,"[""pred_7449_srcm_672_tgtm_673"", ""pred_10234_srcm_1006_tgtm_1007"", ""pred_10479_srcm_1052_tgtm_1053"", ""pred_10530_srcm_1072_tgtm_1073"", ""pred_10563_srcm_1085_tgtm_1086"", ""pred_12284_srcm_1286_tgtm_1287""]",sum_softmax_by_cluster_pair,2.033942302152596
src_0_prop_holdsAttitudeToward_tgt_3,0,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,3,"[""pred_473_srcm_44_tgtm_45"", ""pred_3690_srcm_307_tgtm_308"", ""pred_7200_srcm_642_tgtm_643""]",sum_softmax_by_cluster_pair,0.9604336985360935
src_0_prop_holdsAttitudeToward_tgt_4,0,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,4,"[""pred_1525_srcm_133_tgtm_135""]",sum_softmax_by_cluster_pair,0.3444713182965583
src_0_prop_holdsAttitudeToward_tgt_5,0,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,5,"[""pred_11027_srcm_1154_tgtm_1155""]",sum_softmax_by_cluster_pair,0.2608087461224868
src_0_prop_holdsAttitudeToward_tgt_6,0,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,6,"[""pred_11027_srcm_1154_tgtm_1156""]",sum_softmax_by_cluster_pair,0.28161854467369785
src_0_prop_holdsAttitudeToward_tgt_9,0,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,9,"[""pred_1775_srcm_165_tgtm_168""]",sum_softmax_by_cluster_pair,0.3391137565220035
src_0_prop_movesToward_tgt_10,0,https://example.org/nlp-sdai/narrative-entity-ontology#movesToward,10,"[""pred_2249_srcm_198_tgtm_200""]",sum_softmax_by_cluster_pair,0.24435732949944833
src_0_prop_holdsAttitudeToward_tgt_11,0,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,11,"[""pred_10234_srcm_1006_tgtm_1008"", ""pred_10479_srcm_1052_tgtm_1054"", ""pred_10530_srcm_1072_tgtm_1074"", ""pred_10563_srcm_1085_tgtm_1087""]",sum_softmax_by_cluster_pair,1.4180112238262916
src_0_prop_movesToward_tgt_12,0,https://example.org/nlp-sdai/narrative-entity-ontology#movesToward,12,"[""pred_10166_srcm_996_tgtm_997""]",sum_softmax_by_cluster_pair,0.2803901533710231
src_0_prop_movesToward_tgt_13,0,https://example.org/nlp-sdai/narrative-entity-ontology#movesToward,13,"[""pred_11092_srcm_1165_tgtm_1166""]",sum_softmax_by_cluster_pair,0.2673172415552033
src_0_prop_holdsAttitudeToward_tgt_14,0,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,14,"[""pred_10234_srcm_1006_tgtm_1009"", ""pred_10479_srcm_1052_tgtm_1055"", ""pred_10530_srcm_1072_tgtm_1075"", ""pred_10563_srcm_1085_tgtm_1088"", ""pred_12284_srcm_1286_tgtm_1288""]",sum_softmax_by_cluster_pair,1.663908538730972
src_2_prop_holdsAttitudeToward_tgt_0,2,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,0,"[""pred_490_srcm_48_tgtm_49"", ""pred_10556_srcm_1081_tgtm_1084"", ""pred_12638_srcm_1335_tgtm_1337"", ""pred_12638_srcm_1335_tgtm_1334"", ""pred_12767_srcm_1366_tgtm_1368""]",sum_softmax_by_cluster_pair,1.9577655267020424
src_2_prop_holdsAttitudeToward_tgt_3,2,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,3,"[""pred_7555_srcm_691_tgtm_693""]",sum_softmax_by_cluster_pair,0.3232351334339056
src_2_prop_holdsAttitudeToward_tgt_6,2,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,6,"[""pred_10580_srcm_1092_tgtm_1095""]",sum_softmax_by_cluster_pair,0.42663692426008226
src_3_prop_holdsAttitudeToward_tgt_0,3,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,0,"[""pred_4409_srcm_384_tgtm_385""]",sum_softmax_by_cluster_pair,0.8308551559197965
src_3_prop_holdsAttitudeToward_tgt_2,3,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,2,"[""pred_2718_srcm_240_tgtm_241""]",sum_softmax_by_cluster_pair,0.3723976021107719
src_3_prop_holdsAttitudeToward_tgt_6,3,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,6,"[""pred_8273_srcm_788_tgtm_790"", ""pred_8438_srcm_804_tgtm_805"", ""pred_9772_srcm_944_tgtm_945"", ""pred_11443_srcm_1216_tgtm_1217"", ""pred_12916_srcm_1397_tgtm_1398""]",sum_softmax_by_cluster_pair,1.6888017476824024
src_3_prop_harms_tgt_8,3,https://example.org/nlp-sdai/narrative-entity-ontology#harms,8,"[""pred_5444_srcm_493_tgtm_494""]",sum_softmax_by_cluster_pair,0.36740780941822576
src_3_prop_guides_tgt_10,3,https://example.org/nlp-sdai/narrative-entity-ontology#guides,10,"[""pred_5947_srcm_536_tgtm_538"", ""pred_7854_srcm_724_tgtm_726"", ""pred_9772_srcm_944_tgtm_946""]",sum_softmax_by_cluster_pair,0.9539378705193878
src_4_prop_hasMember_tgt_1,4,https://example.org/nlp-sdai/narrative-entity-ontology#hasMember,1,"[""pred_1058_srcm_89_tgtm_90""]",sum_softmax_by_cluster_pair,0.5554352309883238
src_4_prop_hasMember_tgt_3,4,https://example.org/nlp-sdai/narrative-entity-ontology#hasMember,3,"[""pred_3207_srcm_271_tgtm_272""]",sum_softmax_by_cluster_pair,1.0
src_5_prop_holdsAttitudeToward_tgt_1,5,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,1,"[""pred_10104_srcm_985_tgtm_988"", ""pred_10104_srcm_985_tgtm_989""]",sum_softmax_by_cluster_pair,0.6681229217859277
