local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_015::cluster_000::mention_000,chunk_015::cluster_000,chunk_015,15,0,0,8,10,44629,44631,the Lion,9,44630,left_overlap,44629:44631:the lion
chunk_015::cluster_000::mention_001,chunk_015::cluster_000,chunk_015,15,0,1,24,25,44645,44646,You,24,44645,left_overlap,44645:44646:you
chunk_015::cluster_000::mention_002,chunk_015::cluster_000,chunk_015,15,0,2,32,34,44653,44655,our enemy,33,44654,left_overlap,44653:44655:our enemy
chunk_015::cluster_000::mention_003,chunk_015::cluster_000,chunk_015,15,0,3,57,59,44678,44680,the Lion,58,44679,left_overlap,44678:44680:the lion
chunk_015::cluster_000::mention_004,chunk_015::cluster_000,chunk_015,15,0,4,184,185,44805,44806,you,184,44805,left_overlap,44805:44806:you
chunk_015::cluster_000::mention_005,chunk_015::cluster_000,chunk_015,15,0,5,191,193,44812,44814,The Lion,192,44813,left_overlap,44812:44814:the lion
chunk_015::cluster_000::mention_006,chunk_015::cluster_000,chunk_015,15,0,6,210,211,44831,44832,he,210,44831,left_overlap,44831:44832:he
chunk_015::cluster_000::mention_007,chunk_015::cluster_000,chunk_015,15,0,7,244,245,44865,44866,you,244,44865,left_overlap,44865:44866:you
chunk_015::cluster_000::mention_008,chunk_015::cluster_000,chunk_015,15,0,8,250,251,44871,44872,I,250,44871,left_overlap,44871:44872:i
chunk_015::cluster_000::mention_009,chunk_015::cluster_000,chunk_015,15,0,9,263,264,44884,44885,me,263,44884,left_overlap,44884:44885:me
chunk_015::cluster_000::mention_010,chunk_015::cluster_000,chunk_015,15,0,10,266,267,44887,44888,me,266,44887,left_overlap,44887:44888:me
chunk_015::cluster_000::mention_011,chunk_015::cluster_000,chunk_015,15,0,11,275,277,44896,44898,the Lion,276,44897,left_overlap,44896:44898:the lion
chunk_015::cluster_000::mention_012,chunk_015::cluster_000,chunk_015,15,0,12,320,322,44941,44943,the Lion,321,44942,left_overlap,44941:44943:the lion
chunk_015::cluster_000::mention_013,chunk_015::cluster_000,chunk_015,15,0,13,355,357,44976,44978,the Lion,356,44977,left_overlap,44976:44978:the lion
chunk_015::cluster_000::mention_014,chunk_015::cluster_000,chunk_015,15,0,14,360,361,44981,44982,I,360,44981,left_overlap,44981:44982:i
chunk_015::cluster_000::mention_015,chunk_015::cluster_000,chunk_015,15,0,15,372,373,44993,44994,He,372,44993,left_overlap,44993:44994:he
chunk_015::cluster_000::mention_016,chunk_015::cluster_000,chunk_015,15,0,16,374,375,44995,44996,his,374,44995,left_overlap,44995:44996:his
chunk_015::cluster_000::mention_017,chunk_015::cluster_000,chunk_015,15,0,17,398,400,45019,45021,the Lion,399,45020,left_overlap,45019:45021:the lion
