local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_008::cluster_000::mention_000,chunk_008::cluster_000,chunk_008,8,0,0,2,3,23621,23622,you,2,23621,left_overlap,23621:23622:you
chunk_008::cluster_000::mention_001,chunk_008::cluster_000,chunk_008,8,0,1,7,8,23626,23627,you,7,23626,left_overlap,23626:23627:you
chunk_008::cluster_000::mention_002,chunk_008::cluster_000,chunk_008,8,0,2,25,26,23644,23645,Dorothy,25,23644,left_overlap,23644:23645:dorothy
chunk_008::cluster_000::mention_003,chunk_008::cluster_000,chunk_008,8,0,3,28,29,23647,23648,him,28,23647,left_overlap,23647:23648:him
chunk_008::cluster_000::mention_004,chunk_008::cluster_000,chunk_008,8,0,4,36,37,23655,23656,he,36,23655,left_overlap,23655:23656:he
chunk_008::cluster_000::mention_005,chunk_008::cluster_000,chunk_008,8,0,5,43,44,23662,23663,I,43,23662,left_overlap,23662:23663:i
chunk_008::cluster_000::mention_006,chunk_008::cluster_000,chunk_008,8,0,6,54,55,23673,23674,I,54,23673,left_overlap,23673:23674:i
chunk_008::cluster_000::mention_007,chunk_008::cluster_000,chunk_008,8,0,7,60,61,23679,23680,I,60,23679,left_overlap,23679:23680:i
chunk_008::cluster_000::mention_009,chunk_008::cluster_000,chunk_008,8,0,9,71,72,23690,23691,my,71,23690,left_overlap,23690:23691:my
chunk_008::cluster_000::mention_011,chunk_008::cluster_000,chunk_008,8,0,11,79,80,23698,23699,I,79,23698,left_overlap,23698:23699:i
chunk_008::cluster_000::mention_013,chunk_008::cluster_000,chunk_008,8,0,13,102,103,23721,23722,you,102,23721,left_overlap,23721:23722:you
chunk_008::cluster_000::mention_014,chunk_008::cluster_000,chunk_008,8,0,14,124,125,23743,23744,me,124,23743,left_overlap,23743:23744:me
chunk_008::cluster_000::mention_015,chunk_008::cluster_000,chunk_008,8,0,15,128,130,23747,23749,the Scarecrow,129,23748,left_overlap,23747:23749:the scarecrow
chunk_008::cluster_000::mention_016,chunk_008::cluster_000,chunk_008,8,0,16,154,155,23773,23774,you,154,23773,left_overlap,23773:23774:you
chunk_008::cluster_000::mention_017,chunk_008::cluster_000,chunk_008,8,0,17,170,171,23789,23790,you,170,23789,left_overlap,23789:23790:you
chunk_008::cluster_000::mention_018,chunk_008::cluster_000,chunk_008,8,0,18,181,182,23800,23801,you,181,23800,left_overlap,23800:23801:you
chunk_008::cluster_000::mention_019,chunk_008::cluster_000,chunk_008,8,0,19,197,198,23816,23817,I,197,23816,left_overlap,23816:23817:i
chunk_008::cluster_000::mention_020,chunk_008::cluster_000,chunk_008,8,0,20,201,202,23820,23821,Dorothy,201,23820,left_overlap,23820:23821:dorothy
chunk_008::cluster_000::mention_021,chunk_008::cluster_000,chunk_008,8,0,21,209,211,23828,23830,the Scarecrow,210,23829,left_overlap,23828:23830:the scarecrow
chunk_008::cluster_000::mention_022,chunk_008::cluster_000,chunk_008,8,0,22,238,239,23857,23858,your,238,23857,left_overlap,23857:23858:your
chunk_008::cluster_000::mention_023,chunk_008::cluster_000,chunk_008,8,0,23,251,252,23870,23871,you,251,23870,left_overlap,23870:23871:you
chunk_008::cluster_000::mention_024,chunk_008::cluster_000,chunk_008,8,0,24,256,257,23875,23876,you,256,23875,left_overlap,23875:23876:you
chunk_008::cluster_000::mention_025,chunk_008::cluster_000,chunk_008,8,0,25,263,265,23882,23884,The Scarecrow,264,23883,left_overlap,23882:23884:the scarecrow
chunk_008::cluster_000::mention_026,chunk_008::cluster_000,chunk_008,8,0,26,269,270,23888,23889,his,269,23888,left_overlap,23888:23889:his
chunk_008::cluster_000::mention_027,chunk_008::cluster_000,chunk_008,8,0,27,280,281,23899,23900,Dorothy,280,23899,left_overlap,23899:23900:dorothy
chunk_008::cluster_000::mention_028,chunk_008::cluster_000,chunk_008,8,0,28,295,296,23914,23915,she,295,23914,left_overlap,23914:23915:she
chunk_008::cluster_000::mention_029,chunk_008::cluster_000,chunk_008,8,0,29,313,315,23932,23934,the Scarecrow,314,23933,left_overlap,23932:23934:the scarecrow
chunk_008::cluster_000::mention_030,chunk_008::cluster_000,chunk_008,8,0,30,324,327,23943,23946,the Tin Woodman,326,23945,left_overlap,23943:23946:the tin woodman
chunk_008::cluster_000::mention_031,chunk_008::cluster_000,chunk_008,8,0,31,342,345,23961,23964,the Tin Woodman,344,23963,left_overlap,23961:23964:the tin woodman
chunk_008::cluster_000::mention_032,chunk_008::cluster_000,chunk_008,8,0,32,354,355,23973,23974,you,354,23973,left_overlap,23973:23974:you
chunk_008::cluster_000::mention_033,chunk_008::cluster_000,chunk_008,8,0,33,362,365,23981,23984,the Tin Woodman,364,23983,left_overlap,23981:23984:the tin woodman
chunk_008::cluster_000::mention_034,chunk_008::cluster_000,chunk_008,8,0,34,375,376,23994,23995,He,375,23994,left_overlap,23994:23995:he
chunk_008::cluster_000::mention_035,chunk_008::cluster_000,chunk_008,8,0,35,380,381,23999,24000,he,380,23999,left_overlap,23999:24000:he
chunk_008::cluster_000::mention_036,chunk_008::cluster_000,chunk_008,8,0,36,392,393,24011,24012,he,392,24011,left_overlap,24011:24012:he
chunk_008::cluster_000::mention_037,chunk_008::cluster_000,chunk_008,8,0,37,405,406,24024,24025,he,405,24024,left_overlap,24024:24025:he
chunk_008::cluster_000::mention_038,chunk_008::cluster_000,chunk_008,8,0,38,408,409,24027,24028,himself,408,24027,left_overlap,24027:24028:himself
chunk_008::cluster_000::mention_039,chunk_008::cluster_000,chunk_008,8,0,39,417,418,24036,24037,I,417,24036,left_overlap,24036:24037:i
chunk_008::cluster_000::mention_040,chunk_008::cluster_000,chunk_008,8,0,40,420,421,24039,24040,I,420,24039,left_overlap,24039:24040:i
chunk_008::cluster_000::mention_041,chunk_008::cluster_000,chunk_008,8,0,41,443,444,24062,24063,me,443,24062,left_overlap,24062:24063:me
chunk_008::cluster_000::mention_042,chunk_008::cluster_000,chunk_008,8,0,42,452,453,24071,24072,I,452,24071,left_overlap,24071:24072:i
chunk_008::cluster_000::mention_043,chunk_008::cluster_000,chunk_008,8,0,43,475,477,24094,24096,the Woodman,476,24095,left_overlap,24094:24096:the woodman
chunk_008::cluster_000::mention_044,chunk_008::cluster_000,chunk_008,8,0,44,482,483,24101,24102,he,482,24101,left_overlap,24101:24102:he
chunk_008::cluster_000::mention_045,chunk_008::cluster_000,chunk_008,8,0,45,591,594,24210,24213,the Tin Woodman,593,24212,left_overlap,24210:24213:the tin woodman
chunk_008::cluster_000::mention_046,chunk_008::cluster_000,chunk_008,8,0,46,617,619,24236,24238,the Woodman,618,24237,left_overlap,24236:24238:the woodman
chunk_008::cluster_000::mention_047,chunk_008::cluster_000,chunk_008,8,0,47,626,627,24245,24246,he,626,24245,left_overlap,24245:24246:he
chunk_008::cluster_000::mention_048,chunk_008::cluster_000,chunk_008,8,0,48,659,660,24278,24279,you,659,24278,left_overlap,24278:24279:you
chunk_008::cluster_000::mention_049,chunk_008::cluster_000,chunk_008,8,0,49,664,665,24283,24284,you,664,24283,left_overlap,24283:24284:you
chunk_008::cluster_000::mention_050,chunk_008::cluster_000,chunk_008,8,0,50,671,672,24290,24291,I,671,24290,left_overlap,24290:24291:i
chunk_008::cluster_000::mention_051,chunk_008::cluster_000,chunk_008,8,0,51,682,683,24301,24302,I,682,24301,left_overlap,24301:24302:i
chunk_008::cluster_000::mention_052,chunk_008::cluster_000,chunk_008,8,0,52,692,693,24311,24312,I,692,24311,left_overlap,24311:24312:i
chunk_008::cluster_000::mention_053,chunk_008::cluster_000,chunk_008,8,0,53,697,698,24316,24317,me,697,24316,left_overlap,24316:24317:me
chunk_008::cluster_000::mention_054,chunk_008::cluster_000,chunk_008,8,0,54,701,702,24320,24321,I,701,24320,left_overlap,24320:24321:i
chunk_008::cluster_000::mention_055,chunk_008::cluster_000,chunk_008,8,0,55,726,727,24345,24346,I,726,24345,left_overlap,24345:24346:i
chunk_008::cluster_000::mention_056,chunk_008::cluster_000,chunk_008,8,0,56,735,736,24354,24355,my,735,24354,left_overlap,24354:24355:my
chunk_008::cluster_000::mention_057,chunk_008::cluster_000,chunk_008,8,0,57,740,742,24359,24361,the Woodman,741,24360,left_overlap,24359:24361:the woodman
