local_cluster_uid,chunk_id,chunk_index,local_cluster_id,canonical_name,n_mentions
chunk_011::cluster_000,chunk_011,11,0,Oz,421
chunk_011::cluster_001,chunk_011,11,1,his friends,102
chunk_011::cluster_002,chunk_011,11,2,Dorothy,119
chunk_011::cluster_003,chunk_011,11,3,a free people,1
chunk_011::cluster_004,chunk_011,11,4,the forest,3
chunk_011::cluster_005,chunk_011,11,5,anybody,1
chunk_011::cluster_006,chunk_011,11,6,master,1
chunk_011::cluster_007,chunk_011,11,7,some of us,1
chunk_011::cluster_008,chunk_011,11,8,the people who walked in the forest,1
chunk_011::cluster_009,chunk_011,11,9,the North,1
chunk_011::cluster_010,chunk_011,11,10,a powerful sorceress,1
chunk_011::cluster_011,chunk_011,11,11,the people,1
chunk_011::cluster_012,chunk_011,11,12,anyone who was good,1
chunk_011::cluster_013,chunk_011,11,13,Everyone,1
chunk_011::cluster_014,chunk_011,11,14,no one,1
chunk_011::cluster_015,chunk_011,11,15,all the men,1
chunk_011::cluster_016,chunk_011,11,16,the Lion,82
chunk_011::cluster_017,chunk_011,11,17,the Palace,4
chunk_011::cluster_018,chunk_011,11,18,a man,1
chunk_011::cluster_019,chunk_011,11,19,her husband,1
chunk_011::cluster_020,chunk_011,11,20,any woman,1
chunk_011::cluster_021,chunk_011,11,21,the best and wisest man in all the land,1
chunk_011::cluster_022,chunk_011,11,22,my grandfather,26
chunk_011::cluster_023,chunk_011,11,23,the King of the Winged Monkeys which lived in the forest near Gayelette's palace,1
chunk_011::cluster_024,chunk_011,11,24,the Winged Monkeys which lived in the forest near Gayelette's palace,1
chunk_011::cluster_025,chunk_011,11,25,his band,5
chunk_011::cluster_026,chunk_011,11,26,the river,5
chunk_011::cluster_027,chunk_011,11,27,the middle of the river,1
chunk_011::cluster_028,chunk_011,11,28,shore,1
chunk_011::cluster_029,chunk_011,11,29,the Winged Monkeys,15
chunk_011::cluster_030,chunk_011,11,30,her kingdom,1
chunk_011::cluster_031,chunk_011,11,31,all the other Monkeys,1
chunk_011::cluster_032,chunk_011,11,32,the slaves of the owner of the Golden Cap,1
chunk_011::cluster_033,chunk_011,11,33,"the slaves of the owner of the Golden Cap, whosoever he may be",1
chunk_011::cluster_034,chunk_011,11,34,the first owner of the Golden Cap,1
chunk_011::cluster_035,chunk_011,11,35,the Wicked Witch,19
chunk_011::cluster_036,chunk_011,11,36,a Winged Monkey,1
chunk_011::cluster_037,chunk_011,11,37,the Winkies,1
chunk_011::cluster_038,chunk_011,11,38,your,2
chunk_011::cluster_039,chunk_011,11,39,the Emerald City,15
chunk_011::cluster_040,chunk_011,11,40,the people,2
chunk_011::cluster_041,chunk_011,11,41,the Land of the West,2
chunk_011::cluster_042,chunk_011,11,42,Aunt Em,3
chunk_011::cluster_043,chunk_011,11,43,the Throne Room,12
chunk_011::cluster_044,chunk_011,11,44,Kansas,6
chunk_011::cluster_045,chunk_011,11,45,home,1
chunk_011::cluster_046,chunk_011,11,46,no one,1
chunk_011::cluster_047,chunk_011,11,47,no one,1
chunk_011::cluster_048,chunk_011,11,48,common mortals,1
chunk_011::cluster_049,chunk_011,11,49,a great Head,1
chunk_011::cluster_050,chunk_011,11,50,a lovely Lady,1
chunk_011::cluster_051,chunk_011,11,51,a terrible Beast,1
chunk_011::cluster_052,chunk_011,11,52,a Ball of Fire,1
chunk_011::cluster_053,chunk_011,11,53,a Great Wizard,1
chunk_011::cluster_054,chunk_011,11,54,a Great Wizard,1
chunk_011::cluster_055,chunk_011,11,55,a common man,1
chunk_011::cluster_056,chunk_011,11,56,a humbug,1
chunk_011::cluster_057,chunk_011,11,57,a humbug,1
