local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_011::cluster_000::mention_000,chunk_011::cluster_000,chunk_011,11,0,0,3,4,32309,32310,you,3,32309,left_overlap,32309:32310:you
chunk_011::cluster_000::mention_001,chunk_011::cluster_000,chunk_011,11,0,1,28,30,32334,32336,the King,29,32335,left_overlap,32334:32336:the king
chunk_011::cluster_000::mention_002,chunk_011::cluster_000,chunk_011,11,0,2,47,48,32353,32354,I,47,32353,left_overlap,32353:32354:i
chunk_011::cluster_000::mention_003,chunk_011::cluster_000,chunk_011,11,0,3,83,85,32389,32391,the leader,84,32390,left_overlap,32389:32391:the leader
chunk_011::cluster_000::mention_004,chunk_011::cluster_000,chunk_011,11,0,4,191,192,32497,32498,Oz,191,32497,left_overlap,32497:32498:oz
chunk_011::cluster_000::mention_005,chunk_011::cluster_000,chunk_011,11,0,5,964,965,33270,33271,Oz,964,33270,left_overlap,33270:33271:oz
chunk_011::cluster_000::mention_006,chunk_011::cluster_000,chunk_011,11,0,6,965,966,33271,33272,himself,965,33271,left_overlap,33271:33272:himself
chunk_011::cluster_000::mention_007,chunk_011::cluster_000,chunk_011,11,0,7,1054,1056,33360,33362,the King,1055,33361,left_overlap,33360:33362:the king
chunk_011::cluster_000::mention_008,chunk_011::cluster_000,chunk_011,11,0,8,1070,1071,33376,33377,his,1070,33376,left_overlap,33376:33377:his
chunk_011::cluster_000::mention_009,chunk_011::cluster_000,chunk_011,11,0,9,1182,1184,33488,33490,the Scarecrow,1183,33489,left_overlap,33488:33490:the scarecrow
chunk_011::cluster_000::mention_010,chunk_011::cluster_000,chunk_011,11,0,10,1212,1214,33518,33520,the Scarecrow,1213,33519,left_overlap,33518:33520:the scarecrow
chunk_011::cluster_000::mention_011,chunk_011::cluster_000,chunk_011,11,0,11,1247,1249,33553,33555,the Scarecrow,1248,33554,left_overlap,33553:33555:the scarecrow
chunk_011::cluster_000::mention_012,chunk_011::cluster_000,chunk_011,11,0,12,1297,1298,33603,33604,he,1297,33603,left_overlap,33603:33604:he
chunk_011::cluster_000::mention_013,chunk_011::cluster_000,chunk_011,11,0,13,1307,1308,33613,33614,he,1307,33613,left_overlap,33613:33614:he
chunk_011::cluster_000::mention_014,chunk_011::cluster_000,chunk_011,11,0,14,1311,1312,33617,33618,his,1311,33617,left_overlap,33617:33618:his
chunk_011::cluster_000::mention_015,chunk_011::cluster_000,chunk_011,11,0,15,1329,1330,33635,33636,he,1329,33635,left_overlap,33635:33636:he
chunk_011::cluster_000::mention_016,chunk_011::cluster_000,chunk_011,11,0,16,1437,1440,33743,33746,the Great Oz,1439,33745,left_overlap,33743:33746:the great oz
chunk_011::cluster_000::mention_017,chunk_011::cluster_000,chunk_011,11,0,17,1455,1456,33761,33762,Oz,1455,33761,left_overlap,33761:33762:oz
chunk_011::cluster_000::mention_018,chunk_011::cluster_000,chunk_011,11,0,18,1474,1475,33780,33781,Oz,1474,33780,left_overlap,33780:33781:oz
chunk_011::cluster_000::mention_019,chunk_011::cluster_000,chunk_011,11,0,19,1481,1484,33787,33790,the Great Wizard,1483,33789,left_overlap,33787:33790:the great wizard
chunk_011::cluster_000::mention_020,chunk_011::cluster_000,chunk_011,11,0,20,1492,1493,33798,33799,he,1492,33798,left_overlap,33798:33799:he
chunk_011::cluster_000::mention_021,chunk_011::cluster_000,chunk_011,11,0,21,1501,1502,33807,33808,him,1501,33807,left_overlap,33807:33808:him
chunk_011::cluster_000::mention_022,chunk_011::cluster_000,chunk_011,11,0,22,1528,1529,33834,33835,Oz,1528,33834,left_overlap,33834:33835:oz
chunk_011::cluster_000::mention_023,chunk_011::cluster_000,chunk_011,11,0,23,1548,1550,33854,33856,the Scarecrow,1549,33855,left_overlap,33854:33856:the scarecrow
chunk_011::cluster_000::mention_024,chunk_011::cluster_000,chunk_011,11,0,24,1561,1562,33867,33868,Oz,1561,33867,left_overlap,33867:33868:oz
chunk_011::cluster_000::mention_025,chunk_011::cluster_000,chunk_011,11,0,25,1565,1566,33871,33872,he,1565,33871,left_overlap,33871:33872:he
chunk_011::cluster_000::mention_026,chunk_011::cluster_000,chunk_011,11,0,26,1573,1574,33879,33880,him,1573,33879,left_overlap,33879:33880:him
chunk_011::cluster_000::mention_027,chunk_011::cluster_000,chunk_011,11,0,27,1590,1591,33896,33897,he,1590,33896,left_overlap,33896:33897:he
chunk_011::cluster_000::mention_028,chunk_011::cluster_000,chunk_011,11,0,28,1592,1593,33898,33899,his,1592,33898,left_overlap,33898:33899:his
chunk_011::cluster_000::mention_029,chunk_011::cluster_000,chunk_011,11,0,29,1598,1600,33904,33906,the Wizard,1599,33905,core,
