cluster_id,subject,mention_index_in_cluster,mention_id,mention_text,mention_start,mention_end,sentence_index,mention_render_rule,mention_render_was_changed,original_context_text,rendered_context_text,context_text,normalized_context_text,chunk_index,elapsed_seconds_at_completion,openness_positive_probability,openness_negative_probability,openness_neutral_probability,conscientiousness_positive_probability,conscientiousness_negative_probability,conscientiousness_neutral_probability,extraversion_positive_probability,extraversion_negative_probability,extraversion_neutral_probability,agreeableness_positive_probability,agreeableness_negative_probability,agreeableness_neutral_probability,neuroticism_positive_probability,neuroticism_negative_probability,neuroticism_neutral_probability,OCEAN_weight_high_probability,OCEAN_weight_medium_probability,OCEAN_weight_low_probability
111,the travelers,0,639,We,4241,4242,186,first_second_person_keep_original,False,""" [[We]] will go to the Emerald City and ask the Great Oz how to get back to Kansas again.",""" We will go to the Emerald City and ask the Great Oz how to get back to Kansas again.",""" We will go to the Emerald City and ask the Great Oz how to get back to Kansas again.",""" We will go to the Emerald City and ask the Great Oz how to get back to Kansas again.",1,9.809521900024265,0.5507939457893372,0.30081707239151,0.14838901162147522,0.09860729426145554,0.40257585048675537,0.4988168478012085,0.2571657598018646,0.3926578760147095,0.35017630457878113,0.11376386135816574,0.1886671483516693,0.6975690126419067,0.13018931448459625,0.596430242061615,0.27338042855262756,0.08469030261039734,0.38628649711608887,0.5290232300758362
111,the travelers,1,994,They,6035,6036,258,proper_name_to_canonical,True,[[They]] walked back to the road.,the travelers walked back to the road.,the travelers walked back to the road.,the travelers walked back to the road.,1,9.809521900024265,0.16164052486419678,0.32303401827812195,0.5153254866600037,0.3237306773662567,0.391830712556839,0.2844385802745819,0.17422188818454742,0.4640842080116272,0.36169394850730896,0.28368833661079407,0.19959966838359833,0.516711950302124,0.1445464938879013,0.6298196315765381,0.2256338745355606,0.09220951050519943,0.3039345145225525,0.6038559675216675
111,the travelers,2,998,they,6050,6051,259,third_person_subject_pronoun_to_canonical,True,"Dorothy helped him over the fence, and [[they]] started along the path of yellow brick for the Emerald City.","Dorothy helped him over the fence, and the travelers started along the path of yellow brick for the Emerald City.","Dorothy helped him over the fence, and the travelers started along the path of yellow brick for the Emerald City.","Dorothy helped him over the fence, and the travelers started along the path of yellow brick for the Emerald City.",1,9.809521900024265,0.614247739315033,0.25643190741539,0.12932038307189941,0.2713550627231598,0.24158401787281036,0.48706090450286865,0.4937516152858734,0.20442406833171844,0.30182430148124695,0.8709048628807068,0.02940952405333519,0.0996856540441513,0.07364742457866669,0.6433430314064026,0.28300952911376953,0.12996530532836914,0.45221367478370667,0.4178210496902466
111,the travelers,3,1002,the party,6071,6073,260,simple_nominal_to_canonical,True,Toto did not like this addition to [[the party]] at first.,Toto did not like this addition to the travelers at first.,Toto did not like this addition to the travelers at first.,Toto did not like this addition to the travelers at first.,1,9.809521900024265,0.07230105251073837,0.5959839224815369,0.33171501755714417,0.16620731353759766,0.3793393671512604,0.45445334911346436,0.10356565564870834,0.4864240288734436,0.41001030802726746,0.021865172311663628,0.13199269771575928,0.8461421132087708,0.25593557953834534,0.45005911588668823,0.29400527477264404,0.1717531979084015,0.4627317190170288,0.3655150830745697
111,the travelers,4,1051,they,6389,6390,275,third_person_subject_pronoun_to_canonical,True,"There were fewer houses and fewer fruit trees, and the farther [[they]] went the more dismal and lonesome the country became.","There were fewer houses and fewer fruit trees, and the farther the travelers went the more dismal and lonesome the country became.","There were fewer houses and fewer fruit trees, and the farther the travelers went the more dismal and lonesome the country became.","There were fewer houses and fewer fruit trees, and the farther the travelers went the more dismal and lonesome the country became.",1,9.809521900024265,0.06713949143886566,0.3133434057235718,0.6195171475410461,0.29059696197509766,0.2706017792224884,0.43880128860473633,0.011322416365146637,0.4288305640220642,0.5598469376564026,0.011532575823366642,0.03442990779876709,0.9540375471115112,0.3862920105457306,0.49262964725494385,0.12107829004526138,0.12359976768493652,0.33198368549346924,0.5444165468215942
111,the travelers,5,1053,they,6403,6404,276,third_person_subject_pronoun_to_canonical,True,"At noon [[they]] sat down by the roadside, near a little brook, and Dorothy opened her basket and got out some bread.","At noon the travelers sat down by the roadside, near a little brook, and Dorothy opened her basket and got out some bread.","At noon the travelers sat down by the roadside, near a little brook, and Dorothy opened her basket and got out some bread.","At noon the travelers sat down by the roadside, near a little brook, and Dorothy opened her basket and got out some bread.",1,9.809521900024265,0.2733892500400543,0.3268847167491913,0.3997260630130768,0.2793086767196655,0.3312017321586609,0.3894895613193512,0.16897346079349518,0.33367303013801575,0.4973534643650055,0.395950585603714,0.1151157096028328,0.4889336824417114,0.10182514786720276,0.7060736417770386,0.19210128486156464,0.1378408521413803,0.3335515260696411,0.5286076664924622
111,the travelers,6,1133,we,6743,6744,290,first_second_person_keep_original,False,"""Won't you tell me a story, while [[we]] are resting?"" asked the child.","""Won't you tell me a story, while we are resting?"" asked the child.","""Won't you tell me a story, while we are resting?"" asked the child.","""Won't you tell me a story, while we are resting?"" asked the child.",1,9.809521900024265,0.5820226669311523,0.3084314465522766,0.10954587161540985,0.19496096670627594,0.3113946318626404,0.4936444163322449,0.4963442385196686,0.20868264138698578,0.2949730455875397,0.8415045738220215,0.06122685596346855,0.09726863354444504,0.10400596261024475,0.6012957692146301,0.2946983277797699,0.1480807065963745,0.43095114827156067,0.4209681749343872
111,the travelers,7,1339,we,7536,7537,323,first_second_person_keep_original,False,"By good luck you came along and pulled me off the stake, and from what you say I am sure the Great Oz will give me brains as soon as [[we]] get to the Emerald City."" ""I hope so,"" said Dorothy earnestly, ""since you seem anxious to have them.","By good luck you came along and pulled me off the stake, and from what you say I am sure the Great Oz will give me brains as soon as we get to the Emerald City."" ""I hope so,"" said Dorothy earnestly, ""since you seem anxious to have them.","By good luck you came along and pulled me off the stake, and from what you say I am sure the Great Oz will give me brains as soon as we get to the Emerald City."" ""I hope so,"" said Dorothy earnestly, ""since you seem anxious to have them.","By good luck you came along and pulled me off the stake, and from what you say I am sure the Great Oz will give me brains as soon as we get to the Emerald City."" ""I hope so,"" said Dorothy earnestly, ""since you seem anxious to have them.",1,9.809521900024265,0.6961925625801086,0.1753387749195099,0.12846866250038147,0.10389715433120728,0.21095681190490723,0.6851460337638855,0.2978169918060303,0.33669933676719666,0.36548367142677307,0.8285608887672424,0.04161577671766281,0.12982335686683655,0.3114190101623535,0.41085439920425415,0.2777266502380371,0.18116495013237,0.536928117275238,0.28190696239471436
111,the travelers,8,1350,us,7606,7607,326,first_second_person_keep_original,False,""" ""Well,"" said the girl, ""let [[us]] go.""",""" ""Well,"" said the girl, ""let us go.""",""" ""Well,"" said the girl, ""let us go.""",""" ""Well,"" said the girl, ""let us go.""",1,9.809521900024265,0.24299786984920502,0.4439948499202728,0.31300729513168335,0.2005322128534317,0.4350186884403229,0.364449143409729,0.22275304794311523,0.4020264446735382,0.37522047758102417,0.3582179546356201,0.2792530059814453,0.3625290095806122,0.11520237475633621,0.6683065295219421,0.21649116277694702,0.16155153512954712,0.393260657787323,0.4451877474784851
111,the travelers,9,1355,they,7641,7642,329,third_person_subject_pronoun_to_canonical,True,"Toward evening [[they]] came to a great forest, where the trees grew so big and close together that their branches met over the road of yellow brick.","Toward evening the travelers came to a great forest, where the trees grew so big and close together that their branches met over the road of yellow brick.","Toward evening the travelers came to a great forest, where the trees grew so big and close together that their branches met over the road of yellow brick.","Toward evening the travelers came to a great forest, where the trees grew so big and close together that their branches met over the road of yellow brick.",1,9.809521900024265,0.3264959454536438,0.36104533076286316,0.31245869398117065,0.33688709139823914,0.36783647537231445,0.295276403427124,0.10238053649663925,0.37946227192878723,0.5181571841239929,0.20472154021263123,0.09318077564239502,0.7020977139472961,0.12614117562770844,0.5991471409797668,0.2747116684913635,0.11102467030286789,0.22559398412704468,0.6633813977241516
111,the travelers,10,1358,the travelers,7685,7687,330,proper_name_to_canonical,False,"It was almost dark under the trees, for the branches shut out the daylight; but [[the travelers]] did not stop, and went on into the forest.","It was almost dark under the trees, for the branches shut out the daylight; but the travelers did not stop, and went on into the forest.","It was almost dark under the trees, for the branches shut out the daylight; but the travelers did not stop, and went on into the forest.","It was almost dark under the trees, for the branches shut out the daylight; but the travelers did not stop, and went on into the forest.",1,9.809521900024265,0.25561121106147766,0.2839738726615906,0.46041491627693176,0.3419836461544037,0.2907630205154419,0.3672533631324768,0.08840745687484741,0.3598889112472534,0.5517036318778992,0.10943847894668579,0.1466914266347885,0.7438700795173645,0.06671913713216782,0.5937907695770264,0.3394901752471924,0.142886683344841,0.2746155560016632,0.5824977159500122
111,the travelers,11,1365,we,7731,7732,331,first_second_person_keep_original,False,"""If this road goes in, it must come out,"" said the Scarecrow, ""and as the Emerald City is at the other end of the road, [[we]] must go wherever it leads us.","""If this road goes in, it must come out,"" said the Scarecrow, ""and as the Emerald City is at the other end of the road, we must go wherever it leads us.","""If this road goes in, it must come out,"" said the Scarecrow, ""and as the Emerald City is at the other end of the road, we must go wherever it leads us.","""If this road goes in, it must come out,"" said the Scarecrow, ""and as the Emerald City is at the other end of the road, we must go wherever it leads us.",1,9.809521900024265,0.6984633803367615,0.13842830061912537,0.16310839354991913,0.25171369314193726,0.2688652276992798,0.47942113876342773,0.22629226744174957,0.3817540407180786,0.391953706741333,0.27035850286483765,0.09207472950220108,0.6375668048858643,0.11129660904407501,0.6266249418258667,0.26207849383354187,0.13830623030662537,0.31160178780555725,0.5500919818878174
111,the travelers,12,1367,us,7737,7738,331,first_second_person_keep_original,False,"""If this road goes in, it must come out,"" said the Scarecrow, ""and as the Emerald City is at the other end of the road, we must go wherever it leads [[us]].","""If this road goes in, it must come out,"" said the Scarecrow, ""and as the Emerald City is at the other end of the road, we must go wherever it leads us.","""If this road goes in, it must come out,"" said the Scarecrow, ""and as the Emerald City is at the other end of the road, we must go wherever it leads us.","""If this road goes in, it must come out,"" said the Scarecrow, ""and as the Emerald City is at the other end of the road, we must go wherever it leads us.",1,9.809521900024265,0.6984633803367615,0.13842830061912537,0.16310839354991913,0.25171369314193726,0.2688652276992798,0.47942113876342773,0.22629226744174957,0.3817540407180786,0.391953706741333,0.27035850286483765,0.09207472950220108,0.6375668048858643,0.11129660904407501,0.6266249418258667,0.26207849383354187,0.13830623030662537,0.31160178780555725,0.5500919818878174
111,the travelers,13,1376,they,7797,7798,335,third_person_subject_pronoun_to_canonical,True,""" After an hour or so the light faded away, and [[they]] found themselves stumbling along in the darkness.",""" After an hour or so the light faded away, and the travelers found themselves stumbling along in the darkness.",""" After an hour or so the light faded away, and the travelers found themselves stumbling along in the darkness.",""" After an hour or so the light faded away, and the travelers found themselves stumbling along in the darkness.",1,9.809521900024265,0.11622598767280579,0.3250102400779724,0.5587638020515442,0.06821433454751968,0.2727067470550537,0.6590788960456848,0.038708750158548355,0.3687858283519745,0.5925054550170898,0.031185021623969078,0.09301040321588516,0.875804603099823,0.526361882686615,0.1984233856201172,0.27521470189094543,0.09273641556501389,0.3435705602169037,0.5636929869651794
111,the travelers,14,1377,themselves,7799,7800,335,third_person_reflexive_keep_original,False,""" After an hour or so the light faded away, and they found [[themselves]] stumbling along in the darkness.",""" After an hour or so the light faded away, and they found themselves stumbling along in the darkness.",""" After an hour or so the light faded away, and they found themselves stumbling along in the darkness.",""" After an hour or so the light faded away, and they found themselves stumbling along in the darkness.",1,9.809521900024265,0.12826374173164368,0.2798802852630615,0.5918560028076172,0.06672131270170212,0.2706739604473114,0.6626047492027283,0.043642494827508926,0.35843387246131897,0.5979235768318176,0.04467596113681793,0.08346568048000336,0.8718583583831787,0.41507452726364136,0.27676939964294434,0.3081561028957367,0.11198659241199493,0.34448009729385376,0.5435333251953125
111,the travelers,15,1390,we,7867,7868,338,first_second_person_keep_original,False,"""If you see any house, or any place where [[we]] can pass the night,"" she said, ""you must tell me; for it is very uncomfortable walking in the dark.","""If you see any house, or any place where we can pass the night,"" she said, ""you must tell me; for it is very uncomfortable walking in the dark.","""If you see any house, or any place where we can pass the night,"" she said, ""you must tell me; for it is very uncomfortable walking in the dark.","""If you see any house, or any place where we can pass the night,"" she said, ""you must tell me; for it is very uncomfortable walking in the dark.",1,9.809521900024265,0.4704655110836029,0.297516793012619,0.2320176512002945,0.4546639919281006,0.21820342540740967,0.32713258266448975,0.08793806284666061,0.3215855658054352,0.590476393699646,0.7225302457809448,0.04933714494109154,0.22813263535499573,0.3687872290611267,0.5038877725601196,0.12732504308223724,0.15490016341209412,0.3592754602432251,0.4858243763446808
111,the travelers,16,1399,us,7912,7913,340,first_second_person_keep_original,False,"""I see a little cottage at the right of [[us]],"" he said, ""built of logs and branches.","""I see a little cottage at the right of us,"" he said, ""built of logs and branches.","""I see a little cottage at the right of us,"" he said, ""built of logs and branches.","""I see a little cottage at the right of us,"" he said, ""built of logs and branches.",1,9.809521900024265,0.5120075345039368,0.2199489176273346,0.26804348826408386,0.22479292750358582,0.30598291754722595,0.46922412514686584,0.21387682855129242,0.2202892154455185,0.5658339262008667,0.2556278705596924,0.02305680699646473,0.7213152647018433,0.05142620950937271,0.41348475217819214,0.5350890159606934,0.09415704756975174,0.3883454501628876,0.5174974799156189
