cluster_id,subject,mention_index_in_cluster,mention_id,mention_text,mention_start,mention_end,sentence_index,mention_render_rule,mention_render_was_changed,original_context_text,rendered_context_text,context_text,normalized_context_text,chunk_index,elapsed_seconds_at_completion,openness_positive_probability,openness_negative_probability,openness_neutral_probability,conscientiousness_positive_probability,conscientiousness_negative_probability,conscientiousness_neutral_probability,extraversion_positive_probability,extraversion_negative_probability,extraversion_neutral_probability,agreeableness_positive_probability,agreeableness_negative_probability,agreeableness_neutral_probability,neuroticism_positive_probability,neuroticism_negative_probability,neuroticism_neutral_probability,OCEAN_weight_high_probability,OCEAN_weight_medium_probability,OCEAN_weight_low_probability
326,strangers,0,4892,we,24970,24971,1001,first_second_person_keep_original,False,"""What shall [[we]] do now?"" asked Dorothy sadly.","""What shall we do now?"" asked Dorothy sadly.","""What shall we do now?"" asked Dorothy sadly.","""What shall we do now?"" asked Dorothy sadly.",1,10.553978899988579,0.1368313580751419,0.41220977902412415,0.45095887780189514,0.2338569015264511,0.27022114396095276,0.49592188000679016,0.010025348514318466,0.4410032331943512,0.54897141456604,0.3760225474834442,0.045549940317869186,0.5784274935722351,0.9095667004585266,0.07302132993936539,0.017411967739462852,0.1685788929462433,0.47527939081192017,0.3561416566371918
326,strangers,1,4895,we,24986,24987,1002,first_second_person_keep_original,False,"""There is only one thing [[we]] can do,"" returned the Lion, ""and that is to go to the land of the Winkies, seek out the Wicked Witch, and destroy her.""","""There is only one thing we can do,"" returned the Lion, ""and that is to go to the land of the Winkies, seek out the Wicked Witch, and destroy her.""","""There is only one thing we can do,"" returned the Lion, ""and that is to go to the land of the Winkies, seek out the Wicked Witch, and destroy her.""","""There is only one thing we can do,"" returned the Lion, ""and that is to go to the land of the Winkies, seek out the Wicked Witch, and destroy her.""",1,10.553978899988579,0.2498483508825302,0.43276768922805786,0.31738388538360596,0.411903977394104,0.25180721282958984,0.33628883957862854,0.19144201278686523,0.3898993730545044,0.4186585545539856,0.19976893067359924,0.35699716210365295,0.44323381781578064,0.15897396206855774,0.5409623980522156,0.3000635504722595,0.24578127264976501,0.23630784451961517,0.5179109573364258
326,strangers,2,4901,we,25023,25024,1003,first_second_person_keep_original,False,"""But suppose [[we]] cannot?"" said the girl.","""But suppose we cannot?"" said the girl.","""But suppose we cannot?"" said the girl.","""But suppose we cannot?"" said the girl.",1,10.553978899988579,0.27523666620254517,0.5319592356681824,0.1928040236234665,0.23446078598499298,0.3283901512622833,0.4371490478515625,0.24023565649986267,0.35245436429977417,0.40730994939804077,0.4027874767780304,0.23957769572734833,0.35763487219810486,0.2225622534751892,0.631549060344696,0.14588864147663116,0.14492924511432648,0.4262828230857849,0.4287879168987274
326,strangers,3,4922,we,25135,25136,1011,first_second_person_keep_original,False,""" So Dorothy dried her eyes and said, ""I suppose [[we]] must try it; but I am sure I do not want to kill anybody, even to see Aunt Em again.""",""" So Dorothy dried her eyes and said, ""I suppose we must try it; but I am sure I do not want to kill anybody, even to see Aunt Em again.""",""" So Dorothy dried her eyes and said, ""I suppose we must try it; but I am sure I do not want to kill anybody, even to see Aunt Em again.""",""" So Dorothy dried her eyes and said, ""I suppose we must try it; but I am sure I do not want to kill anybody, even to see Aunt Em again.""",1,10.553978899988579,0.20877709984779358,0.4828210473060608,0.3084019124507904,0.2042045295238495,0.2671143412590027,0.5286811590194702,0.15128041803836823,0.31238389015197754,0.5363356471061707,0.2788396179676056,0.39611753821372986,0.32504287362098694,0.3828307092189789,0.38451677560806274,0.23265253007411957,0.2843962609767914,0.37255629897117615,0.3430474102497101
326,strangers,4,4955,their,25257,25258,1015,third_person_possessive_pronoun_to_canonical_possessive,True,""" Therefore it was decided to start upon [[their]] journey the next morning, and the Woodman sharpened his axe on a green grindstone and had all his joints properly oiled.",""" Therefore it was decided to start upon strangers' journey the next morning, and the Woodman sharpened his axe on a green grindstone and had all his joints properly oiled.",""" Therefore it was decided to start upon strangers' journey the next morning, and the Woodman sharpened his axe on a green grindstone and had all his joints properly oiled.",""" Therefore it was decided to start upon strangers' journey the next morning, and the Woodman sharpened his axe on a green grindstone and had all his joints properly oiled.",1,10.553978899988579,0.3991226851940155,0.2252032309770584,0.3756740987300873,0.742005467414856,0.11550458520650864,0.14248991012573242,0.16661249101161957,0.33329570293426514,0.5000918507575989,0.4377633035182953,0.10009226202964783,0.4621444642543793,0.05944976210594177,0.5290943384170532,0.4114559292793274,0.1294287145137787,0.1477941870689392,0.7227771282196045
326,strangers,5,4972,them,25311,25312,1017,third_person_object_pronoun_to_canonical,True,"The green girl, who was very kind to [[them]], filled Dorothy's basket with good things to eat, and fastened a little bell around Toto's neck with a green ribbon.","The green girl, who was very kind to strangers, filled Dorothy's basket with good things to eat, and fastened a little bell around Toto's neck with a green ribbon.","The green girl, who was very kind to strangers, filled Dorothy's basket with good things to eat, and fastened a little bell around Toto's neck with a green ribbon.","The green girl, who was very kind to strangers, filled Dorothy's basket with good things to eat, and fastened a little bell around Toto's neck with a green ribbon.",1,10.553978899988579,0.6764993667602539,0.1940096765756607,0.12949097156524658,0.2212217152118683,0.10167909413576126,0.6770991683006287,0.5451356172561646,0.17697961628437042,0.2778847813606262,0.9841540455818176,0.008448339998722076,0.007397613488137722,0.01475592516362667,0.4431855380535126,0.542058527469635,0.2076268345117569,0.44783246517181396,0.34454068541526794
326,strangers,6,4976,They,25338,25339,1018,proper_name_to_canonical,True,"[[They]] went to bed quite early and slept soundly until daylight, when they were awakened by the crowing of a green cock that lived in the back yard of the Palace, and the cackling of a hen that had laid a green egg.","strangers went to bed quite early and slept soundly until daylight, when they were awakened by the crowing of a green cock that lived in the back yard of the Palace, and the cackling of a hen that had laid a green egg.","strangers went to bed quite early and slept soundly until daylight, when they were awakened by the crowing of a green cock that lived in the back yard of the Palace, and the cackling of a hen that had laid a green egg.","strangers went to bed quite early and slept soundly until daylight, when they were awakened by the crowing of a green cock that lived in the back yard of the Palace, and the cackling of a hen that had laid a green egg.",1,10.553978899988579,0.03350737690925598,0.2455112487077713,0.7209813594818115,0.4230099022388458,0.2071550190448761,0.3698350787162781,0.007763760630041361,0.3784884810447693,0.613747775554657,0.14132848381996155,0.03659869357943535,0.8220728635787964,0.03179490938782692,0.4776025414466858,0.4906025528907776,0.09747964143753052,0.20576070249080658,0.6967595815658569
326,strangers,7,4978,they,25351,25352,1018,third_person_subject_pronoun_to_canonical,True,"They went to bed quite early and slept soundly until daylight, when [[they]] were awakened by the crowing of a green cock that lived in the back yard of the Palace, and the cackling of a hen that had laid a green egg.","They went to bed quite early and slept soundly until daylight, when strangers were awakened by the crowing of a green cock that lived in the back yard of the Palace, and the cackling of a hen that had laid a green egg.","They went to bed quite early and slept soundly until daylight, when strangers were awakened by the crowing of a green cock that lived in the back yard of the Palace, and the cackling of a hen that had laid a green egg.","They went to bed quite early and slept soundly until daylight, when strangers were awakened by the crowing of a green cock that lived in the back yard of the Palace, and the cackling of a hen that had laid a green egg.",1,10.553978899988579,0.07791591435670853,0.26233425736427307,0.6597498059272766,0.4175668954849243,0.26501700282096863,0.3174161911010742,0.03193460777401924,0.3457688093185425,0.6222966313362122,0.1631201058626175,0.08114556223154068,0.7557343244552612,0.03621038421988487,0.48118892312049866,0.48260071873664856,0.12462501972913742,0.2634449601173401,0.6119300127029419
326,strangers,8,4984,them,25392,25393,1019,third_person_object_pronoun_to_canonical,True,The soldier with the green whiskers led [[them]] through the streets of the Emerald City until they reached the room where the Guardian of the Gates lived.,The soldier with the green whiskers led strangers through the streets of the Emerald City until they reached the room where the Guardian of the Gates lived.,The soldier with the green whiskers led strangers through the streets of the Emerald City until they reached the room where the Guardian of the Gates lived.,The soldier with the green whiskers led strangers through the streets of the Emerald City until they reached the room where the Guardian of the Gates lived.,1,10.553978899988579,0.2692149877548218,0.3566519021987915,0.3741331696510315,0.47644737362861633,0.22916074097156525,0.294391930103302,0.190824955701828,0.3913562297821045,0.4178188443183899,0.43666142225265503,0.0778697058558464,0.48546886444091797,0.11775336414575577,0.5180323123931885,0.36421439051628113,0.14288684725761414,0.37423449754714966,0.4828786849975586
326,strangers,9,4988,they,25401,25402,1019,third_person_subject_pronoun_to_canonical,True,The soldier with the green whiskers led them through the streets of the Emerald City until [[they]] reached the room where the Guardian of the Gates lived.,The soldier with the green whiskers led them through the streets of the Emerald City until strangers reached the room where the Guardian of the Gates lived.,The soldier with the green whiskers led them through the streets of the Emerald City until strangers reached the room where the Guardian of the Gates lived.,The soldier with the green whiskers led them through the streets of the Emerald City until strangers reached the room where the Guardian of the Gates lived.,1,10.553978899988579,0.3169402480125427,0.39022406935691833,0.29283571243286133,0.4820477366447449,0.2870017886161804,0.2309504747390747,0.15003162622451782,0.4715898931026459,0.3783784508705139,0.3627784848213196,0.14881131052970886,0.48841023445129395,0.10164099186658859,0.5728906989097595,0.3254683315753937,0.08888231217861176,0.39606401324272156,0.5150536894798279
