local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_061::cluster_000::mention_000,chunk_061::cluster_000,chunk_061,61,0,0,8,9,187457,187458,Calla,8,187457,left_overlap,187457:187458:calla
chunk_061::cluster_000::mention_001,chunk_061::cluster_000,chunk_061,61,0,1,17,18,187466,187467,I,17,187466,left_overlap,187466:187467:i
chunk_061::cluster_001::mention_000,chunk_061::cluster_001,chunk_061,61,1,0,11,14,187460,187463,The fairy folk,13,187462,left_overlap,187460:187463:the fairy folk
chunk_061::cluster_002::mention_000,chunk_061::cluster_002,chunk_061,61,2,0,21,23,187470,187472,good Christians,22,187471,left_overlap,187470:187472:good christians
chunk_061::cluster_003::mention_000,chunk_061::cluster_003,chunk_061,61,3,0,49,50,187498,187499,Gwenhwyfar,49,187498,left_overlap,187498:187499:gwenhwyfar
chunk_061::cluster_003::mention_001,chunk_061::cluster_003,chunk_061,61,3,1,54,55,187503,187504,I,54,187503,left_overlap,187503:187504:i
chunk_061::cluster_003::mention_002,chunk_061::cluster_003,chunk_061,61,3,2,56,57,187505,187506,1,56,187505,left_overlap,187505:187506:1
chunk_061::cluster_003::mention_003,chunk_061::cluster_003,chunk_061,61,3,3,113,114,187562,187563,Morgaine,113,187562,left_overlap,187562:187563:morgaine
chunk_061::cluster_003::mention_004,chunk_061::cluster_003,chunk_061,61,3,4,118,119,187567,187568,your,118,187567,left_overlap,187567:187568:your
chunk_061::cluster_003::mention_005,chunk_061::cluster_003,chunk_061,61,3,5,154,155,187603,187604,my,154,187603,left_overlap,187603:187604:my
chunk_061::cluster_003::mention_006,chunk_061::cluster_003,chunk_061,61,3,6,158,159,187607,187608,my,158,187607,left_overlap,187607:187608:my
chunk_061::cluster_003::mention_007,chunk_061::cluster_003,chunk_061,61,3,7,176,177,187625,187626,she,176,187625,left_overlap,187625:187626:she
chunk_061::cluster_003::mention_008,chunk_061::cluster_003,chunk_061,61,3,8,183,184,187632,187633,you,183,187632,left_overlap,187632:187633:you
chunk_061::cluster_003::mention_009,chunk_061::cluster_003,chunk_061,61,3,9,188,189,187637,187638,Morgaine,188,187637,left_overlap,187637:187638:morgaine
chunk_061::cluster_003::mention_011,chunk_061::cluster_003,chunk_061,61,3,11,193,194,187642,187643,I,193,187642,left_overlap,187642:187643:i
chunk_061::cluster_003::mention_012,chunk_061::cluster_003,chunk_061,61,3,12,198,199,187647,187648,Morgaine,198,187647,left_overlap,187647:187648:morgaine
chunk_061::cluster_003::mention_013,chunk_061::cluster_003,chunk_061,61,3,13,202,203,187651,187652,Gwenhwyfar,202,187651,left_overlap,187651:187652:gwenhwyfar
chunk_061::cluster_003::mention_014,chunk_061::cluster_003,chunk_061,61,3,14,205,206,187654,187655,her,205,187654,left_overlap,187654:187655:her
chunk_061::cluster_003::mention_015,chunk_061::cluster_003,chunk_061,61,3,15,218,219,187667,187668,she,218,187667,left_overlap,187667:187668:she
chunk_061::cluster_003::mention_016,chunk_061::cluster_003,chunk_061,61,3,16,227,228,187676,187677,you,227,187676,left_overlap,187676:187677:you
chunk_061::cluster_003::mention_017,chunk_061::cluster_003,chunk_061,61,3,17,265,266,187714,187715,I,265,187714,left_overlap,187714:187715:i
chunk_061::cluster_003::mention_018,chunk_061::cluster_003,chunk_061,61,3,18,283,284,187732,187733,She,283,187732,left_overlap,187732:187733:she
chunk_061::cluster_003::mention_019,chunk_061::cluster_003,chunk_061,61,3,19,287,288,187736,187737,I,287,187736,left_overlap,187736:187737:i
chunk_061::cluster_003::mention_020,chunk_061::cluster_003,chunk_061,61,3,20,307,308,187756,187757,I,307,187756,left_overlap,187756:187757:i
chunk_061::cluster_003::mention_021,chunk_061::cluster_003,chunk_061,61,3,21,333,334,187782,187783,You,333,187782,left_overlap,187782:187783:you
chunk_061::cluster_003::mention_022,chunk_061::cluster_003,chunk_061,61,3,22,339,340,187788,187789,Gwenhwyfar,339,187788,left_overlap,187788:187789:gwenhwyfar
chunk_061::cluster_003::mention_023,chunk_061::cluster_003,chunk_061,61,3,23,342,343,187791,187792,Morgaine,342,187791,left_overlap,187791:187792:morgaine
chunk_061::cluster_003::mention_024,chunk_061::cluster_003,chunk_061,61,3,24,347,348,187796,187797,1,347,187796,left_overlap,187796:187797:1
chunk_061::cluster_003::mention_025,chunk_061::cluster_003,chunk_061,61,3,25,361,362,187810,187811,my,361,187810,left_overlap,187810:187811:my
chunk_061::cluster_003::mention_026,chunk_061::cluster_003,chunk_061,61,3,26,376,377,187825,187826,I,376,187825,left_overlap,187825:187826:i
chunk_061::cluster_003::mention_027,chunk_061::cluster_003,chunk_061,61,3,27,404,405,187853,187854,Gwenhwyfar,404,187853,left_overlap,187853:187854:gwenhwyfar
chunk_061::cluster_003::mention_028,chunk_061::cluster_003,chunk_061,61,3,28,423,424,187872,187873,Morgaine,423,187872,left_overlap,187872:187873:morgaine
chunk_061::cluster_003::mention_029,chunk_061::cluster_003,chunk_061,61,3,29,425,426,187874,187875,her,425,187874,left_overlap,187874:187875:her
chunk_061::cluster_003::mention_030,chunk_061::cluster_003,chunk_061,61,3,30,459,460,187908,187909,she,459,187908,left_overlap,187908:187909:she
chunk_061::cluster_003::mention_031,chunk_061::cluster_003,chunk_061,61,3,31,467,468,187916,187917,Gwenhwyfar,467,187916,left_overlap,187916:187917:gwenhwyfar
chunk_061::cluster_003::mention_032,chunk_061::cluster_003,chunk_061,61,3,32,474,475,187923,187924,1,474,187923,left_overlap,187923:187924:1
chunk_061::cluster_003::mention_033,chunk_061::cluster_003,chunk_061,61,3,33,480,481,187929,187930,you,480,187929,left_overlap,187929:187930:you
chunk_061::cluster_003::mention_034,chunk_061::cluster_003,chunk_061,61,3,34,500,501,187949,187950,Gwenhwyfar,500,187949,left_overlap,187949:187950:gwenhwyfar
