local_cluster_uid,chunk_id,chunk_index,local_cluster_id,canonical_name,n_mentions
chunk_005::cluster_000,chunk_005,5,0,Virginia,152
chunk_005::cluster_001,chunk_005,5,1,the ghost,56
chunk_005::cluster_002,chunk_005,5,2,a golden girl,1
chunk_005::cluster_003,chunk_005,5,3,a little child,1
chunk_005::cluster_004,chunk_005,5,4,"a little child gives away its tears, Then shall all the house",1
chunk_005::cluster_005,chunk_005,5,5,the house,1
chunk_005::cluster_006,chunk_005,5,6,Canterville,1
chunk_005::cluster_007,chunk_005,5,7,the angel of death,1
chunk_005::cluster_008,chunk_005,5,8,a little child,1
chunk_005::cluster_009,chunk_005,5,9,they,2
chunk_005::cluster_010,chunk_005,5,10,the room,4
chunk_005::cluster_011,chunk_005,5,11,we,1
chunk_005::cluster_012,chunk_005,5,12,the group,29
chunk_005::cluster_013,chunk_005,5,13,a great black cavern in front of her,1
chunk_005::cluster_014,chunk_005,5,14,the footmen,1
chunk_005::cluster_015,chunk_005,5,15,he,2
chunk_005::cluster_016,chunk_005,5,16,Mrs. Otis,23
chunk_005::cluster_017,chunk_005,5,17,the garden,1
chunk_005::cluster_018,chunk_005,5,18,the boys,9
chunk_005::cluster_019,chunk_005,5,19,Mr. Otis,90
chunk_005::cluster_020,chunk_005,5,20,every room in the house,1
chunk_005::cluster_021,chunk_005,5,21,a band of gipsies,2
chunk_005::cluster_022,chunk_005,5,22,Blackfell Hollow,1
chunk_005::cluster_023,chunk_005,5,23,his eldest son,1
chunk_005::cluster_024,chunk_005,5,24,two of the farm-servants,1
chunk_005::cluster_025,chunk_005,5,25,Cecil,82
chunk_005::cluster_026,chunk_005,5,26,the twins,23
chunk_005::cluster_027,chunk_005,5,27,Cheshire,1
chunk_005::cluster_028,chunk_005,5,28,the spot,1
chunk_005::cluster_029,chunk_005,5,29,the two men,1
chunk_005::cluster_030,chunk_005,5,30,the two men to scour the district,1
chunk_005::cluster_031,chunk_005,5,31,the district,1
chunk_005::cluster_032,chunk_005,5,32,all the police inspectors in the county,1
chunk_005::cluster_033,chunk_005,5,33,the county,1
chunk_005::cluster_034,chunk_005,5,34,tramps,1
chunk_005::cluster_035,chunk_005,5,35,the Ascot road,1
chunk_005::cluster_036,chunk_005,5,36,a groom,1
chunk_005::cluster_037,chunk_005,5,37,somebody,1
chunk_005::cluster_038,chunk_005,5,38,us,1
chunk_005::cluster_039,chunk_005,5,39,Ascot,1
chunk_005::cluster_040,chunk_005,5,40,the railway station,2
chunk_005::cluster_041,chunk_005,5,41,the station-master,2
chunk_005::cluster_042,chunk_005,5,42,any one answering to the description of Virginia,1
chunk_005::cluster_043,chunk_005,5,43,the platform,1
chunk_005::cluster_044,chunk_005,5,44,his,2
chunk_005::cluster_046,chunk_005,5,46,Bexley,1
chunk_005::cluster_047,chunk_005,5,47,a village about four miles away,1
chunk_005::cluster_048,chunk_005,5,48,a well-known haunt of the gipsies,1
chunk_005::cluster_049,chunk_005,5,49,the common,3
chunk_005::cluster_050,chunk_005,5,50,Here,1
chunk_005::cluster_051,chunk_005,5,51,the rural policeman,2
chunk_005::cluster_052,chunk_005,5,52,Washington,5
chunk_005::cluster_053,chunk_005,5,53,the park,2
chunk_005::cluster_054,chunk_005,5,54,Canterville Chase,4
chunk_005::cluster_055,chunk_005,5,55,the house,4
chunk_005::cluster_056,chunk_005,5,56,library,3
chunk_005::cluster_057,chunk_005,5,57,the gate-house,1
chunk_005::cluster_058,chunk_005,5,58,the avenue,1
chunk_005::cluster_059,chunk_005,5,59,Brockley meadows,1
chunk_005::cluster_060,chunk_005,5,60,Chorton Fair,1
chunk_005::cluster_061,chunk_005,5,61,four of their number,1
chunk_005::cluster_062,chunk_005,5,62,The carp-pond,1
chunk_005::cluster_063,chunk_005,5,63,the groom,1
chunk_005::cluster_064,chunk_005,5,64,the hall,1
chunk_005::cluster_065,chunk_005,5,65,a group of frightened servants,1
chunk_005::cluster_066,chunk_005,5,66,frightened servants,1
chunk_005::cluster_067,chunk_005,5,67,the old housekeeper,1
chunk_005::cluster_068,chunk_005,5,68,any one,1
chunk_005::cluster_069,chunk_005,5,69,Scotland Yard,1
chunk_005::cluster_070,chunk_005,5,70,some detectives,1
chunk_005::cluster_071,chunk_005,5,71,the dining-room,1
chunk_005::cluster_072,chunk_005,5,72,"the dining-room, midnight began to boom from the clock tower",1
chunk_005::cluster_073,chunk_005,5,73,the staircase,1
chunk_005::cluster_074,chunk_005,5,74,the landing,1
chunk_005::cluster_075,chunk_005,5,75,God,1
chunk_005::cluster_076,chunk_005,5,76,a narrow secret corridor,1
chunk_005::cluster_077,chunk_005,5,77,"a little low room, with a vaulted ceiling, and one tiny grated window",1
chunk_005::cluster_078,chunk_005,5,78,them,1
chunk_005::cluster_079,chunk_005,5,79,I,1
chunk_005::cluster_080,chunk_005,5,80,God,1
chunk_005::cluster_081,chunk_005,5,81,the hearse,2
chunk_005::cluster_082,chunk_005,5,82,the coaches,1
chunk_005::cluster_083,chunk_005,5,83,the coaches walked the servants,1
chunk_005::cluster_084,chunk_005,5,84,the servants,1
chunk_005::cluster_085,chunk_005,5,85,the whole procession,1
chunk_005::cluster_086,chunk_005,5,86,the chief mourner,1
chunk_005::cluster_087,chunk_005,5,87,Wales,1
chunk_005::cluster_088,chunk_005,5,88,the United States Minister,2
chunk_005::cluster_089,chunk_005,5,89,the last carriage,2
chunk_005::cluster_090,chunk_005,5,90,the servants,3
chunk_005::cluster_091,chunk_005,5,91,his wife,1
chunk_005::cluster_092,chunk_005,5,92,Mrs. Umney,1
chunk_005::cluster_093,chunk_005,5,93,the churchyard,2
chunk_005::cluster_094,chunk_005,5,94,home,2
chunk_005::cluster_095,chunk_005,5,95,this country,2
chunk_005::cluster_096,chunk_005,5,96,the Rev. Augustus Dampier,1
chunk_005::cluster_097,chunk_005,5,97,the Canterville family,1
chunk_005::cluster_098,chunk_005,5,98,a distant copse,1
chunk_005::cluster_099,chunk_005,5,99,the Garden of Death,1
chunk_005::cluster_100,chunk_005,5,100,town,1
chunk_005::cluster_101,chunk_005,5,101,your family,1
chunk_005::cluster_102,chunk_005,5,102,London,2
chunk_005::cluster_103,chunk_005,5,103,a child,1
chunk_005::cluster_104,chunk_005,5,104,Boston,1
chunk_005::cluster_105,chunk_005,5,105,"a girl,--that",1
chunk_005::cluster_106,chunk_005,5,106,any member of my family,1
chunk_005::cluster_107,chunk_005,5,107,my family,1
chunk_005::cluster_108,chunk_005,5,108,"those who have been brought up on the severe, and I believe immortal, principles of Republican simplicity",1
chunk_005::cluster_109,chunk_005,5,109,a child of mine,1
chunk_005::cluster_110,chunk_005,5,110,one of your London suburbs,1
chunk_005::cluster_111,chunk_005,5,111,your London suburbs,1
chunk_005::cluster_112,chunk_005,5,112,Athens,1
chunk_005::cluster_113,chunk_005,5,113,my family,1
chunk_005::cluster_114,chunk_005,5,114,your butler,1
chunk_005::cluster_115,chunk_005,5,115,the corridor,1
chunk_005::cluster_116,chunk_005,5,116,the Queen,1
chunk_005::cluster_117,chunk_005,5,117,the Queen's first drawing-room,1
chunk_005::cluster_118,chunk_005,5,118,all good little American girls,1
chunk_005::cluster_119,chunk_005,5,119,they,2
chunk_005::cluster_120,chunk_005,5,120,every one,1
chunk_005::cluster_121,chunk_005,5,121,the old Marchioness of Dumbleton,2
chunk_005::cluster_122,chunk_005,5,122,Dumbleton,1
chunk_005::cluster_123,chunk_005,5,123,her seven unmarried daughters,1
chunk_005::cluster_124,chunk_005,5,124,"St. George's, Hanover Square",1
chunk_005::cluster_125,chunk_005,5,125,Hanover Square,1
chunk_005::cluster_126,chunk_005,5,126,not a prouder man in the whole length and breadth of England,1
chunk_005::cluster_127,chunk_005,5,127,England,1
chunk_005::cluster_128,chunk_005,5,128,the lonely churchyard by the pine-woods,1
chunk_005::cluster_129,chunk_005,5,129,the pine-woods,1
chunk_005::cluster_130,chunk_005,5,130,the ruined chancel of the old abbey,1
chunk_005::cluster_131,chunk_005,5,131,the old abbey,1
chunk_005::cluster_132,chunk_005,5,132,There,1
chunk_005::cluster_133,chunk_005,5,133,a wife,2
chunk_005::cluster_134,chunk_005,5,134,her husband,1
chunk_005::cluster_135,chunk_005,5,135,any one,1
chunk_005::cluster_136,chunk_005,5,136,our children,1
