local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_005::cluster_000::mention_000,chunk_005::cluster_000,chunk_005,5,0,0,57,58,9347,9348,You,57,9347,left_overlap,9347:9348:you
chunk_005::cluster_000::mention_001,chunk_005::cluster_000,chunk_005,5,0,1,62,63,9352,9353,You,62,9352,left_overlap,9352:9353:you
chunk_005::cluster_000::mention_002,chunk_005::cluster_000,chunk_005,5,0,2,79,80,9369,9370,you,79,9369,left_overlap,9369:9370:you
chunk_005::cluster_000::mention_003,chunk_005::cluster_000,chunk_005,5,0,3,91,92,9381,9382,Virginia,91,9381,left_overlap,9381:9382:virginia
chunk_005::cluster_000::mention_004,chunk_005::cluster_000,chunk_005,5,0,4,99,100,9389,9390,her,99,9389,left_overlap,9389:9390:her
chunk_005::cluster_000::mention_005,chunk_005::cluster_000,chunk_005,5,0,5,110,111,9400,9401,She,110,9400,left_overlap,9400:9401:she
chunk_005::cluster_000::mention_006,chunk_005::cluster_000,chunk_005,5,0,6,114,115,9404,9405,she,114,9404,left_overlap,9404:9405:she
chunk_005::cluster_000::mention_007,chunk_005::cluster_000,chunk_005,5,0,7,142,143,9432,9433,you,142,9432,left_overlap,9432:9433:you
chunk_005::cluster_000::mention_008,chunk_005::cluster_000,chunk_005,5,0,8,162,165,9452,9455,the little girl,164,9454,left_overlap,9452:9455:the little girl
chunk_005::cluster_000::mention_009,chunk_005::cluster_000,chunk_005,5,0,9,170,171,9460,9461,I,170,9460,left_overlap,9460:9461:i
chunk_005::cluster_000::mention_010,chunk_005::cluster_000,chunk_005,5,0,10,245,246,9535,9536,I,245,9535,left_overlap,9535:9536:i
chunk_005::cluster_000::mention_011,chunk_005::cluster_000,chunk_005,5,0,11,267,268,9557,9558,you,267,9557,left_overlap,9557:9558:you
chunk_005::cluster_000::mention_012,chunk_005::cluster_000,chunk_005,5,0,12,300,301,9590,9591,you,300,9590,left_overlap,9590:9591:you
chunk_005::cluster_000::mention_013,chunk_005::cluster_000,chunk_005,5,0,13,322,323,9612,9613,You,322,9612,left_overlap,9612:9613:you
chunk_005::cluster_000::mention_014,chunk_005::cluster_000,chunk_005,5,0,14,336,337,9626,9627,your,336,9626,left_overlap,9626:9627:your
chunk_005::cluster_000::mention_015,chunk_005::cluster_000,chunk_005,5,0,15,344,345,9634,9635,you,344,9634,left_overlap,9634:9635:you
chunk_005::cluster_000::mention_016,chunk_005::cluster_000,chunk_005,5,0,16,364,365,9654,9655,Virginia,364,9654,left_overlap,9654:9655:virginia
chunk_005::cluster_000::mention_017,chunk_005::cluster_000,chunk_005,5,0,17,383,384,9673,9674,her,383,9673,left_overlap,9673:9674:her
chunk_005::cluster_000::mention_018,chunk_005::cluster_000,chunk_005,5,0,18,389,390,9679,9680,she,389,9679,left_overlap,9679:9680:she
chunk_005::cluster_000::mention_019,chunk_005::cluster_000,chunk_005,5,0,19,402,403,9692,9693,her,402,9692,left_overlap,9692:9693:her
chunk_005::cluster_000::mention_020,chunk_005::cluster_000,chunk_005,5,0,20,406,407,9696,9697,I,406,9696,left_overlap,9696:9697:i
chunk_005::cluster_000::mention_021,chunk_005::cluster_000,chunk_005,5,0,21,412,413,9702,9703,she,412,9702,left_overlap,9702:9703:she
chunk_005::cluster_000::mention_022,chunk_005::cluster_000,chunk_005,5,0,22,418,419,9708,9709,I,418,9708,left_overlap,9708:9709:i
chunk_005::cluster_000::mention_023,chunk_005::cluster_000,chunk_005,5,0,23,445,446,9735,9736,her,445,9735,left_overlap,9735:9736:her
chunk_005::cluster_000::mention_024,chunk_005::cluster_000,chunk_005,5,0,24,475,476,9765,9766,Virginia,475,9765,left_overlap,9765:9766:virginia
chunk_005::cluster_000::mention_025,chunk_005::cluster_000,chunk_005,5,0,25,483,484,9773,9774,her,483,9773,left_overlap,9773:9774:her
chunk_005::cluster_000::mention_026,chunk_005::cluster_000,chunk_005,5,0,26,511,512,9801,9802,her,511,9801,left_overlap,9801:9802:her
chunk_005::cluster_000::mention_027,chunk_005::cluster_000,chunk_005,5,0,27,520,522,9810,9812,little Virginia,521,9811,left_overlap,9810:9812:little virginia
chunk_005::cluster_000::mention_028,chunk_005::cluster_000,chunk_005,5,0,28,536,537,9826,9827,her,536,9826,left_overlap,9826:9827:her
chunk_005::cluster_000::mention_029,chunk_005::cluster_000,chunk_005,5,0,29,542,543,9832,9833,she,542,9832,left_overlap,9832:9833:she
chunk_005::cluster_000::mention_030,chunk_005::cluster_000,chunk_005,5,0,30,544,545,9834,9835,her,544,9834,left_overlap,9834:9835:her
chunk_005::cluster_000::mention_031,chunk_005::cluster_000,chunk_005,5,0,31,559,560,9849,9850,her,559,9849,left_overlap,9849:9850:her
chunk_005::cluster_000::mention_032,chunk_005::cluster_000,chunk_005,5,0,32,571,573,9861,9863,little Virginia,572,9862,left_overlap,9861:9863:little virginia
chunk_005::cluster_000::mention_033,chunk_005::cluster_000,chunk_005,5,0,33,580,581,9870,9871,you,580,9870,left_overlap,9870:9871:you
chunk_005::cluster_000::mention_034,chunk_005::cluster_000,chunk_005,5,0,34,593,594,9883,9884,Virginia,593,9883,left_overlap,9883:9884:virginia
chunk_005::cluster_000::mention_035,chunk_005::cluster_000,chunk_005,5,0,35,613,614,9903,9904,she,613,9903,left_overlap,9903:9904:she
chunk_005::cluster_000::mention_036,chunk_005::cluster_000,chunk_005,5,0,36,618,619,9908,9909,She,618,9908,left_overlap,9908:9909:she
chunk_005::cluster_000::mention_037,chunk_005::cluster_000,chunk_005,5,0,37,620,621,9910,9911,her,620,9910,left_overlap,9910:9911:her
chunk_005::cluster_000::mention_038,chunk_005::cluster_000,chunk_005,5,0,38,642,643,9932,9933,her,642,9932,left_overlap,9932:9933:her
chunk_005::cluster_000::mention_039,chunk_005::cluster_000,chunk_005,5,0,39,653,654,9943,9944,she,653,9943,left_overlap,9943:9944:she
chunk_005::cluster_000::mention_040,chunk_005::cluster_000,chunk_005,5,0,40,658,659,9948,9949,her,658,9948,left_overlap,9948:9949:her
chunk_005::cluster_000::mention_041,chunk_005::cluster_000,chunk_005,5,0,41,713,714,10003,10004,Virginia,713,10003,left_overlap,10003:10004:virginia
chunk_005::cluster_000::mention_042,chunk_005::cluster_000,chunk_005,5,0,42,729,730,10019,10020,her,729,10019,left_overlap,10019:10020:her
chunk_005::cluster_000::mention_043,chunk_005::cluster_000,chunk_005,5,0,43,744,746,10034,10036,Miss Virginia,745,10035,left_overlap,10034:10036:miss virginia
chunk_005::cluster_000::mention_044,chunk_005::cluster_000,chunk_005,5,0,44,749,750,10039,10040,she,749,10039,left_overlap,10039:10040:she
chunk_005::cluster_000::mention_045,chunk_005::cluster_000,chunk_005,5,0,45,788,789,10078,10079,Virginia,788,10078,left_overlap,10078:10079:virginia
chunk_005::cluster_000::mention_046,chunk_005::cluster_000,chunk_005,5,0,46,806,807,10096,10097,her,806,10096,left_overlap,10096:10097:her
chunk_005::cluster_000::mention_047,chunk_005::cluster_000,chunk_005,5,0,47,839,841,10129,10131,their sister,840,10130,left_overlap,10129:10131:their sister
chunk_005::cluster_000::mention_048,chunk_005::cluster_000,chunk_005,5,0,48,1036,1047,10326,10337,a little girl who had been kidnapped by tramps or gipsies,1038,10328,left_overlap,10326:10337:a little girl who had been kidnapped by tramps or gipsies
chunk_005::cluster_000::mention_049,chunk_005::cluster_000,chunk_005,5,0,49,1155,1156,10445,10446,Virginia,1155,10445,left_overlap,10445:10446:virginia
chunk_005::cluster_000::mention_050,chunk_005::cluster_000,chunk_005,5,0,50,1230,1231,10520,10521,Virginia,1230,10520,left_overlap,10520:10521:virginia
chunk_005::cluster_000::mention_051,chunk_005::cluster_000,chunk_005,5,0,51,1291,1292,10581,10582,Virginia,1291,10581,left_overlap,10581:10582:virginia
chunk_005::cluster_000::mention_052,chunk_005::cluster_000,chunk_005,5,0,52,1327,1328,10617,10618,Virginia,1327,10617,left_overlap,10617:10618:virginia
chunk_005::cluster_000::mention_053,chunk_005::cluster_000,chunk_005,5,0,53,1341,1342,10631,10632,her,1341,10631,left_overlap,10631:10632:her
