local_cluster_uid,chunk_id,chunk_index,local_cluster_id,canonical_name,n_mentions
chunk_008::cluster_000,chunk_008,8,0,Dorothy,300
chunk_008::cluster_001,chunk_008,8,1,the Witch,265
chunk_008::cluster_002,chunk_008,8,2,the great Head Dorothy had told him of,1
chunk_008::cluster_003,chunk_008,8,3,"a Scarecrow, stuffed with straw",1
chunk_008::cluster_004,chunk_008,8,4,a man,1
chunk_008::cluster_006,chunk_008,8,6,any other in your dominions,1
chunk_008::cluster_008,chunk_008,8,8,no one else,1
chunk_008::cluster_009,chunk_008,8,9,the Witch,29
chunk_008::cluster_010,chunk_008,8,10,the wisest man in all the Land of Oz,1
chunk_008::cluster_011,chunk_008,8,11,her friends,13
chunk_008::cluster_012,chunk_008,8,12,a Head,1
chunk_008::cluster_013,chunk_008,8,13,the soldier with the green whiskers,35
chunk_008::cluster_014,chunk_008,8,14,the lovely Lady,6
chunk_008::cluster_015,chunk_008,8,15,a Head,1
chunk_008::cluster_016,chunk_008,8,16,all ladies,2
chunk_008::cluster_017,chunk_008,8,17,the castle,16
chunk_008::cluster_018,chunk_008,8,18,the Lion,93
chunk_008::cluster_019,chunk_008,8,19,the Head,2
chunk_008::cluster_020,chunk_008,8,20,a Woodman,1
chunk_008::cluster_021,chunk_008,8,21,other men,1
chunk_008::cluster_022,chunk_008,8,22,a Beast,1
chunk_008::cluster_023,chunk_008,8,23,we,2
chunk_008::cluster_024,chunk_008,8,24,a Cowardly Lion,1
chunk_008::cluster_025,chunk_008,8,25,"a Cowardly Lion, afraid of everything",1
chunk_008::cluster_026,chunk_008,8,26,men,1
chunk_008::cluster_027,chunk_008,8,27,all Wizards,1
chunk_008::cluster_028,chunk_008,8,28,a coward,1
chunk_008::cluster_029,chunk_008,8,29,the strangers,49
chunk_008::cluster_030,chunk_008,8,30,Uncle Henry,1
chunk_008::cluster_031,chunk_008,8,31,anybody,1
chunk_008::cluster_032,chunk_008,8,32,you,1
chunk_008::cluster_033,chunk_008,8,33,a coward,1
chunk_008::cluster_034,chunk_008,8,34,a fool,1
chunk_008::cluster_035,chunk_008,8,35,a Witch,1
chunk_008::cluster_036,chunk_008,8,36,the back yard of the Palace,1
chunk_008::cluster_037,chunk_008,8,37,the palace,2
chunk_008::cluster_038,chunk_008,8,38,Toto,15
chunk_008::cluster_039,chunk_008,8,39,the streets of the Emerald City,1
chunk_008::cluster_040,chunk_008,8,40,the Emerald City,2
chunk_008::cluster_041,chunk_008,8,41,the room where the Guardian of the Gates lived,1
chunk_008::cluster_042,chunk_008,8,42,the Guardian of the Gates,1
chunk_008::cluster_043,chunk_008,8,43,our,1
chunk_008::cluster_044,chunk_008,8,44,no road,1
chunk_008::cluster_045,chunk_008,8,45,No one,1
chunk_008::cluster_046,chunk_008,8,46,the country of the Winkies,1
chunk_008::cluster_047,chunk_008,8,47,her slaves,1
chunk_008::cluster_048,chunk_008,8,48,No one,1
chunk_008::cluster_049,chunk_008,8,49,slaves,1
chunk_008::cluster_050,chunk_008,8,50,the rest,1
chunk_008::cluster_051,chunk_008,8,51,fields of soft grass dotted here and there with daisies and buttercups,1
chunk_008::cluster_052,chunk_008,8,52,no farms,1
chunk_008::cluster_053,chunk_008,8,53,houses,1
chunk_008::cluster_054,chunk_008,8,54,the West,3
chunk_008::cluster_055,chunk_008,8,55,the ground,2
chunk_008::cluster_056,chunk_008,8,56,those people,6
chunk_008::cluster_057,chunk_008,8,57,your slaves,1
chunk_008::cluster_058,chunk_008,8,58,the leader of the wolves,4
chunk_008::cluster_059,chunk_008,8,59,her country,3
chunk_008::cluster_060,chunk_008,8,60,None of them,1
chunk_008::cluster_061,chunk_008,8,61,the strangers still traveling through her country,1
chunk_008::cluster_062,chunk_008,8,62,her companions,1
chunk_008::cluster_063,chunk_008,8,63,them,1
chunk_008::cluster_064,chunk_008,8,64,no one,1
chunk_008::cluster_065,chunk_008,8,65,the Winkies,25
chunk_008::cluster_066,chunk_008,8,66,her slaves,1
chunk_008::cluster_067,chunk_008,8,67,the Winkies,1
chunk_008::cluster_068,chunk_008,8,68,a brave people,1
chunk_008::cluster_069,chunk_008,8,69,a powerful Witch,1
chunk_008::cluster_070,chunk_008,8,70,a wicked one,1
chunk_008::cluster_071,chunk_008,8,71,the Winged Monkeys,13
chunk_008::cluster_072,chunk_008,8,72,their country,2
chunk_008::cluster_073,chunk_008,8,73,no person,1
chunk_008::cluster_074,chunk_008,8,74,her slaves,2
chunk_008::cluster_075,chunk_008,8,75,a crowd of monkeys,2
chunk_008::cluster_076,chunk_008,8,76,his,1
chunk_008::cluster_077,chunk_008,8,77,the strangers who are within my land,1
chunk_008::cluster_078,chunk_008,8,78,the place where Dorothy and her friends were walking,1
chunk_008::cluster_079,chunk_008,8,79,a country thickly covered with sharp rocks,1
chunk_008::cluster_080,chunk_008,8,80,Others of the Monkeys,1
chunk_008::cluster_081,chunk_008,8,81,the courtyard,3
chunk_008::cluster_082,chunk_008,8,82,"a small yard with a high iron fence around it, so that he could not escape",1
chunk_008::cluster_083,chunk_008,8,83,your yard,1
chunk_008::cluster_084,chunk_008,8,84,my slave,1
chunk_008::cluster_085,chunk_008,8,85,many of the beautiful rooms in her castle,1
chunk_008::cluster_086,chunk_008,8,86,they,1
chunk_008::cluster_087,chunk_008,8,87,her chariot,1
chunk_008::cluster_088,chunk_008,8,88,this yard,1
