local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_002::cluster_000::mention_000,chunk_002::cluster_000,chunk_002,2,0,0,11,12,3366,3367,they,11,3366,left_overlap,3366:3367:they
chunk_002::cluster_000::mention_001,chunk_002::cluster_000,chunk_002,2,0,1,105,106,3460,3461,they,105,3460,left_overlap,3460:3461:they
chunk_002::cluster_000::mention_002,chunk_002::cluster_000,chunk_002,2,0,2,125,126,3480,3481,they,125,3480,left_overlap,3480:3481:they
chunk_002::cluster_000::mention_003,chunk_002::cluster_000,chunk_002,2,0,3,139,141,3494,3496,the party,140,3495,left_overlap,3494:3496:the party
chunk_002::cluster_000::mention_004,chunk_002::cluster_000,chunk_002,2,0,4,217,218,3572,3573,they,217,3572,left_overlap,3572:3573:they
chunk_002::cluster_000::mention_005,chunk_002::cluster_000,chunk_002,2,0,5,222,223,3577,3578,they,222,3577,left_overlap,3577:3578:they
chunk_002::cluster_000::mention_006,chunk_002::cluster_000,chunk_002,2,0,6,239,240,3594,3595,they,239,3594,left_overlap,3594:3595:they
chunk_002::cluster_000::mention_007,chunk_002::cluster_000,chunk_002,2,0,7,372,373,3727,3728,them,372,3727,left_overlap,3727:3728:them
chunk_002::cluster_000::mention_008,chunk_002::cluster_000,chunk_002,2,0,8,389,390,3744,3745,them,389,3744,left_overlap,3744:3745:them
chunk_002::cluster_000::mention_009,chunk_002::cluster_000,chunk_002,2,0,9,1386,1388,4741,4743,the family,1387,4742,left_overlap,4741:4743:the family
chunk_002::cluster_000::mention_010,chunk_002::cluster_000,chunk_002,2,0,10,1482,1485,4837,4840,the Otis family,1484,4839,left_overlap,4837:4840:the otis family
chunk_002::cluster_000::mention_011,chunk_002::cluster_000,chunk_002,2,0,11,1488,1489,4843,4844,their,1488,4843,left_overlap,4843:4844:their
chunk_002::cluster_000::mention_012,chunk_002::cluster_000,chunk_002,2,0,12,2619,2622,5974,5977,the Otis family,2621,5976,core,
chunk_002::cluster_000::mention_013,chunk_002::cluster_000,chunk_002,2,0,13,2627,2628,5982,5983,they,2627,5982,core,
chunk_002::cluster_000::mention_014,chunk_002::cluster_000,chunk_002,2,0,14,2634,2635,5989,5990,They,2634,5989,core,
chunk_002::cluster_000::mention_015,chunk_002::cluster_000,chunk_002,2,0,15,2866,2868,6221,6223,the family,2867,6222,core,
chunk_002::cluster_000::mention_016,chunk_002::cluster_000,chunk_002,2,0,16,3514,3518,6869,6873,this rude American family,3517,6872,core,
chunk_002::cluster_000::mention_017,chunk_002::cluster_000,chunk_002,2,0,17,3726,3727,7081,7082,their,3726,7081,core,
chunk_002::cluster_000::mention_018,chunk_002::cluster_000,chunk_002,2,0,18,3729,3730,7084,7085,their,3729,7084,core,
chunk_002::cluster_000::mention_019,chunk_002::cluster_000,chunk_002,2,0,19,4130,4132,7485,7487,The Otises,4131,7486,right_overlap,7485:7487:the otises
chunk_002::cluster_001::mention_000,chunk_002::cluster_001,chunk_002,2,1,0,118,124,3473,3479,the Free American Reformed Episcopalian Church,123,3478,left_overlap,3473:3479:the free american reformed episcopalian church
chunk_002::cluster_002::mention_000,chunk_002::cluster_002,chunk_002,2,2,0,208,210,3563,3565,the ghost,209,3564,left_overlap,3563:3565:the ghost
chunk_002::cluster_002::mention_001,chunk_002::cluster_002,chunk_002,2,2,1,272,275,3627,3630,the Canterville ghost,274,3629,left_overlap,3627:3630:the canterville ghost
chunk_002::cluster_002::mention_002,chunk_002::cluster_002,chunk_002,2,2,2,277,278,3632,3633,his,277,3632,left_overlap,3632:3633:his
chunk_002::cluster_002::mention_003,chunk_002::cluster_002,chunk_002,2,2,3,286,287,3641,3642,his,286,3641,left_overlap,3641:3642:his
chunk_002::cluster_002::mention_004,chunk_002::cluster_002,chunk_002,2,2,4,307,308,3662,3663,him,307,3662,left_overlap,3662:3663:him
chunk_002::cluster_002::mention_005,chunk_002::cluster_002,chunk_002,2,2,5,336,337,3691,3692,him,336,3691,left_overlap,3691:3692:him
chunk_002::cluster_002::mention_006,chunk_002::cluster_002,chunk_002,2,2,6,344,345,3699,3700,him,344,3699,left_overlap,3699:3700:him
chunk_002::cluster_002::mention_007,chunk_002::cluster_002,chunk_002,2,2,7,355,356,3710,3711,his,355,3710,left_overlap,3710:3711:his
chunk_002::cluster_002::mention_008,chunk_002::cluster_002,chunk_002,2,2,8,358,360,3713,3715,The ghost,359,3714,left_overlap,3713:3715:the ghost
chunk_002::cluster_002::mention_009,chunk_002::cluster_002,chunk_002,2,2,9,383,384,3738,3739,he,383,3738,left_overlap,3738:3739:he
chunk_002::cluster_002::mention_010,chunk_002::cluster_002,chunk_002,2,2,10,402,403,3757,3758,he,402,3757,left_overlap,3757:3758:he
chunk_002::cluster_002::mention_011,chunk_002::cluster_002,chunk_002,2,2,11,404,405,3759,3760,himself,404,3759,left_overlap,3759:3760:himself
chunk_002::cluster_002::mention_012,chunk_002::cluster_002,chunk_002,2,2,12,410,411,3765,3766,his,410,3765,left_overlap,3765:3766:his
chunk_002::cluster_002::mention_013,chunk_002::cluster_002,chunk_002,2,2,13,418,419,3773,3774,he,418,3773,left_overlap,3773:3774:he
chunk_002::cluster_002::mention_014,chunk_002::cluster_002,chunk_002,2,2,14,464,465,3819,3820,He,464,3819,left_overlap,3819:3820:he
chunk_002::cluster_002::mention_015,chunk_002::cluster_002,chunk_002,2,2,15,467,468,3822,3823,his,467,3822,left_overlap,3822:3823:his
chunk_002::cluster_002::mention_016,chunk_002::cluster_002,chunk_002,2,2,16,512,513,3867,3868,you,512,3867,left_overlap,3867:3868:you
chunk_002::cluster_002::mention_017,chunk_002::cluster_002,chunk_002,2,2,17,526,527,3881,3882,you,526,3881,left_overlap,3881:3882:you
chunk_002::cluster_002::mention_018,chunk_002::cluster_002,chunk_002,2,2,18,540,541,3895,3896,you,540,3895,left_overlap,3895:3896:you
chunk_002::cluster_002::mention_019,chunk_002::cluster_002,chunk_002,2,2,19,550,552,3905,3907,The ghost,551,3906,left_overlap,3905:3907:the ghost
chunk_002::cluster_002::mention_020,chunk_002::cluster_002,chunk_002,2,2,20,567,568,3922,3923,himself,567,3922,left_overlap,3922:3923:himself
chunk_002::cluster_002::mention_021,chunk_002::cluster_002,chunk_002,2,2,21,578,579,3933,3934,he,578,3933,left_overlap,3933:3934:he
chunk_002::cluster_002::mention_022,chunk_002::cluster_002,chunk_002,2,2,22,615,616,3970,3971,him,615,3970,left_overlap,3970:3971:him
chunk_002::cluster_002::mention_023,chunk_002::cluster_002,chunk_002,2,2,23,618,619,3973,3974,his,618,3973,left_overlap,3973:3974:his
chunk_002::cluster_002::mention_024,chunk_002::cluster_002,chunk_002,2,2,24,623,624,3978,3979,he,623,3978,left_overlap,3978:3979:he
chunk_002::cluster_002::mention_025,chunk_002::cluster_002,chunk_002,2,2,25,625,626,3980,3981,himself,625,3980,left_overlap,3980:3981:himself
chunk_002::cluster_002::mention_026,chunk_002::cluster_002,chunk_002,2,2,26,647,648,4002,4003,him,647,4002,left_overlap,4002:4003:him
chunk_002::cluster_002::mention_027,chunk_002::cluster_002,chunk_002,2,2,27,652,653,4007,4008,his,652,4007,left_overlap,4007:4008:his
chunk_002::cluster_002::mention_028,chunk_002::cluster_002,chunk_002,2,2,28,654,655,4009,4010,he,654,4009,left_overlap,4009:4010:he
chunk_002::cluster_002::mention_029,chunk_002::cluster_002,chunk_002,2,2,29,692,693,4047,4048,him,692,4047,left_overlap,4047:4048:him
chunk_002::cluster_002::mention_030,chunk_002::cluster_002,chunk_002,2,2,30,696,697,4051,4052,he,696,4051,left_overlap,4051:4052:he
chunk_002::cluster_002::mention_031,chunk_002::cluster_002,chunk_002,2,2,31,707,708,4062,4063,He,707,4062,left_overlap,4062:4063:he
chunk_002::cluster_002::mention_032,chunk_002::cluster_002,chunk_002,2,2,32,750,751,4105,4106,he,750,4105,left_overlap,4105:4106:he
chunk_002::cluster_002::mention_033,chunk_002::cluster_002,chunk_002,2,2,33,751,752,4106,4107,himself,751,4106,left_overlap,4106:4107:himself
chunk_002::cluster_002::mention_034,chunk_002::cluster_002,chunk_002,2,2,34,770,771,4125,4126,his,770,4125,left_overlap,4125:4126:his
chunk_002::cluster_002::mention_035,chunk_002::cluster_002,chunk_002,2,2,35,774,775,4129,4130,He,774,4129,left_overlap,4129:4130:he
chunk_002::cluster_002::mention_036,chunk_002::cluster_002,chunk_002,2,2,36,806,807,4161,4162,he,806,4161,left_overlap,4161:4162:he
chunk_002::cluster_002::mention_037,chunk_002::cluster_002,chunk_002,2,2,37,812,813,4167,4168,he,812,4167,left_overlap,4167:4168:he
chunk_002::cluster_002::mention_038,chunk_002::cluster_002,chunk_002,2,2,38,839,840,4194,4195,his,839,4194,left_overlap,4194:4195:his
chunk_002::cluster_002::mention_039,chunk_002::cluster_002,chunk_002,2,2,39,848,849,4203,4204,his,848,4203,left_overlap,4203:4204:his
chunk_002::cluster_002::mention_040,chunk_002::cluster_002,chunk_002,2,2,40,858,859,4213,4214,he,858,4213,left_overlap,4213:4214:he
chunk_002::cluster_002::mention_041,chunk_002::cluster_002,chunk_002,2,2,41,868,869,4223,4224,his,868,4223,left_overlap,4223:4224:his
chunk_002::cluster_002::mention_042,chunk_002::cluster_002,chunk_002,2,2,42,891,892,4246,4247,himself,891,4246,left_overlap,4246:4247:himself
chunk_002::cluster_002::mention_043,chunk_002::cluster_002,chunk_002,2,2,43,893,894,4248,4249,he,893,4248,left_overlap,4248:4249:he
chunk_002::cluster_002::mention_044,chunk_002::cluster_002,chunk_002,2,2,44,913,914,4268,4269,He,913,4268,left_overlap,4268:4269:he
chunk_002::cluster_002::mention_045,chunk_002::cluster_002,chunk_002,2,2,45,921,922,4276,4277,his,921,4276,left_overlap,4276:4277:his
chunk_002::cluster_002::mention_046,chunk_002::cluster_002,chunk_002,2,2,46,933,934,4288,4289,his,933,4288,left_overlap,4288:4289:his
chunk_002::cluster_002::mention_047,chunk_002::cluster_002,chunk_002,2,2,47,1005,1006,4360,4361,he,1005,4360,left_overlap,4360:4361:he
