local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_000::cluster_000::mention_000,chunk_000::cluster_000,chunk_000,0,0,0,6,10,6,10,the great Kansas prairies,9,9,core,
chunk_000::cluster_001::mention_000,chunk_000::cluster_001,chunk_000,0,1,0,17,19,17,19,a farmer,18,18,core,
chunk_000::cluster_002::mention_000,chunk_000::cluster_002,chunk_000,0,2,0,21,23,21,23,Aunt Em,22,22,core,
chunk_000::cluster_002::mention_001,chunk_000::cluster_002,chunk_000,0,2,1,26,30,26,30,the farmer's wife,29,29,core,
chunk_000::cluster_002::mention_002,chunk_000::cluster_002,chunk_000,0,2,2,97,99,97,99,Aunt Em,98,98,core,
chunk_000::cluster_002::mention_003,chunk_000::cluster_002,chunk_000,0,2,3,325,327,325,327,Aunt Em,326,326,core,
chunk_000::cluster_002::mention_004,chunk_000::cluster_002,chunk_000,0,2,4,331,332,331,332,she,331,331,core,
chunk_000::cluster_002::mention_005,chunk_000::cluster_002,chunk_000,0,2,5,345,346,345,346,her,345,345,core,
chunk_000::cluster_002::mention_006,chunk_000::cluster_002,chunk_000,0,2,6,355,356,355,356,her,355,355,core,
chunk_000::cluster_002::mention_007,chunk_000::cluster_002,chunk_000,0,2,7,370,371,370,371,her,370,370,core,
chunk_000::cluster_002::mention_008,chunk_000::cluster_002,chunk_000,0,2,8,381,382,381,382,She,381,381,core,
chunk_000::cluster_002::mention_009,chunk_000::cluster_002,chunk_000,0,2,9,403,404,403,404,her,403,403,core,
chunk_000::cluster_002::mention_010,chunk_000::cluster_002,chunk_000,0,2,10,405,407,405,407,Aunt Em,406,406,core,
chunk_000::cluster_002::mention_011,chunk_000::cluster_002,chunk_000,0,2,11,417,418,417,418,she,417,417,core,
chunk_000::cluster_002::mention_012,chunk_000::cluster_002,chunk_000,0,2,12,422,423,422,423,her,422,422,core,
chunk_000::cluster_002::mention_013,chunk_000::cluster_002,chunk_000,0,2,13,425,426,425,426,her,425,425,core,
chunk_000::cluster_002::mention_014,chunk_000::cluster_002,chunk_000,0,2,14,433,434,433,434,her,433,433,core,
chunk_000::cluster_002::mention_015,chunk_000::cluster_002,chunk_000,0,2,15,437,438,437,438,she,437,437,core,
chunk_000::cluster_002::mention_016,chunk_000::cluster_002,chunk_000,0,2,16,447,448,447,448,she,447,447,core,
chunk_000::cluster_002::mention_017,chunk_000::cluster_002,chunk_000,0,2,17,620,622,620,622,Aunt Em,621,621,core,
chunk_000::cluster_002::mention_018,chunk_000::cluster_002,chunk_000,0,2,18,708,709,708,709,Em,708,708,core,
chunk_000::cluster_002::mention_019,chunk_000::cluster_002,chunk_000,0,2,19,714,716,714,716,his wife,715,715,core,
chunk_000::cluster_002::mention_020,chunk_000::cluster_002,chunk_000,0,2,20,742,744,742,744,Aunt Em,743,743,core,
chunk_000::cluster_002::mention_021,chunk_000::cluster_002,chunk_000,0,2,21,745,746,745,746,her,745,745,core,
