local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_003::cluster_000::mention_000,chunk_003::cluster_000,chunk_003,3,0,0,20,22,5121,5123,a madman,21,5122,left_overlap,5121:5123:a madman
chunk_003::cluster_001::mention_000,chunk_003::cluster_001,chunk_003,3,1,0,25,26,5126,5127,Its,25,5126,left_overlap,5126:5127:its
chunk_003::cluster_001::mention_001,chunk_003::cluster_001,chunk_003,3,1,1,32,33,5133,5134,its,32,5133,left_overlap,5133:5134:its
chunk_003::cluster_001::mention_002,chunk_003::cluster_001,chunk_003,3,1,2,176,179,5277,5280,the awful phantom,178,5279,left_overlap,5277:5280:the awful phantom
chunk_003::cluster_001::mention_003,chunk_003::cluster_001,chunk_003,3,1,3,277,280,5378,5381,the other ghost,279,5380,left_overlap,5378:5381:the other ghost
chunk_003::cluster_001::mention_004,chunk_003::cluster_001,chunk_003,3,1,4,312,315,5413,5416,the grisly phantom,314,5415,left_overlap,5413:5416:the grisly phantom
chunk_003::cluster_001::mention_005,chunk_003::cluster_001,chunk_003,3,1,5,367,369,5468,5470,the spectre,368,5469,left_overlap,5468:5470:the spectre
chunk_003::cluster_002::mention_000,chunk_003::cluster_002,chunk_003,3,2,0,4,5,5105,5106,him,4,5105,left_overlap,5105:5106:him
chunk_003::cluster_002::mention_001,chunk_003::cluster_002,chunk_003,3,2,1,81,82,5182,5183,his,81,5182,left_overlap,5182:5183:his
chunk_003::cluster_002::mention_002,chunk_003::cluster_002,chunk_003,3,2,2,162,163,5263,5264,he,162,5263,left_overlap,5263:5264:he
chunk_003::cluster_002::mention_003,chunk_003::cluster_002,chunk_003,3,2,3,180,181,5281,5282,he,180,5281,left_overlap,5281:5282:he
chunk_003::cluster_002::mention_004,chunk_003::cluster_002,chunk_003,3,2,4,184,185,5285,5286,his,184,5285,left_overlap,5285:5286:his
chunk_003::cluster_002::mention_005,chunk_003::cluster_002,chunk_003,3,2,5,190,191,5291,5292,his,190,5291,left_overlap,5291:5292:his
chunk_003::cluster_002::mention_006,chunk_003::cluster_002,chunk_003,3,2,6,196,197,5297,5298,he,196,5297,left_overlap,5297:5298:he
chunk_003::cluster_002::mention_007,chunk_003::cluster_002,chunk_003,3,2,7,232,233,5333,5334,his,232,5333,left_overlap,5333:5334:his
chunk_003::cluster_002::mention_008,chunk_003::cluster_002,chunk_003,3,2,8,236,237,5337,5338,he,236,5337,left_overlap,5337:5338:he
chunk_003::cluster_002::mention_009,chunk_003::cluster_002,chunk_003,3,2,9,238,239,5339,5340,himself,238,5339,left_overlap,5339:5340:himself
chunk_003::cluster_002::mention_010,chunk_003::cluster_002,chunk_003,3,2,10,249,250,5350,5351,his,249,5350,left_overlap,5350:5351:his
chunk_003::cluster_002::mention_011,chunk_003::cluster_002,chunk_003,3,2,11,261,266,5362,5367,the brave old Canterville spirit,265,5366,left_overlap,5362:5367:the brave old canterville spirit
chunk_003::cluster_002::mention_012,chunk_003::cluster_002,chunk_003,3,2,12,270,271,5371,5372,he,270,5371,left_overlap,5371:5372:he
chunk_003::cluster_002::mention_013,chunk_003::cluster_002,chunk_003,3,2,13,300,301,5401,5402,he,300,5401,left_overlap,5401:5402:he
chunk_003::cluster_002::mention_014,chunk_003::cluster_002,chunk_003,3,2,14,306,307,5407,5408,he,306,5407,left_overlap,5407:5408:he
chunk_003::cluster_002::mention_015,chunk_003::cluster_002,chunk_003,3,2,15,336,337,5437,5438,his,336,5437,left_overlap,5437:5438:his
chunk_003::cluster_002::mention_016,chunk_003::cluster_002,chunk_003,3,2,16,340,341,5441,5442,he,340,5441,left_overlap,5441:5442:he
chunk_003::cluster_002::mention_017,chunk_003::cluster_002,chunk_003,3,2,17,359,360,5460,5461,his,359,5460,left_overlap,5460:5461:his
chunk_003::cluster_002::mention_018,chunk_003::cluster_002,chunk_003,3,2,18,405,406,5506,5507,He,405,5506,left_overlap,5506:5507:he
chunk_003::cluster_002::mention_019,chunk_003::cluster_002,chunk_003,3,2,19,412,413,5513,5514,his,412,5513,left_overlap,5513:5514:his
chunk_003::cluster_002::mention_020,chunk_003::cluster_002,chunk_003,3,2,20,418,419,5519,5520,his,418,5519,left_overlap,5519:5520:his
chunk_003::cluster_002::mention_021,chunk_003::cluster_002,chunk_003,3,2,21,439,440,5540,5541,he,439,5540,left_overlap,5540:5541:he
chunk_003::cluster_002::mention_022,chunk_003::cluster_002,chunk_003,3,2,22,441,442,5542,5543,himself,441,5542,left_overlap,5542:5543:himself
chunk_003::cluster_002::mention_023,chunk_003::cluster_002,chunk_003,3,2,23,466,467,5567,5568,his,466,5567,left_overlap,5567:5568:his
chunk_003::cluster_002::mention_024,chunk_003::cluster_002,chunk_003,3,2,24,476,477,5577,5578,he,476,5577,left_overlap,5577:5578:he
chunk_003::cluster_002::mention_025,chunk_003::cluster_002,chunk_003,3,2,25,493,494,5594,5595,he,493,5594,left_overlap,5594:5595:he
chunk_003::cluster_002::mention_026,chunk_003::cluster_002,chunk_003,3,2,26,500,503,5601,5604,YE OTIS GHOSTE,502,5603,left_overlap,5601:5604:ye otis ghoste
chunk_003::cluster_002::mention_027,chunk_003::cluster_002,chunk_003,3,2,27,527,528,5628,5629,him,527,5628,left_overlap,5628:5629:him
chunk_003::cluster_002::mention_028,chunk_003::cluster_002,chunk_003,3,2,28,529,530,5630,5631,He,529,5630,left_overlap,5630:5631:he
chunk_003::cluster_002::mention_029,chunk_003::cluster_002,chunk_003,3,2,29,547,548,5648,5649,his,547,5648,left_overlap,5648:5649:his
chunk_003::cluster_002::mention_030,chunk_003::cluster_002,chunk_003,3,2,30,550,551,5651,5652,he,550,5651,left_overlap,5651:5652:he
chunk_003::cluster_002::mention_031,chunk_003::cluster_002,chunk_003,3,2,31,552,553,5653,5654,his,552,5653,left_overlap,5653:5654:his
chunk_003::cluster_002::mention_032,chunk_003::cluster_002,chunk_003,3,2,32,560,561,5661,5662,his,560,5661,left_overlap,5661:5662:his
chunk_003::cluster_002::mention_033,chunk_003::cluster_002,chunk_003,3,2,33,565,566,5666,5667,his,565,5666,left_overlap,5666:5667:his
chunk_003::cluster_002::mention_034,chunk_003::cluster_002,chunk_003,3,2,34,608,609,5709,5710,he,608,5709,left_overlap,5709:5710:he
chunk_003::cluster_002::mention_035,chunk_003::cluster_002,chunk_003,3,2,35,630,631,5731,5732,He,630,5731,left_overlap,5731:5732:he
chunk_003::cluster_002::mention_036,chunk_003::cluster_002,chunk_003,3,2,36,646,647,5747,5748,he,646,5747,left_overlap,5747:5748:he
chunk_003::cluster_002::mention_037,chunk_003::cluster_002,chunk_003,3,2,37,677,678,5778,5779,him,677,5778,left_overlap,5778:5779:him
